produto_key,nome_produto,descricao_produto,marca,preco,estoque,peso_kg,categoria_key,nome_categoria,descricao_categoria,fornecedor_key,nome_fornecedor,estado_fornecedor,dw_record_hash,dw_valid_from,dw_valid_to,dw_is_current,produto_sk,_gold_airflow_run_id,_gold_processed_at
12370,Multilaser Super Earum 5085,Iure rem ullam a consequuntur eaque porro.,Multilaser,3935.34,260,18.28,9107,Casa & Jardim - Et,As melhores marcas e preços do mercado,7264,da Cunha da Mata Ltda.,PE,6212d14ff11fe9af38f8965e8084209100eeb05a3040ee8bfe1cc43063ae3611,1900-01-01,9999-12-31 23:59:59,True,123755e2a4887acd3063a3cc11135d10b53577cfeab2aee398847c3c193948c4,manual_run_1,2026-06-24 00:59:43.317
12417,Localfrio Slim Beatae 1769,Magnam deserunt molestias tempora quaerat ullam ducimus deserunt.,Localfrio,428.39,398,23.65,6413,Livros - Tempora,Itens exclusivos e limitados,13913,Barros S/A,MT,76b92d59745ecd824894227aae9e03487ed122d938553eccf2e7de96c2568463,1900-01-01,9999-12-31 23:59:59,True,7341140e873ba444ce65a1f4c074a5afd88603ba5a407c483f3abcd05998cebb,manual_run_1,2026-06-24 00:59:43.317
12452,LG Slim Quasi 1381,Illo earum voluptatibus illum debitis possimus natus consequuntur aperiam ratione dolorem deserunt.,LG,4195.44,16,26.39,9065,Games - Porro,Variedade completa para todas as necessidades,12227,Porto Ltda.,ES,c5aa44214c1d2ca3bebc423191efed36f2d21fdaaafe77d5d0a75b6ddbfcad78,1900-01-01,9999-12-31 23:59:59,True,1ed7aa9834e3983e971959239bbec70ec4bbd75c070b836d2f5a2e6cf6efaa47,manual_run_1,2026-06-24 00:59:43.317
12469,Sony Premium Maiores 2394,Omnis dolores consequuntur quibusdam aliquid quisquam ut voluptatem dolore.,Sony,4917.55,322,17.73,13410,Decoração - Mollitia,Novidades e lançamentos da temporada,5348,Rodrigues,PA,838bc03b5920e8dd3e04a4c7ef7af7cf9525753c6c77a17747f19be2204f6c20,1900-01-01,9999-12-31 23:59:59,True,f9f3f7d34811c3283206cae13c0db7b69396736720d60af18e5149962febac48,manual_run_1,2026-06-24 00:59:43.317
12646,Localfrio Turbo Tempore 7336,Enim veniam eligendi numquam saepe aspernatur harum iusto exercitationem quibusdam.,Localfrio,3837.36,67,8.03,1905,Cinema - Iusto,Itens exclusivos e limitados,9331,Novais Abreu Ltda.,AM,b862d2192a747429f51ee158c05685b5daf79c8b22576fb85dc7cd794185858a,1900-01-01,9999-12-31 23:59:59,True,ac5ee41c9ef76d23cc6511412400de45477e11fe60164d5a6b3f4d2f60c4d276,manual_run_1,2026-06-24 00:59:43.317
1268,Lenovo Pro Ex 6413,Possimus animi reiciendis ab libero nostrum dicta iure dolores quae doloremque blanditiis facere.,Lenovo,159.54,70,12.65,10733,Relógios - Sit,Variedade completa para todas as necessidades,273,Brito e Filhos,RR,0d23e7ffffe5bf1f7c7324e1dfa30d0ca0539a897b8ee453b99cc1eb37f212f7,1900-01-01,9999-12-31 23:59:59,True,f542dbcff61fb0bb7bc9f762055451be8042305098ad602d5fd61e3cecef3c12,manual_run_1,2026-06-24 00:59:43.317
1293,Mondial Slim Optio 3374,Eos rem in officiis fugit maxime laborum numquam.,Mondial,4825.35,317,20.88,6263,Cinema - Provident,Produtos de alta qualidade para o dia a dia,7641,Andrade,AM,efcf6a97e96caae519dcd88023e3251b4b7d088eb57329246ef5fc66453e003f,1900-01-01,9999-12-31 23:59:59,True,3de0094e3c04c746c0a264144e0895cad3018426025d35055c62d1dc88243d2c,manual_run_1,2026-06-24 00:59:43.317
13067,Xiaomi Super Ab 5984,Minima hic mollitia veritatis ipsum debitis alias sed vero inventore est magnam.,Xiaomi,2475.31,335,20.16,1201,Culinária - Sunt,Produtos importados e nacionais,931,Cassiano Barbosa - EI,PE,f7bfe40b7ffae0b23f729230788b9ee179bbaf57dd95a06d22b01c1fd73424ea,1900-01-01,9999-12-31 23:59:59,True,35cceae9813f6b60734d362b99fcfdaa9d7657fce8f4611cf646bb977faa78d8,manual_run_1,2026-06-24 00:59:43.317
13068,Adidas Plus Culpa 9342,Nobis voluptas dolorem aliquid saepe quia eaque aspernatur eveniet accusantium.,Adidas,139.17,146,24.04,10622,Culinária - Delectus,Produtos de alta qualidade para o dia a dia,2698,Jesus,RN,a1762c0c8317815c792bc45a0fdefc09af4ae7525ef06aacc1ac3ce2609741d1,1900-01-01,9999-12-31 23:59:59,True,10eef17df0dccc29367116c0c9aeed5bdb5e1f1218b7b6ca4e4dfa57a1946cd5,manual_run_1,2026-06-24 00:59:43.317
13331,Positivo Premium Sequi 3875,Cupiditate illo debitis id facilis dolorum vero accusamus tempore delectus maxime est eos quam.,Positivo,3760.01,58,17.55,1457,Esportes - Ipsam,Seleção especial com ótimo custo-benefício,5784,Gomes Pires S/A,RN,6ddb54cd1e22aae503cd652ed1eb5e07ab37b54c46b6f00001b6f61d76f8956b,1900-01-01,9999-12-31 23:59:59,True,5dc30d8b01b4732073128c2964e4ae13e50535111eb4e175c9ef94d8a43cdcf6,manual_run_1,2026-06-24 00:59:43.317
13461,Lenovo Max Ipsum 1837,Esse nihil eaque eaque illum pariatur sint et dolores error blanditiis autem alias.,Lenovo,3574.58,359,27.3,13055,Pet Shop - Sunt,Novidades e lançamentos da temporada,2253,da Rocha,GO,097664d8311ac69889b01763e322f6213eeffd51cc419f74a7f39442899385a3,1900-01-01,9999-12-31 23:59:59,True,5b930b45c67ac997b9a453cc3fd38288ef85754bcf521867ac3aa7624fbcc65a,manual_run_1,2026-06-24 00:59:43.317
13639,Mondial Pro Tenetur 9532,Atque natus nisi rem dolores fugit.,Mondial,2433.09,451,4.5,183,Saúde - Iste,As melhores marcas e preços do mercado,11013,Gonçalves - ME,MG,a3d5ea5aee703bbcfab9ae93b79be07fe8f67f088fd7a619dc5b5d194834edc0,1900-01-01,9999-12-31 23:59:59,True,77cdd9c95bbe41438c396fc8e7071d0d4ac2e5effffeb4ace047e280cd5bf2b7,manual_run_1,2026-06-24 00:59:43.317
13811,Tramontina Super Illum 4199,Ab tempora dolorem delectus tenetur vitae nam nostrum tempora voluptatum labore.,Tramontina,427.3,378,13.26,2151,Livros - Nobis,Produtos de alta qualidade para o dia a dia,10310,Ramos - EI,SC,9cc1e08f955351e8075002f221ae6c8df34ea1f13eca6c3c34110dc066d69ded,1900-01-01,9999-12-31 23:59:59,True,6f108a998ed6c4dffd92fd4f81c1f4f41b1d79fc0d356e1bb60f6d7b0c96ebc0,manual_run_1,2026-06-24 00:59:43.317
13949,Lenovo Slim Dolore 2138,Quo debitis libero minima rem ducimus nemo architecto nulla.,Lenovo,3499.93,268,0.76,7511,Culinária - Aliquid,Itens exclusivos e limitados,7029,Vieira Ltda.,AP,7f6104dd957ec93570281258be105fe18e4a22ccea491dc8347f1b60c80286d3,1900-01-01,9999-12-31 23:59:59,True,78ad6342a1250675d36c40a87422a1a467a0e8bc3fb0eb78364a17331635c06b,manual_run_1,2026-06-24 00:59:43.317
14144,Apple Super Enim 5471,Labore consequatur animi harum inventore mollitia at odio.,Apple,4505.04,41,22.17,9029,Música - Assumenda,Novidades e lançamentos da temporada,4104,da Costa,AC,167d22491a09c93b143ed98edc01186a59210fcbd8ad49ea4117d2e67f9e4e31,1900-01-01,9999-12-31 23:59:59,True,219bca14bbdec2afd29c5d05470670642915e5aff73c2ced54e923c2f8614835,manual_run_1,2026-06-24 00:59:43.317
14624,Oster Super A 6407,Consequuntur quasi consequatur excepturi dolorem voluptate dolores facilis perferendis architecto praesentium.,Oster,4096.7,232,6.22,2300,Ferramentas - Dolores,Seleção especial com ótimo custo-benefício,3696,Novaes,AM,36c9ca72d411f7c802ac92178e79839800790e3d3d2b12d1234b297042c6718e,1900-01-01,9999-12-31 23:59:59,True,dcb31d26b1c0f4a748eee89b1f28fcd216303710d844fb56b3fac6532e0c4a99,manual_run_1,2026-06-24 00:59:43.317
14699,Sony Lite Blanditiis 5510,Fuga perspiciatis deserunt fugiat dicta distinctio nam nisi totam molestiae eaque consectetur.,Sony,3854.15,207,8.98,12672,Relógios - Repudiandae,Produtos importados e nacionais,3031,Vieira,GO,c20341c1f6d50c5d8aeeb22aadfb219fddad273d835db79fe0b7d9bc2899705c,1900-01-01,9999-12-31 23:59:59,True,af4fbe7c47a846a455e1cb46dd759a857a864e0259c14c5b5590ff690af1d509,manual_run_1,2026-06-24 00:59:43.317
14743,Arno Slim Neque 3208,Qui ipsum cum officiis molestias nobis accusamus.,Arno,1697.02,203,8.26,12129,Jóias - Alias,As melhores marcas e preços do mercado,9961,Lima,PR,4d9a08e4d1cfa08b136b62b38c01e77d0e745aee89bc894e9bdc0a40b7d302c8,1900-01-01,9999-12-31 23:59:59,True,792d899ade4350695caba7c294d9af6b8fc6f94beab8c80f0009e11861816d59,manual_run_1,2026-06-24 00:59:43.317
14761,Philips Smart Id 6692,Eaque tenetur iste accusamus fugiat ipsam labore velit pariatur deleniti quis.,Philips,2060.36,311,24.9,5296,Automotivo - Sunt,Variedade completa para todas as necessidades,1815,Fernandes e Filhos,AM,f5a6c233c95a1857fc266a5e0e7d64061eba1c1d6baf60804f9e3f026942bfb3,1900-01-01,9999-12-31 23:59:59,True,19640a0c1cd1d285b04a87420574d84eb84e76deb1766dd99d93b3bd7ea94ddc,manual_run_1,2026-06-24 00:59:43.317
14898,Philips Premium Explicabo 7678,Est doloremque nam natus deleniti aliquid officia consequuntur ipsum dignissimos.,Philips,2872.16,102,19.82,12990,Brinquedos - Numquam,Coleção completa para todos os gostos,5352,Caldeira Porto e Filhos,RR,8fda3e68ce213494eddb489f74a7d1acb1fef9438da9b3605404ba75bae5b905,1900-01-01,9999-12-31 23:59:59,True,9f64dda4f2f02128d36c6a63b8bfa35fedf3c82ff223a51038156b4a0347b2aa,manual_run_1,2026-06-24 00:59:43.317
14971,Nike Smart Repellat 3666,Excepturi assumenda optio aperiam voluptatem harum sunt nihil illum.,Nike,1274.43,326,29.36,11117,Papelaria - Optio,Produtos importados e nacionais,3335,Sousa Cassiano Ltda.,RS,443bb3443b64d83b7b0efcf61f63da9ca61c089cc7025acbe8de4e94bf812387,1900-01-01,9999-12-31 23:59:59,True,1c78bba9e01a7969c0ff1166b6d851977ecf65c92424db942248127af264ecc9,manual_run_1,2026-06-24 00:59:43.317
1560,Electrolux Max Aliquid 2221,Ipsa cupiditate pariatur impedit numquam maxime laudantium fugit sint illo maiores aspernatur doloribus.,Electrolux,771.09,317,27.32,4426,Papelaria - Voluptas,Produtos de alta qualidade para o dia a dia,5356,Moreira,ES,ed99fee185173e15d613f9de1e192669eca404f2b53997be92848f9e6381035a,1900-01-01,9999-12-31 23:59:59,True,8bd3ff5d343bc6ecb2f35d8c5a126a83a61876c3b36d90514a824642e1d711a6,manual_run_1,2026-06-24 00:59:43.317
1702,Localfrio Plus Numquam 5545,Quod fuga ea culpa quo suscipit doloribus modi accusamus dolor consectetur.,Localfrio,997.65,154,15.1,7464,Limpeza - Consectetur,Produtos importados e nacionais,13791,Campos e Filhos,MG,8384b197def12d2c6f9869cf4568c292efa398a2a7217a0e3150e1d783338dc9,1900-01-01,9999-12-31 23:59:59,True,d761f3a22c1eba751cadf255faefb7c606bb119ba6180149acd8fdc99e1944ae,manual_run_1,2026-06-24 00:59:43.317
1763,Sony Slim Commodi 6161,Sunt neque corporis necessitatibus debitis iste praesentium nobis.,Sony,4908.4,448,29.84,9485,Ferramentas - Blanditiis,Variedade completa para todas as necessidades,4967,Novais Nogueira S/A,PE,2602ee92545032789fd7736f87121d7b35ab952b3dd8a1c2179cd4813ca12c62,1900-01-01,9999-12-31 23:59:59,True,5b8577e030e25e250f38da9abd7fbbc079329958e466c0ca1b105b3cb83b9d83,manual_run_1,2026-06-24 00:59:43.317
1983,Motorola Lite Officiis 6386,Architecto dolorum et corrupti pariatur repellat consequuntur reprehenderit harum.,Motorola,2583.32,481,12.56,6636,Cinema - Quod,Novidades e lançamentos da temporada,9585,Borges,RO,74fceab4a4386a0ed945617f8c59cf1d200f7a054ede930958c83d43acd13cd0,1900-01-01,9999-12-31 23:59:59,True,daf0a149f35250a8599579073dd851cf1bc0a2909a99e0ba5ad51c8803e36d88,manual_run_1,2026-06-24 00:59:43.317
2289,Electrolux Premium Consequatur 9938,Aliquam quae earum occaecati vel totam recusandae cum et nulla facere doloribus.,Electrolux,2605.87,306,10.88,282,Música - Nesciunt,Variedade completa para todas as necessidades,42,Vasconcelos,CE,ca5351252c3e10807e18af0ab4f8a591b554f30047b952f3ac4ab853d174b46b,1900-01-01,9999-12-31 23:59:59,True,f0540d6d4a6befc24c697f5133ee097e299fd0294950e2ca55968e9c2c8c4a76,manual_run_1,2026-06-24 00:59:43.317
2384,Braun Pro Quos 3682,Eligendi fugit velit corrupti eaque dolores.,Braun,1918.66,478,8.99,12463,Roupas - Magnam,Produtos de alta qualidade para o dia a dia,5329,da Rocha Azevedo S/A,MS,b8d5a5b71bdab21b612b020528785cfcf70b3dcbecc80f76bbc6fe07efa32663,1900-01-01,9999-12-31 23:59:59,True,06c61160a8885c8f8c20b9caebb629958e9cc323992ff6e4af5e825e288dd956,manual_run_1,2026-06-24 00:59:43.317
2405,Motorola Premium Consequatur 2450,Expedita nemo dicta soluta quae mollitia eum deserunt.,Motorola,2391.93,303,6.07,1313,Calçados - Quisquam,Produtos de alta qualidade para o dia a dia,14226,Nunes Freitas - EI,PI,f13ac7616f296f08740b7ef667681539bd120a068b356b0f2db0acb787584dbd,1900-01-01,9999-12-31 23:59:59,True,554d054ede625d52264c8462e0b8f53a204dfe1b5e8f3ec66638daba8e7ca5db,manual_run_1,2026-06-24 00:59:43.317
2425,Puma Turbo Quo 7482,Itaque nostrum ipsa veritatis aut rerum a architecto ipsum dicta blanditiis ratione.,Puma,358.96,367,20.14,10698,Games - Quo,As melhores marcas e preços do mercado,7422,Gonçalves,RO,7ff8a1e1886dca1b734ec6956423629fa93f2ebc10ed7c7c73129df191aef0c1,1900-01-01,9999-12-31 23:59:59,True,324d70d9ce5a9a9707157f0f98e7c44cbc9826566edf13004d567af6b6d634aa,manual_run_1,2026-06-24 00:59:43.317
2452,Lenovo Plus Tempora 7822,Minus provident qui exercitationem a unde qui veritatis excepturi odio.,Lenovo,3821.62,123,14.87,8284,Pet Shop - Officiis,Coleção completa para todos os gostos,924,Lopes - EI,MA,e0450b81717506225f8a760cf5c5940ff5fc5743339d612d1cf0e91a407146a2,1900-01-01,9999-12-31 23:59:59,True,4810e4d5cde09c1ecca2f9205ad8c9300656030baafb0575ae409d2f308ea69d,manual_run_1,2026-06-24 00:59:43.317
2577,Xiaomi Max At 2121,Velit nobis nemo recusandae ipsa animi.,Xiaomi,2588.56,232,0.87,5615,Ferramentas - Minima,Produtos importados e nacionais,8563,da Paz Ltda.,MS,2c86d40452c8f4294ab32e8f57ef9905481daab6a36d8c4d759e34cbcad13bd7,1900-01-01,9999-12-31 23:59:59,True,991751d23b7b5a1f9d4a0ee4acf824e65dcd7b5f1ccb6ed2972c3ee2d34b63f3,manual_run_1,2026-06-24 00:59:43.317
2614,Braun Slim Quis 6857,Rerum alias assumenda ut omnis ipsam aut expedita.,Braun,188.3,36,1.07,8336,Bebidas - Nostrum,Variedade completa para todas as necessidades,12042,Leão,CE,97a89ce5ef0800238b6a91d90bb1bde39756aa594a932cc904a6e3a14b0bc768,1900-01-01,9999-12-31 23:59:59,True,c77dbce59bcb284328b02fb1ce6cea529111f3ac9288ccdeb4ff8b1c8203903c,manual_run_1,2026-06-24 00:59:43.317
2985,Britânia Ultra Asperiores 7331,Magni iure quidem saepe aperiam eveniet nemo veniam assumenda necessitatibus hic dicta.,Britânia,280.04,126,0.65,11499,Games - Et,Produtos de alta qualidade para o dia a dia,11197,Aparecida,GO,d4a6c52b1c09527450db4b5bf75472bfa36801d2fd7d5da638853820301e87cb,1900-01-01,9999-12-31 23:59:59,True,cc20e3c9d98c86965d107c64b176c5d47765906573973271a542c427d138406f,manual_run_1,2026-06-24 00:59:43.317
3359,Samsung Lite Illo 9280,Sequi accusamus corporis ipsa debitis voluptate saepe beatae.,Samsung,2155.34,38,21.78,3498,Eletrônicos - Illo,Produtos de alta qualidade para o dia a dia,7271,Santos,SC,f87cf4ef25de880b9dc01d6aaa2d25e26b8300ca495995744fecd33c145feef3,1900-01-01,9999-12-31 23:59:59,True,eccc4505b712ed0edc9f216486b7bf7ff8ef47ef197f5d96d3414e8926792e42,manual_run_1,2026-06-24 00:59:43.317
3612,Panasonic Turbo Qui 2386,Recusandae doloribus necessitatibus magnam libero esse ipsum.,Panasonic,4962.34,89,29.49,10561,Móveis - Delectus,As melhores marcas e preços do mercado,8539,Farias Cardoso e Filhos,PR,9acf67f45cf37878e743e5a719e282d9f5750a7eb14829d84b9cfe9638a5bc7f,1900-01-01,9999-12-31 23:59:59,True,280a5cb4361b0a856ea87a7b7ad66c9f156475676a541beb777b9a9b120dec6d,manual_run_1,2026-06-24 00:59:43.317
3657,Lenovo Slim Nemo 651,Fugit labore repellendus repellat facilis corporis.,Lenovo,545.93,303,0.28,14740,Livros - Accusamus,Variedade completa para todas as necessidades,3101,da Costa,MG,8dde49c834e13f8dfdb5923f8d7a331d8270aa77eac49279cea9debe09a81144,1900-01-01,9999-12-31 23:59:59,True,36aad25f7e9f9dce9bf7621ee47e0899df86f0158cfae9cc98b668f334dce2be,manual_run_1,2026-06-24 00:59:43.317
3799,Samsung Premium Labore 6791,Omnis assumenda nam minima error dicta quam porro eveniet autem non tenetur ipsum.,Samsung,3406.4,134,24.67,9114,Esportes - Sint,Itens exclusivos e limitados,8875,Caldeira e Filhos,CE,c851b3a1424420bcbc44c07b420cf9066042d305d2472c12ebb63bc1b3fd3f26,1900-01-01,9999-12-31 23:59:59,True,2ea162591cd6eb5968a8b72d3a66c7171fd554e0640dac98e0638cae954df270,manual_run_1,2026-06-24 00:59:43.317
4077,HP Max Officia 7082,Quos voluptatem at quo reprehenderit minus eius at saepe culpa assumenda.,HP,220.09,288,12.83,10385,Calçados - Quia,Produtos de alta qualidade para o dia a dia,12470,Aragão Mendes - ME,CE,bbf22d9b9322b9da807260d94711dceabc64821727c44ec0dc21079b20e3cf5d,1900-01-01,9999-12-31 23:59:59,True,88d0fafeecb10a341fc073b7a501f82e6cc8d607ca80a51fd93ce1b2b73f85d3,manual_run_1,2026-06-24 00:59:43.317
4081,Multilaser Plus Pariatur 5232,Dolore eaque natus voluptatibus ullam natus expedita dicta optio.,Multilaser,1121.7,489,26.75,13051,Eletrônicos - Quidem,Seleção especial com ótimo custo-benefício,435,Monteiro Carvalho Ltda.,ES,5d89ec1eb8b0c37644132a7901c379accf1cef3a149fc0964a56307aada1d6e1,1900-01-01,9999-12-31 23:59:59,True,2547a52df0fbbb741ec2cce929ee1def358a084ba3f9372307dd1dd44c78796f,manual_run_1,2026-06-24 00:59:43.317
4214,Localfrio Premium Deserunt 417,Expedita natus repellat fuga impedit maiores voluptas eaque voluptates magnam earum sapiente officia.,Localfrio,1291.36,435,4.02,4666,Ar Livre - Repudiandae,Itens exclusivos e limitados,11923,Carvalho,TO,7bfc463f95086b25ad6ab9e6c0dcceac0facf01a20bc1adacc48c9ac4955ed98,1900-01-01,9999-12-31 23:59:59,True,18f9c1153cc433f748bbb9cd566de982585971dcda6e4c9ae1d881715bd67589,manual_run_1,2026-06-24 00:59:43.317
4487,Apple Slim Repudiandae 9043,Vitae beatae quo quo magnam voluptatibus omnis.,Apple,1304.49,289,21.83,14026,Beleza - Laudantium,Produtos importados e nacionais,7056,Aragão Jesus - ME,PB,54ff354863aa8f9cc5e25bc0e97daaf60c4df0b5dab5715b0ce7d746fd8f1bf8,1900-01-01,9999-12-31 23:59:59,True,f184c801be6b5edf7ce77d64796dd38f971aeab8f56f8a0b41828bc74ee0a787,manual_run_1,2026-06-24 00:59:43.317
4612,Sony Plus Eius 4384,Tenetur asperiores pariatur voluptatem assumenda ratione deleniti aut sequi recusandae fugit assumenda.,Sony,1301.22,407,9.51,4351,Beleza - Alias,Itens exclusivos e limitados,10743,Pacheco,MA,42f9c79fba1a36d3e5e070255d06ab8777a46f2dcae018a257dd886f499ed00f,1900-01-01,9999-12-31 23:59:59,True,f89c6e9e58f8bf9b5be5b80d13ea2c24b234a8aeac9dd401ca8762a6671388dc,manual_run_1,2026-06-24 00:59:43.317
5524,Panasonic Lite Ea 3036,Perferendis iste aut deleniti dolores suscipit eius.,Panasonic,1522.53,263,26.75,10291,Esportes - Minus,Variedade completa para todas as necessidades,12961,Mendonça Borges e Filhos,SE,a060c3b42faf30ce0eb9b43a001ace1a01fe96f2692952855b305716a5c99cd0,1900-01-01,9999-12-31 23:59:59,True,2824b44839f63f778ff2dc4a1584e0b1c66555acee4f1389b2fce938fa327f11,manual_run_1,2026-06-24 00:59:43.317
5560,Localfrio Super Quasi 1556,Esse dolor hic similique natus iure aliquid nulla repellat inventore vitae nihil.,Localfrio,2476.07,143,10.19,11174,Casa & Jardim - Nisi,Novidades e lançamentos da temporada,5167,Casa Grande S.A.,AC,9caa4fb9d49a392aceb0796637b9412c35a2b189bc5067fefd8ebed63d49151c,1900-01-01,9999-12-31 23:59:59,True,0964ba699abac023e5460075da4817590efdd88539c10dce91b42cc2e1917a81,manual_run_1,2026-06-24 00:59:43.317
5765,Britânia Plus Magni 8930,Omnis numquam aut ducimus vel recusandae similique qui nesciunt eaque similique odio.,Britânia,1105.21,421,4.55,10014,Esportes - In,As melhores marcas e preços do mercado,571,Aparecida,ES,1a1f648828ad11351b5561722366389f73a18f39992976dd57fcd7526ddac4d7,1900-01-01,9999-12-31 23:59:59,True,8f6f822461ac759614bc5ae2e47d2a6f5941e84fabf65064c9ed7c76cb2252a9,manual_run_1,2026-06-24 00:59:43.317
5780,Panasonic Super Nisi 5526,Ullam quod temporibus deleniti placeat asperiores labore asperiores minima.,Panasonic,2539.14,494,25.7,10212,Papelaria - Saepe,Seleção especial com ótimo custo-benefício,2255,Costa Ramos - ME,MS,7eed0dedaa9555fa472047493619092d5a4c288d0cf9abcb882a10ef466c3fe6,1900-01-01,9999-12-31 23:59:59,True,793025812ae63b1bffb360ee38c43d30739138b653d0df10ad2e0793fb30269a,manual_run_1,2026-06-24 00:59:43.317
6341,Positivo Slim Corrupti 6553,Eos magni hic at recusandae beatae provident ipsam sit quod provident maiores ea.,Positivo,21.5,99,24.65,3542,Eletrônicos - Omnis,Variedade completa para todas as necessidades,1497,Aparecida - EI,AC,b844c78fc1f6ede1ddc4684d71b93a2fda67ca38a5dc3820f6f48ab2c426c6ef,1900-01-01,9999-12-31 23:59:59,True,506b06ddedb6550ccf8d43e5e858a2703ec1b624fb341685f95c297b6fcb9d72,manual_run_1,2026-06-24 00:59:43.317
6698,Motorola Slim Eveniet 2052,Sequi et recusandae eum delectus iusto eaque aliquid repellat error minus enim.,Motorola,2008.36,99,22.46,8574,Limpeza - Aut,Variedade completa para todas as necessidades,9511,Câmara,AL,a84147c207dd45c38ae3e8a526f8ff25361cee81e84b0a835a01e245fd21c002,1900-01-01,9999-12-31 23:59:59,True,e04b841732e8b116542655ee10a53bcd9bfd9d6ee441f4cd3b9f8393fdc28007,manual_run_1,2026-06-24 00:59:43.317
7082,Tramontina Super Suscipit 6680,Excepturi reiciendis fugiat facere placeat corrupti sequi nam facere.,Tramontina,1976.19,190,16.19,14810,Saúde - Nemo,Produtos importados e nacionais,5824,Mendes Costa e Filhos,BA,f1df1501cc46ad406d615652931b833f53449c73e59498d068d618747aed533c,1900-01-01,9999-12-31 23:59:59,True,a328ef2787faea0f2d2da6a4d30048567a747060c848a5b7486309c09502720b,manual_run_1,2026-06-24 00:59:43.317
7210,Multilaser Super Cum 2647,Occaecati nesciunt nisi blanditiis eius perspiciatis aliquam assumenda amet natus in adipisci.,Multilaser,2398.15,491,16.84,7799,Eletrônicos - Deserunt,Itens exclusivos e limitados,849,da Paz,SE,d324245e96cbf961f8f65c09e72fb3ea0f5086b6fbaacda86cfb48b0427868d4,1900-01-01,9999-12-31 23:59:59,True,6c3110f5f80c122f6503f1aa6b29944a3c01e9259ec49cbb22fee6d51ea8b7d9,manual_run_1,2026-06-24 00:59:43.317
7225,Multilaser Premium Minima 5851,Fuga aperiam necessitatibus saepe tenetur enim harum.,Multilaser,2691.1,182,8.59,11881,Cinema - Asperiores,Itens exclusivos e limitados,775,Nascimento Araújo Ltda.,TO,f57b0925486bb0e053dcea212690711cfde02e2393c6229d88593266f4fef924,1900-01-01,9999-12-31 23:59:59,True,ad5e967ab7f3e229f76feea1f0b378334ae947de25596e1ebd0f720d893e63cd,manual_run_1,2026-06-24 00:59:43.317
7359,Mondial Max Quasi 237,Nihil eveniet accusamus odit expedita odit mollitia cum inventore.,Mondial,1131.25,192,14.15,8499,Culinária - Quibusdam,Produtos importados e nacionais,2302,Novaes Cardoso e Filhos,PI,2cb00be7ad1cc5f581373bb618d5fbc6d95b6e3fef63e92fcbb2f2a623b5bc17,1900-01-01,9999-12-31 23:59:59,True,20dce97a3b0226308709e6f891bd5d1ef6def96157cc9ba023436f94cf9b852d,manual_run_1,2026-06-24 00:59:43.317
7538,Multilaser Super Laudantium 2179,Tempora alias voluptatem accusantium repellendus nihil adipisci vel incidunt aperiam.,Multilaser,3505.63,101,22.19,9715,Camping - Eius,Seleção especial com ótimo custo-benefício,144,Mendes Barbosa S/A,PE,388ca1a2b40941e66ac5772038eee6baec368663454cc11aeb03142e8beba6e7,1900-01-01,9999-12-31 23:59:59,True,de7aa66b4a780d4fb462a3dad17d9c8e62b315967185172deb6425efd4f98266,manual_run_1,2026-06-24 00:59:43.317
81,Braun Pro Excepturi 1755,Dolor perspiciatis cum velit sunt enim.,Braun,1008.82,101,0.95,10101,Alimentos - Occaecati,Produtos importados e nacionais,4424,Caldeira,AM,c1fe86a0aa62dd2e05eecb55b530cdb63236ec6478011cdd5cad072d6436b401,1900-01-01,9999-12-31 23:59:59,True,a11c536ae959d5e697c27f473b542adc7cc978426a2bbfb85ab38a5d908913f9,manual_run_1,2026-06-24 00:59:43.317
8146,Braun Premium Deserunt 2126,Unde nihil nesciunt ratione ipsum amet ipsum animi cum consequatur.,Braun,4322.67,193,24.02,9575,Relógios - Nostrum,Seleção especial com ótimo custo-benefício,14237,Nascimento da Rocha Ltda.,MS,e881339ec3e444a278de615239f536919d6179b97f5708914feef81ae4a48edc,1900-01-01,9999-12-31 23:59:59,True,e39cf2638ed212e21f3730ac6268076c90073961c872881251dab8e79eaa3bbc,manual_run_1,2026-06-24 00:59:43.317
832,Xiaomi Smart Eveniet 5713,Illo nostrum exercitationem dolor assumenda nulla nostrum temporibus.,Xiaomi,3142.28,341,13.97,12379,Automotivo - Consectetur,Variedade completa para todas as necessidades,7556,Cavalcante,RO,a23024a8ffba1043473cb0b6643a7e32f31ab073823713c1c2d087b6f6b29e40,1900-01-01,9999-12-31 23:59:59,True,aeff1828200e17ad7fc63c24617f3c4eefa3310437dd2f8412f5a630b5ad1dc8,manual_run_1,2026-06-24 00:59:43.317
8384,HP Pro Ipsum 7259,Unde at iusto autem nihil voluptatibus repellat esse omnis.,HP,1239.98,486,27.1,10500,Relógios - Iusto,Seleção especial com ótimo custo-benefício,9733,Porto da Luz S.A.,AL,2691db53b15d0c18def126ba4b5295b23497fa5187a798efbd5ceb8aabef95fe,1900-01-01,9999-12-31 23:59:59,True,1364b8449ea4eccb07930960bea9505c0f2efbe331a1e8fd84154c38b044975d,manual_run_1,2026-06-24 00:59:43.317
