avaliacao_key,id_avaliacao,id_pedido,data_key,data_avaliacao,ano,cliente_key,produto_key,nota,comentario,avaliacao_positiva,quantidade_avaliacoes,cliente_sk,produto_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
7138,7138,10964,20230107,2023-01-07,2023,2008,11043,5,"Produto excelente, superou minhas expectativas!",True,1,6a7566f34ce87f201fb07afc98451b66ff05c3c596ebea2416e23c116de84014,63b696f1087e061dd784c9624c393427488d9dc805f7a19d27d9e24a297ac8cc,fb899509b728f1161151cf75aa0d9c798bef8b036f2b38baf55061f266f6abc7,manual_run_1,2026-06-24 01:00:31.919
8008,8008,14624,20231009,2023-10-09,2023,7642,4181,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,73c4b07e4396433e221993121d733c28e9b75479feb6126053d0185a3fc16f95,fcad99ddeb2e7eaf61625d8d4959a5dd9e3101232ba9061dba89115b3fbdda27,260a2fc275cd7a13eb05083ea4d28591ee68268941ac5a2c966661b7079aaf6e,manual_run_1,2026-06-24 01:00:31.919
8035,8035,2453,20230103,2023-01-03,2023,3048,7590,5,"Produto conforme descrito, embalagem perfeita.",True,1,e9734b85be2233965a15442c5b90612666ea1cfb78fcb31c00a038c87bcd84d8,dfe32b015c41f265b2135b6a22627ddcfece9b20d0a1b10546d53fdd8ef7311b,b5cc8e2641e341f8794747803a209f15e1acaccb8250c96df3413a91be59fef0,manual_run_1,2026-06-24 01:00:31.919
8198,8198,10569,20230906,2023-09-06,2023,10630,6655,4,"Produto conforme descrito, embalagem perfeita.",True,1,ead2ad97e2fd9d737504a71f052429c5f7498177bfb3e1932040befad21ccc6a,9e26a5c66ecbcb836aa252bfd37e901cd7e6ab8e55deefc8399c47948fb02b4d,bdf4c22d0737de94fa4cd5e0fae668a81f48bf1800484e2465c2bca2ebffde78,manual_run_1,2026-06-24 01:00:31.919
8641,8641,8286,20230702,2023-07-02,2023,7845,1714,2,"Produto com defeito, decepcionante.",False,1,c65eeaa3b7f6eb1cbbebd74f3cda05c262776582d3bd1089f051219c74292118,ea116eb3fdd16de66b117215e6cc7128c6a55e8cbb0fb28570fab97545bd0fb3,b95209a01a7d90c998315830fd294c5023060f16d215d00cbd0d0325ce33d7d3,manual_run_1,2026-06-24 01:00:31.919
9241,9241,8925,20230921,2023-09-21,2023,961,1702,4,Entrega rápida e produto de ótima qualidade.,True,1,1f31bd1b0f4205afa20ab4b53dcf896d787ad584b29c975ae890e8369340e331,d761f3a22c1eba751cadf255faefb7c606bb119ba6180149acd8fdc99e1944ae,872962d1c644e22b53bf2822784222c514f567f8db2bb3f4e133d97388be9d44,manual_run_1,2026-06-24 01:00:31.919
9587,9587,12441,20230323,2023-03-23,2023,9077,7911,3,"Produto ok, dentro do esperado.",False,1,60afbd169ce4fe945275146477bf061ffce15cdfb9a7fb2fb741762e5a957689,6fd9ea3688b4892b21a5b7319114b9de0d34a12166741ca2331db3313aad1d18,0a900a39d7a9a2a689ffd7a795971b019b6eaf483d16815265e26b1ee2a06f79,manual_run_1,2026-06-24 01:00:31.919
99,99,6575,20231201,2023-12-01,2023,8068,4138,3,"Poderia ter mais opções, mas está bom.",False,1,f7dd3dec196b555e60c51c20cbf2a0717c23d93a95e458584b02e6e18d62980b,82953796e9e19f520f84bc8960072972f5fceab8395dce1c68fad370ac20efe8,3c23e1eb9ee54051894dfc340ae71f86798b530b44a750572acd530aa693c0fb,manual_run_1,2026-06-24 01:00:31.919
11061,11061,4172,20231201,2023-12-01,2023,5277,3733,3,"Nada de mais, mas cumpre o que promete.",False,1,1ff9a48c7aeded735e0a542839647d1ab14329f081b453071f811713a67c3225,31f9d6a737b49ffbb09b129768fd93baeaa6748d2345fbe2440b63fbb91d4e6a,7af98044330ee087e7ef1554fb31e785c383514bd9f365b0922654f0e3d00dba,manual_run_1,2026-06-24 01:00:31.919
12194,12194,9557,20230214,2023-02-14,2023,1846,792,2,"Não recomendo, produto diferente do anunciado.",False,1,edff62464e8e5b8f2065ef8257279359874b09dc3b0a714cb57a63b6613bc430,e39206fb31bdc0c487a1b5391039913c2fe64ea2d9b77ba2ee510475941de1cd,4adfc56838136f19523eedf24d350d7724151b6687986886106a4be4bf361672,manual_run_1,2026-06-24 01:00:31.919
12263,12263,9303,20230120,2023-01-20,2023,2007,7018,5,Entrega rápida e produto de ótima qualidade.,True,1,b340a01477f914db099194a235237816e39ae938fb3d2778175cc940e441ead1,10aa613e225194eff59847f2599b1e087bf76e074ab1f06f6555d240258ff9d4,de2f4fe137b6ff9629aad4f77c524e775010ba1e6c6d8b2614cb8c5f1e645d00,manual_run_1,2026-06-24 01:00:31.919
12545,12545,14962,20231202,2023-12-02,2023,3555,6695,4,"Ótimo custo-benefício, chegou antes do prazo.",True,1,29613421d897fd3a58e08ace3af86138f94b1e0735f5836935c140f15ad9a970,583c50336638e3ad012e1f6557d87ca1b5aafe84a52c12a5a1ed38fbd18f2592,1ff12614a74bb761715e3d4f049d60511efcf95c2b8b5b2786c51650d65a3b88,manual_run_1,2026-06-24 01:00:31.919
12834,12834,13853,20230501,2023-05-01,2023,8036,4446,4,"Muito satisfeito com a compra, recomendo!",True,1,b835a870abe819a964619cd3f3575de8972033c42957a00d5bc03c1c4ebf64ae,4b1afc645b26480ea1ea56536f7566971006dad888e4efe2e8d4ae74abb7e6c9,05c88bab8f32514ab28042a053b31cbfabc636b70ca2eaeee56c922437889989,manual_run_1,2026-06-24 01:00:31.919
14184,14184,14657,20230608,2023-06-08,2023,13237,11048,5,Entrega rápida e produto de ótima qualidade.,True,1,c2e65d4b1a3230c6cae34f20923b72c29e8a2c4ce0384f653f9e0386d07a2473,1ff10a6c2585a42705be91f43d0da68380e7ee2c5c4b3c5f38cc6aedf4a03cc1,0c4d7d3b32866b2233645b8024140bb0b8f8ad6060f3c8e090dedf006c50eee4,manual_run_1,2026-06-24 01:00:31.919
14853,14853,5606,20230312,2023-03-12,2023,13221,13209,4,Entrega rápida e produto de ótima qualidade.,True,1,f8c3cdc6e84d5daba71d78824c0e6fcdd0278c679551fd8f715b857c1413b349,f6186ddf18e2f9ac0e67395f9f4ace6cadaae0a07ccee914b40fa4cc9081e54f,31dcea75ce99358dad22a8d313231cb61789290b4ffb4cba57996b493772f565,manual_run_1,2026-06-24 01:00:31.919
1488,1488,14332,20230618,2023-06-18,2023,6678,11120,4,"Produto conforme descrito, embalagem perfeita.",True,1,e9dc644674a66f2ecfe789bfa20ea9c7fba05eb92cd7f0ffd9ec555dc9462a63,57f36ab29095092025f16f6175433337a3598ef342439363d14a9317238ec192,bbc04768f2bab719ecb8deb8e164d571267d701fe66b443244f5b0e0735808a7,manual_run_1,2026-06-24 01:00:31.919
1519,1519,4011,20231119,2023-11-19,2023,11605,3826,1,"Não recomendo, produto diferente do anunciado.",False,1,13e709ca99a38c16865481e246b571273731bd5394d825d64c50f5c11dd74743,6e71142a172cbbfd16d72ca9bddd8cdc5fb87067fb7b84cd8cf1586a196a5dae,d9075e38dc760fdac862e26e853112d56b26d5af8a6bac150b0479b7583c29fb,manual_run_1,2026-06-24 01:00:31.919
1954,1954,2339,20230405,2023-04-05,2023,1992,729,4,"Muito satisfeito com a compra, recomendo!",True,1,45a7227301bb3e07a0a78eade092d6d625b03319083b7df5a655ec7aebf431fa,879572db192b59df7cb407d99dff6e04ae54f5ddee383ec7d16855fe0d919207,92c3205a7e43cc8dac0a00673e819d8b99912214bcc78594ee68210d0c8412ca,manual_run_1,2026-06-24 01:00:31.919
4414,4414,8477,20230220,2023-02-20,2023,12717,6526,5,Comprei e já quero comprar de novo. Perfeito!,True,1,7afa85a87722e21c91d94e896ad89e802b4262320f15ace5797dd23935f8b7e3,f90e933818e491350355d1ea48f71ca27e4d1de4d25b90d1e6ff51e87c225e87,4eeac80041710e3eb2363d851eb7560a78cb0fa5bf43c68e1d9df5e48ed7b75a,manual_run_1,2026-06-24 01:00:31.919
4642,4642,2453,20231116,2023-11-16,2023,10743,13313,2,Qualidade muito abaixo do esperado.,False,1,84e55dad031ffeb0de765a5d01e96e15e280f3215079c4c41a8171322ccf1580,aa69376dc8fc3ba68f1b63b4d8ee237f69e68869844650ce6da827416aaa5122,96c497a776e7aeb36024f07dc34fe84e9df960e8c9216f6c7c697db36b1b4030,manual_run_1,2026-06-24 01:00:31.919
5173,5173,9827,20230924,2023-09-24,2023,7939,10901,5,Comprei e já quero comprar de novo. Perfeito!,True,1,7ae5de3004102707c979b8085f37ba36ff0dcf2b997a52667b6c80399817317b,3350097d309627772166a48d8620a11a286b52cf898e29941cc1d96b66e2cb8b,47cd39ebc1d5d43747f898bb9cb445c1b769f254bb3770a5f55ce638a2f0efb3,manual_run_1,2026-06-24 01:00:31.919
5443,5443,7012,20230108,2023-01-08,2023,12115,6496,4,"Ótimo custo-benefício, chegou antes do prazo.",True,1,a3e61491c0e5d4bc1991861b55a2ffac9ae516625fba426142b43a2c02def215,79b71405e2745803e6e6c573f5c6c2eb4341e161fb815ed28877905eb317af14,b1361a19c833fd81a980bdf2e8dccd73cd4cd430750a555c3b594fdd8784c2e4,manual_run_1,2026-06-24 01:00:31.919
5662,5662,8324,20230823,2023-08-23,2023,12283,12510,4,"Produto conforme descrito, embalagem perfeita.",True,1,a1c4e5aa7a0536dc8f2c3185a58203c4b13e082836b2c27aa0de857442832c1a,fcd77fd11046196d9b2309ee745a6a2e7361a583905f829b593258a92c3d7046,01daf7af4af76d283c2eb2722f57f60381286cf50995e4ef3cb1003cfbd5906e,manual_run_1,2026-06-24 01:00:31.919
6057,6057,2357,20231128,2023-11-28,2023,9127,14295,5,"Produto conforme descrito, embalagem perfeita.",True,1,871460360fb4b5c29b968bfdc87489ba40fba849fd013cc7ec1a8413a7f02a80,772562b787c7e45b0866f31e86a611c1fae428624ae4b09c168b247efc139526,769c4329190f711912eb19164bcd59bf6d7afe6096f67bb3aa33f5f85e8ac010,manual_run_1,2026-06-24 01:00:31.919
6067,6067,12279,20230711,2023-07-11,2023,3776,7754,5,"Produto conforme descrito, embalagem perfeita.",True,1,fbca041bd3c30f979b0d584b85037204046a4203f30eaad989adef9f8710a271,7362159599248ee61ae86b0392254acb3c3e4f6e53a66f8a0fd79c8e6e85a6d6,1e3914f8139ceccbf076edc79ea4a3e3525a60db3918ee0d8711b6ce8d3dc28b,manual_run_1,2026-06-24 01:00:31.919
6514,6514,5170,20230323,2023-03-23,2023,3196,8672,5,"Produto conforme descrito, embalagem perfeita.",True,1,064edc714a2d1e3bc887a62abfe2894545c992a31c00177e1f7f1dc0ed85977e,2f11284bd0e145240581af1df44b0a43dadd93b04c40448e28789d4499c36c04,68bcdf427bd72842d0d6cf9d69def71214526a749d53deb59e718ba83dfe57aa,manual_run_1,2026-06-24 01:00:31.919
6652,6652,517,20231006,2023-10-06,2023,14500,8138,4,Atendimento incrível e produto top!,True,1,db403c651d52c71709e5432974aa7201dcdbb8b27a86bd04707a0a60d9df8596,a8c0e4c2bc700bf7a6df2027b99e8dcba927cb333137831b9aa4ec4761764a41,79fee436f3cf04066a328565e5e3d8d9dfe00ebc50588e24ebcd74564606a62c,manual_run_1,2026-06-24 01:00:31.919
697,697,2735,20230913,2023-09-13,2023,4538,13174,5,Entrega rápida e produto de ótima qualidade.,True,1,537f11db3e29430ef16de5b1397526ec4e5c9d088d17366686c201100261a497,e0e00e780d9fee0eba227b5403ade137010dcc436b23268617b331f3d507c593,36aac4fce844594c11dc75290d9e32b2640739e8216bdae7eeadd4e7742c30a9,manual_run_1,2026-06-24 01:00:31.919
7202,7202,1426,20230321,2023-03-21,2023,13652,5309,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,2ccd705766a67ffba242bb7dbda06ae5d6e24ac1beb51f6be77b39c7a9cea69c,b8084f5bff890fc37c833d0f5835f537ce854e280c32a36ab9af3cd451e370a3,c33dcf0b082cb942fa88917b52e60cbccefbc484fcfe73d6f9015957f99f1785,manual_run_1,2026-06-24 01:00:31.919
7729,7729,6250,20230508,2023-05-08,2023,11974,8437,5,Entrega rápida e produto de ótima qualidade.,True,1,0533b996793133d51d8492430340c966242c72f849dc2569f3e9a970b42a0a74,b247b7859ff6a18ebfc7186ca5bc26d9242c6e1151617b22b2ca5645f64794bc,9790bbafa366ab55c600b1c103df6580ffac746381d52d73f3d0238b8a6be8de,manual_run_1,2026-06-24 01:00:31.919
8724,8724,4053,20231025,2023-10-25,2023,8303,1297,5,Comprei e já quero comprar de novo. Perfeito!,True,1,f5a344e7e02cccd898ea0b9ffc07ac8a6fe2a93caf18e5c21ce70493b059b249,f5b477373cdc69df1ed30cef86feb3b9ec5367cc71a046368d5af6d7d2e7c6b2,cfbb39e08dbbac4f36bc38141bf93d7c7502767a43c24e3d78f3735245f722a2,manual_run_1,2026-06-24 01:00:31.919
9131,9131,11800,20230621,2023-06-21,2023,2495,5579,4,"Ótimo custo-benefício, chegou antes do prazo.",True,1,71db7217837f66f6d9cdfa24722aecc7bcfc64da5d89ba42ef2d15a92e2560f4,c533473f75351866c6770d43f2e4191eedda19081f5f7c89e1630de405e66fdb,cc3ca73b30cb7950baf193c60d1415c748d961e94f9c013cae2ca3eef3d66bcd,manual_run_1,2026-06-24 01:00:31.919
11678,11678,9681,20230619,2023-06-19,2023,14015,4145,3,Qualidade mediana pelo preço cobrado.,False,1,8a3b487731a5c7324372425cfd45d459f74a0e90d846852283e56ddecd3da567,b4f00689ab8b50e7a880ad21b7e3d21d0749740f004cd193a71675278079e9fb,ba41df627b51f7a918d1ac14bd34a943ebe2a5adccd37b57b1ebdc559a8c7b03,manual_run_1,2026-06-24 01:00:31.919
11983,11983,7213,20230920,2023-09-20,2023,4190,1772,4,"Produto excelente, superou minhas expectativas!",True,1,5ef597abcaac6f61b38f281e3f0b1d1c95f9252c4bbcfbbf96479f5df2502883,66dfee190b19c93de82e0a60a9eec0563e2f8cd20a4a8f153075539b03af48f9,c0a286dfb2ad64a9cc7843f52e026112704c347dba94eb727fa12a1a8e30c2d6,manual_run_1,2026-06-24 01:00:31.919
12226,12226,11671,20231026,2023-10-26,2023,11806,12094,1,Qualidade muito abaixo do esperado.,False,1,737e679aa0da215faeda7ebda1d5a9abbcf40404720eb00a8561c39efdeb380a,e808b1561e826e40533ef810078defbdf635bbbb0c6a85a6b23ef09609876374,c25267bdbb66d9b32972dac157eb633c38cc4bdcb3d9758e42d34bdb36fb17f0,manual_run_1,2026-06-24 01:00:31.919
1341,1341,1107,20230106,2023-01-06,2023,14928,10356,4,"Produto excelente, superou minhas expectativas!",True,1,3e13f93fc18a839fd9f43c66d60a3d6bec804d1a9eb5603d0018491d2e3ed6b6,5b1e855cc58446491b580dfa97bba7653b2b343fdbe40566641f91f7d0fe8766,c25aaf3fb71ea756fe844de622945d508a086b0e74bc8e90d2991546fe93c758,manual_run_1,2026-06-24 01:00:31.919
13778,13778,8463,20230811,2023-08-11,2023,12748,4330,2,Demorou muito para chegar e veio errado.,False,1,039197572bbe1c56dd6d112d5cfd74b9cffa44228bf753fa528673791f267614,ff38c1a4a51a45a1d61ce3e549dbf31fd70a6020dcb8dc3b76237843384cf092,29944ec930c9e6d46ed0b908932b4bc4f32f8579edbca3e054cf4b237bd7c4bd,manual_run_1,2026-06-24 01:00:31.919
13930,13930,1989,20230208,2023-02-08,2023,1485,8370,2,"Não recomendo, produto diferente do anunciado.",False,1,f27bd4871709a523ddc5a927bbbbf48e4eeff35bd70c6f8ac3a8898d67286106,c480c67aeea67eb6c12402e1003f4f8210c8bcb0ad87bd9cefe429ba0fb31130,8f16a69ecc86c1dd1e10c661bb6f3f381703e8413f53e7332a0a82c347ffc3f2,manual_run_1,2026-06-24 01:00:31.919
14635,14635,12908,20230809,2023-08-09,2023,6206,5024,3,"Poderia ter mais opções, mas está bom.",False,1,be2c315552094c4c55bdbbe3f50a452e88459bfb8a9467be7e0a1f6f381d8f5a,3a2e729a66f79397d479cc6002d0b5166483df65f4d364a8db9aa369caea419d,27ee14cb4e5efc7b04ad990383dfcc3e59e521da47cb5a90a2251759d0246955,manual_run_1,2026-06-24 01:00:31.919
14786,14786,3374,20231202,2023-12-02,2023,5343,1581,4,"Muito satisfeito com a compra, recomendo!",True,1,7b7d83afa3a4fc78586c4271e0c8ea5fe1e153b31e47e50940536051d4d674f5,4cf6d1daada05ee21511e1764c26fb017d8ca83ded18ab70029f8237859d4250,298e0de4d5c61bf5d28cbb4704135a3c2ef32e9004ab71f95a553f06cd2b7cfd,manual_run_1,2026-06-24 01:00:31.919
2029,2029,9869,20231124,2023-11-24,2023,7029,12903,4,"Produto excelente, superou minhas expectativas!",True,1,acb771b6ded9f9557f3bd66203225dd458702d63087b2f6fb9696b380e2efad2,20ee1909b5948447e1b9ddc8c5a771ced1e77e1ce7c6eb4e4340130321a6cebb,02beac189184af715da00afd817efdf17b40397fcd34c6d2c8833db37208e540,manual_run_1,2026-06-24 01:00:31.919
3133,3133,570,20230323,2023-03-23,2023,6906,6496,5,"Muito satisfeito com a compra, recomendo!",True,1,0eead5c82263dd6c5ee40eaa4f86523a1ef0735f5063bff686652f49c4e9ef7d,79b71405e2745803e6e6c573f5c6c2eb4341e161fb815ed28877905eb317af14,fa87cc201b15726e272328108f071284309eb7fc5f963c4c27e606449c910b99,manual_run_1,2026-06-24 01:00:31.919
3477,3477,6113,20230928,2023-09-28,2023,10109,4882,1,"Péssima experiência, não voltarei a comprar.",False,1,6c6fe348319a9431a048706445ff2517697273ec2fe5257f13e03f96507e45c3,b7c05d13b0568869a5d60f1ad7d98461c29b33a7161168df4daa6ce55e16ad17,71b514d614629ed95a6f7997b4b176aec7b53d069d270fea2111edc66770040c,manual_run_1,2026-06-24 01:00:31.919
378,378,11646,20230316,2023-03-16,2023,8609,6471,2,"Produto com defeito, decepcionante.",False,1,2401754900b2353e1a96890078f1cbdddf714dd4c15b42a892ebf2635d562fdd,21d966729cbb147a7ea2177a517e410de62a56a29e72fb345076b2fadd582737,aea4267216da2fce1e9000fb28d900128c713e772eee59a34c21af062d346f07,manual_run_1,2026-06-24 01:00:31.919
4529,4529,9473,20230125,2023-01-25,2023,5711,5959,1,"Péssima experiência, não voltarei a comprar.",False,1,d3210340886db078ed0c8277715c80a25c9d0de4eb7ae4bed692a94badae1499,b7fee23a07c3153efd222fc7c08242c66449117059a706398cceee7efc640845,a9228e6d44b267b30366adfe228f6625dfc365fb4439ae28b9fb5d6c32c601a0,manual_run_1,2026-06-24 01:00:31.919
5131,5131,1616,20230928,2023-09-28,2023,8863,281,5,"Produto excelente, superou minhas expectativas!",True,1,91819b70801c399c23d0c1e459738d0cb567c11aae82372152bfd087ddb473d1,b3a691524f041d155a3edc8ef4c23b46e715b7d132d857d1cf3649145ee70914,2f3abd15b54c6f829ce4ecbfedde232d75f83d24e6053d90f5b1edb22fe92c4b,manual_run_1,2026-06-24 01:00:31.919
5259,5259,2974,20230704,2023-07-04,2023,14137,479,5,"Produto conforme descrito, embalagem perfeita.",True,1,abd1909ef0f2d93059b38289f08fb8809cf9f2a6739bfc338b0073222a9e3d07,f0648b97551a131e33b8dc9bb6bb64e86ca08f27a32dd420b95c81908968495c,e07228456e6ddb333fe7d0d243b254a95c30e9b959aeaa933f98c7496b8a4888,manual_run_1,2026-06-24 01:00:31.919
5270,5270,14951,20230925,2023-09-25,2023,3477,1816,4,"Ótimo custo-benefício, chegou antes do prazo.",True,1,df3c103fd2d4126b074f8c03ac4939f5e6789831f86d6431155ffcec38a685e9,c315a925d609b230ae4270d406c7461bb28a844a4560b2a4f0baff7a0f7047c4,09bab506d177a232e5200aa62c82d4c1523a09278e7a0429fb81e097a55ca3e1,manual_run_1,2026-06-24 01:00:31.919
6265,6265,7222,20230122,2023-01-22,2023,14878,10301,1,"Não recomendo, produto diferente do anunciado.",False,1,c45f7e6302ffbda31855b880e884774213f27b837e3358a3992a12b0c677c58a,ff239148a33487e79d6d0e55f6420287e369b51fa42d2d31d223ac7ed5895c36,ceceb1d26ccbe61e6b1213eb7e50b02572dbdfc6b90ee39d01af5923f6eb562e,manual_run_1,2026-06-24 01:00:31.919
7322,7322,5952,20230427,2023-04-27,2023,12853,3535,3,"Nada de mais, mas cumpre o que promete.",False,1,c415de5fb4a044957369ce145a2a7cbf07665662c34a9c18ecb8d58789a613e8,63b4303c3687fddf5313906f1201dffc5d9652d9d2c780b98ee59a44da4e5165,a9ee8db9c3b7fd9fdabd3d62b5fac05b43c3dc785998b9eeeae9d0894e5667b5,manual_run_1,2026-06-24 01:00:31.919
942,942,12153,20230913,2023-09-13,2023,11651,5128,5,Atendimento incrível e produto top!,True,1,ec08bf2cde7c2c42d6280bda40a3998385adef03ce3e14696f7250c8da2c092c,e8830be67dc97b8909ec5c58ec8158f5844c5b1b481650dcd6c72b7f38954b89,0a39fef5f2613b3b020e3a541dd11e490b3be1fb3ae80059281a3ba1989704cb,manual_run_1,2026-06-24 01:00:31.919
10008,10008,14145,20230622,2023-06-22,2023,3679,2953,5,"Produto conforme descrito, embalagem perfeita.",True,1,eaf069651afbe8be64448cdb43efeb7bbe18ae81a8af2545f788e0ec4a753c9e,aa047773558c49c5b5ab55c62d478f363cebf7d27ed144564d43131763fba4db,d0cb35488e41ca8cfda3ae075f23e0f2e7e0f350133423b34c2034c006e46f60,manual_run_1,2026-06-24 01:00:31.919
11940,11940,12130,20231001,2023-10-01,2023,14431,7274,5,Comprei e já quero comprar de novo. Perfeito!,True,1,bc2830f487d78176f869f694effa645e0266766f1e2ee7ac14ea9c82db2006b4,eaca1ca3970a8a03e6142a40ced11a885957f0cdd2785f265081821c36aa5353,f42c16dbcaa89fb79cb3c35e4b78cfe59463b9b50e1472741d1533f4bcd08c0a,manual_run_1,2026-06-24 01:00:31.919
13203,13203,8872,20230402,2023-04-02,2023,3615,11694,4,"Produto excelente, superou minhas expectativas!",True,1,aee9ad227b4d76ddfae03b3bbacfe46bd197bcc25e717c901f31bb0dbbed32b3,3a5aa58dd8b8d7584aac9db2a4130d76383b7080b70268bbbf24dc50956b0175,989806b06ffc6f9e67f980f6ac123b95e11ff7ef35df5783ce80e2c07bc149b7,manual_run_1,2026-06-24 01:00:31.919
13333,13333,9085,20230129,2023-01-29,2023,7401,952,5,"Ótimo custo-benefício, chegou antes do prazo.",True,1,125ce2f2d799a97cb8e32d030926339ee58b63dc7edfdfafe4f16d652f5b89e5,9a1d3acff8ca238b309e8a40b74d981356de1bd8661127f86716d47ceccc2a2b,2f080ab58bc60028478c515c30bb63d36c97bcfcec9cfcbf33ec8919b1a25762,manual_run_1,2026-06-24 01:00:31.919
13928,13928,9957,20230908,2023-09-08,2023,10407,9000,4,"Produto excelente, superou minhas expectativas!",True,1,a766766342a9118f8f408428c5128289a6bf864618febf65340690e666ddf33a,6f1d0225dc9d16a5549671ad1a7f46476c35a6a2bfcf1d233aceb2a288183fd8,92df5ac0c3d304c6c08bd01de20373c4972674dfe89aa4230a6e3a3d483dbccc,manual_run_1,2026-06-24 01:00:31.919
14172,14172,13200,20231015,2023-10-15,2023,10647,2951,4,Entrega rápida e produto de ótima qualidade.,True,1,fc7c63c0cf552c3a0383a4b22347ba9efda596581bc23e686b961effa16e43fe,131481f6d3276d2a5a6996ae28fb09fb881e1fd9ea110579b99e0b19a5b58c6b,65675e640f8650e3ed5d0a2409a0efbb5efb0aebe9582f171fe358bb70538a8c,manual_run_1,2026-06-24 01:00:31.919
14441,14441,10362,20230910,2023-09-10,2023,10492,13005,4,"Muito satisfeito com a compra, recomendo!",True,1,57ca5f4447a29a5cc1366ebbae15a74faf2f8d2579e8f7da499dc70bd24b7450,60ed188bbe28f26fafbdb9c2e1e7eb8df6a5b991591320a2b8df9af680b0052c,b398b5beffaa668744440529b57c4d8beb6b8a7e7c03958810152ca04ea79885,manual_run_1,2026-06-24 01:00:31.919
2623,2623,6381,20230517,2023-05-17,2023,9829,4376,5,Entrega rápida e produto de ótima qualidade.,True,1,0723d3f938b21cb1e14cbc2abd53b0aa7564a787e7b7485e76f5f776fa6a9f74,34734da8a39f34bdefdf509a3e266243a9a78634d8b4e95e3384b7768e457989,61056db9283e0d15f8c4a4d256a4e9665dd749f01981bfd01e4810569604942f,manual_run_1,2026-06-24 01:00:31.919
4188,4188,12498,20230505,2023-05-05,2023,12151,8448,3,"Nada de mais, mas cumpre o que promete.",False,1,6f82663b482f5bb4a3a52403cacf969c257805f32ec1ef75ef4380ce3efd491a,783d18d26e1bbeea0eea4a5e42d2d165db2a6491e2adda74d9b96b3a424b7b50,2d166608ed4676f1ad828501c405d1946da6ecb423a3a320c8985a35fd0c9279,manual_run_1,2026-06-24 01:00:31.919
4361,4361,177,20230118,2023-01-18,2023,1240,12868,5,Comprei e já quero comprar de novo. Perfeito!,True,1,df0f0e184b548b7be21c26693aa8391486b74e81ddc087e394b9c34adbf3cd07,b6fc38cbb336ea11ed7acd3e6acd337315ea0145941f2689ddb471cffed22455,d2198d7ec7d4f65a13624c917b0cf82f22aa688d2f6d8766b48e2043abc2d51c,manual_run_1,2026-06-24 01:00:31.919
4777,4777,14006,20230701,2023-07-01,2023,5516,2181,4,Atendimento incrível e produto top!,True,1,7be908734180ac3d6d7df380ccea1d361a747fea26b24dd58803cb174c9fbc81,f95c1eb267b79e75f4a80a384895f627905799341f1b52f6fabf4566a5d40966,3226d89840c76912d69fe6b6556a8464d64911b7af6cabcf00958d4698effba4,manual_run_1,2026-06-24 01:00:31.919
4855,4855,6617,20230115,2023-01-15,2023,1307,4934,4,Entrega rápida e produto de ótima qualidade.,True,1,88026cb27af56c5bc76fbaa51b5c80bcacb9e037f962659777b1263755788b9d,d6c55c369de40923566dbe5798b29703f92c75af717435267bad49072195d157,f7fdbb0db44692d4308aa51160bc0cb0211aa6222fa7f25d3477da75a6ca2f56,manual_run_1,2026-06-24 01:00:31.919
5442,5442,6956,20230706,2023-07-06,2023,8297,8930,3,"Produto ok, dentro do esperado.",False,1,da06065c90a531f4929b319747bdee5b04d160b0cc9bb93eb27cb7b19ae72b86,771b7e81b843c5c03cf8ebc71edba5d003f0fd13f31bf8ff4fac3ce380c42b7d,0c4eb81cf5e1fb53cae97322358e72c6f28381ce2212a8d589b42a52b33f88ca,manual_run_1,2026-06-24 01:00:31.919
5493,5493,11353,20230724,2023-07-24,2023,4700,2252,3,"Nada de mais, mas cumpre o que promete.",False,1,ad3cf4704982201ce6d160b7eeabc44fd864da79de3991f3b54d7bee3b079998,c17bc1d26d7351c668937d2c2ddcf1da14c1429e6e2e3b0f656661c3484dcf3e,485836a016b578ce44327e9134d40a2b43f2be526274163108af6f8b44905b0d,manual_run_1,2026-06-24 01:00:31.919
5585,5585,11834,20230703,2023-07-03,2023,11616,11013,5,Entrega rápida e produto de ótima qualidade.,True,1,a7b5ce18579030d89d95be764db7abc2ede77363e3ed4c757027c5294ac5c37c,34c0bc39335d4d94e2193510e9b185ed80aef747f89326b4553e35af287219a2,1931913e6750c2f58dd8df77531e7ebe9a8aefd3c73162f19ae83069bf8b69f4,manual_run_1,2026-06-24 01:00:31.919
627,627,3715,20230525,2023-05-25,2023,14448,4084,5,"Produto excelente, superou minhas expectativas!",True,1,c7b4cdd33de170e93b19e873073d2d18578d9100386b0ca2fab7c52de31b8387,b14922ecf7f44e206953de61bb238dd784d049f8d2c920eb5dc7f3fce73f3d56,678cfaeeb1dc50d74244f6500de94228afe4f63e8e246e9c649af17193b40b80,manual_run_1,2026-06-24 01:00:31.919
