id_categoria,nome_categoria,descricao,updated_at
8473,Móveis - Nemo,Produtos importados e nacionais,2024-04-02T00:00:00
8474,Móveis - Doloribus,Produtos de alta qualidade para o dia a dia,2024-03-14T00:00:00
8475,Móveis - Aperiam,Coleção completa para todos os gostos,2025-02-20T00:00:00
8476,Automotivo - Eligendi,Produtos de alta qualidade para o dia a dia,2024-01-29T00:00:00
8477,Livros - A,Variedade completa para todas as necessidades,2025-06-28T00:00:00
8478,Decoração - Ducimus,Produtos importados e nacionais,2023-02-03T00:00:00
8479,Games - Fugit,Novidades e lançamentos da temporada,2024-02-13T00:00:00
8480,Games - Quisquam,Produtos importados e nacionais,2025-01-18T00:00:00
8481,Papelaria - Dolores,Novidades e lançamentos da temporada,2023-12-18T00:00:00
8482,Calçados - Pariatur,Produtos importados e nacionais,2025-06-11T00:00:00
8483,Papelaria - Velit,Produtos importados e nacionais,2024-01-14T00:00:00
8484,Alimentos - Esse,Seleção especial com ótimo custo-benefício,2025-01-02T00:00:00
8485,Decoração - Dolorum,Coleção completa para todos os gostos,2023-05-29T00:00:00
8486,Ferramentas - Sed,Seleção especial com ótimo custo-benefício,2025-04-16T00:00:00
8487,Pet Shop - Vitae,Novidades e lançamentos da temporada,2025-05-17T00:00:00
8488,Cinema - Ipsa,Itens exclusivos e limitados,2024-02-06T00:00:00
8489,Bebidas - Quia,Novidades e lançamentos da temporada,2025-12-12T00:00:00
8490,Roupas - Dolores,Variedade completa para todas as necessidades,2023-11-05T00:00:00
8491,Calçados - Maxime,Variedade completa para todas as necessidades,2025-03-15T00:00:00
8492,Automotivo - Molestiae,Produtos de alta qualidade para o dia a dia,2025-06-27T00:00:00
8493,Brinquedos - Autem,As melhores marcas e preços do mercado,2023-02-19T00:00:00
8494,Alimentos - Quaerat,Variedade completa para todas as necessidades,2024-06-06T00:00:00
8495,Alimentos - Ea,Itens exclusivos e limitados,2024-06-12T00:00:00
8496,Viagem - Amet,As melhores marcas e preços do mercado,2026-03-19T00:00:00
8497,Camping - Animi,Seleção especial com ótimo custo-benefício,2024-08-17T00:00:00
8498,Ar Livre - In,Novidades e lançamentos da temporada,2025-10-26T00:00:00
8499,Culinária - Quibusdam,Produtos importados e nacionais,2023-10-27T00:00:00
8500,Brinquedos - Quos,Coleção completa para todos os gostos,2023-10-10T00:00:00
8501,Decoração - Qui,Produtos de alta qualidade para o dia a dia,2026-04-22T00:00:00
8502,Beleza - Impedit,Variedade completa para todas as necessidades,2025-05-28T00:00:00
8503,Games - Omnis,Produtos importados e nacionais,2025-01-04T00:00:00
8504,Bebê - Voluptate,Variedade completa para todas as necessidades,2023-04-30T00:00:00
8505,Games - Sint,Itens exclusivos e limitados,2026-06-10T00:00:00
8506,Camping - Aspernatur,Produtos de alta qualidade para o dia a dia,2023-04-01T00:00:00
8507,Eletrônicos - Sint,Produtos importados e nacionais,2024-01-14T00:00:00
8508,Games - Laudantium,Itens exclusivos e limitados,2024-05-02T00:00:00
8509,Beleza - Totam,Produtos de alta qualidade para o dia a dia,2023-07-02T00:00:00
8510,Informática - Amet,Variedade completa para todas as necessidades,2023-09-13T00:00:00
8511,Esportes - Corporis,Itens exclusivos e limitados,2026-05-18T00:00:00
8512,Cinema - Voluptas,As melhores marcas e preços do mercado,2025-11-09T00:00:00
8513,Limpeza - Aspernatur,Novidades e lançamentos da temporada,2025-07-07T00:00:00
8514,Eletrônicos - A,Produtos de alta qualidade para o dia a dia,2023-08-07T00:00:00
8515,Móveis - Fugit,Seleção especial com ótimo custo-benefício,2023-06-02T00:00:00
8516,Pesca - Nobis,Variedade completa para todas as necessidades,2024-03-29T00:00:00
8517,Camping - Vel,Novidades e lançamentos da temporada,2025-06-21T00:00:00
8518,Limpeza - Nesciunt,Produtos importados e nacionais,2024-12-09T00:00:00
8519,Jóias - Adipisci,Seleção especial com ótimo custo-benefício,2024-11-14T00:00:00
8520,Papelaria - Non,Produtos de alta qualidade para o dia a dia,2025-10-28T00:00:00
8521,Casa & Jardim - Consequuntur,Variedade completa para todas as necessidades,2026-04-28T00:00:00
8522,Games - Ipsum,Seleção especial com ótimo custo-benefício,2023-11-13T00:00:00
8523,Decoração - Quod,Produtos de alta qualidade para o dia a dia,2024-09-30T00:00:00
8524,Eletrônicos - Accusantium,As melhores marcas e preços do mercado,2025-08-01T00:00:00
8525,Bebidas - Nihil,Coleção completa para todos os gostos,2023-09-24T00:00:00
8526,Móveis - Voluptatibus,Seleção especial com ótimo custo-benefício,2024-01-27T00:00:00
8527,Bebidas - Quam,Variedade completa para todas as necessidades,2024-02-04T00:00:00
8528,Roupas - Autem,Seleção especial com ótimo custo-benefício,2024-09-14T00:00:00
8529,Informática - Accusamus,Novidades e lançamentos da temporada,2023-06-25T00:00:00
8530,Bebê - Harum,Seleção especial com ótimo custo-benefício,2023-04-07T00:00:00
8531,Papelaria - Porro,Variedade completa para todas as necessidades,2025-04-30T00:00:00
8532,Eletrônicos - Fugit,As melhores marcas e preços do mercado,2026-05-17T00:00:00
8533,Livros - Omnis,Produtos de alta qualidade para o dia a dia,2024-02-21T00:00:00
8534,Roupas - Vel,Novidades e lançamentos da temporada,2024-06-27T00:00:00
8535,Automotivo - Ex,Seleção especial com ótimo custo-benefício,2024-03-28T00:00:00
8536,Ferramentas - Atque,As melhores marcas e preços do mercado,2024-05-14T00:00:00
8537,Casa & Jardim - Ad,As melhores marcas e preços do mercado,2024-01-14T00:00:00
8538,Culinária - Earum,As melhores marcas e preços do mercado,2025-12-17T00:00:00
8539,Calçados - Harum,Produtos de alta qualidade para o dia a dia,2025-06-30T00:00:00
8540,Roupas - Dignissimos,Seleção especial com ótimo custo-benefício,2025-10-09T00:00:00
8541,Pet Shop - Soluta,Variedade completa para todas as necessidades,2023-03-31T00:00:00
8542,Brinquedos - Laboriosam,Produtos importados e nacionais,2025-05-31T00:00:00
8543,Games - Voluptas,As melhores marcas e preços do mercado,2023-07-10T00:00:00
8544,Livros - Quisquam,Seleção especial com ótimo custo-benefício,2025-10-07T00:00:00
8545,Games - Voluptas,Seleção especial com ótimo custo-benefício,2024-03-30T00:00:00
8546,Móveis - Veniam,Itens exclusivos e limitados,2023-10-28T00:00:00
8547,Móveis - Aut,Produtos importados e nacionais,2024-11-06T00:00:00
8548,Saúde - Sequi,Produtos importados e nacionais,2023-12-07T00:00:00
8549,Camping - Autem,As melhores marcas e preços do mercado,2024-11-29T00:00:00
8550,Viagem - Eum,Produtos importados e nacionais,2023-02-14T00:00:00
8551,Decoração - Placeat,Seleção especial com ótimo custo-benefício,2024-03-07T00:00:00
8552,Relógios - Natus,Seleção especial com ótimo custo-benefício,2026-01-15T00:00:00
8553,Informática - Commodi,As melhores marcas e preços do mercado,2023-02-17T00:00:00
8554,Beleza - Voluptatibus,Novidades e lançamentos da temporada,2025-08-21T00:00:00
8555,Limpeza - Magni,Coleção completa para todos os gostos,2023-04-25T00:00:00
8556,Alimentos - Autem,Novidades e lançamentos da temporada,2024-01-07T00:00:00
8557,Bebê - Autem,As melhores marcas e preços do mercado,2026-03-03T00:00:00
8558,Jóias - Tempora,Coleção completa para todos os gostos,2026-01-29T00:00:00
8559,Saúde - Quas,Seleção especial com ótimo custo-benefício,2026-03-18T00:00:00
8560,Música - Facilis,Produtos de alta qualidade para o dia a dia,2024-09-01T00:00:00
8561,Games - Deserunt,Produtos de alta qualidade para o dia a dia,2024-03-27T00:00:00
8562,Esportes - Occaecati,Novidades e lançamentos da temporada,2024-09-01T00:00:00
8563,Decoração - Magnam,Variedade completa para todas as necessidades,2026-03-16T00:00:00
8564,Bebidas - Totam,Novidades e lançamentos da temporada,2023-08-22T00:00:00
8565,Roupas - Omnis,Seleção especial com ótimo custo-benefício,2024-07-26T00:00:00
8566,Culinária - Consequatur,Variedade completa para todas as necessidades,2026-06-04T00:00:00
8567,Saúde - Praesentium,As melhores marcas e preços do mercado,2024-10-12T00:00:00
8568,Games - A,Coleção completa para todos os gostos,2024-10-13T00:00:00
8569,Games - Expedita,Produtos importados e nacionais,2024-12-27T00:00:00
8570,Eletrônicos - Culpa,As melhores marcas e preços do mercado,2023-01-31T00:00:00
8571,Games - Voluptatem,As melhores marcas e preços do mercado,2023-09-02T00:00:00
8572,Bebê - Numquam,Produtos importados e nacionais,2026-03-20T00:00:00
8573,Relógios - Aut,Novidades e lançamentos da temporada,2023-12-09T00:00:00
8574,Limpeza - Aut,Variedade completa para todas as necessidades,2023-06-14T00:00:00
8575,Decoração - Saepe,Produtos de alta qualidade para o dia a dia,2024-08-23T00:00:00
8576,Viagem - Laboriosam,As melhores marcas e preços do mercado,2024-05-08T00:00:00
8577,Beleza - Sunt,Variedade completa para todas as necessidades,2025-10-02T00:00:00
8578,Viagem - A,Produtos de alta qualidade para o dia a dia,2025-04-20T00:00:00
8579,Informática - Voluptatibus,Coleção completa para todos os gostos,2025-10-30T00:00:00
8580,Viagem - Facere,Seleção especial com ótimo custo-benefício,2025-11-28T00:00:00
8581,Saúde - Porro,Coleção completa para todos os gostos,2025-03-15T00:00:00
8582,Papelaria - Fugiat,Produtos de alta qualidade para o dia a dia,2025-03-12T00:00:00
8583,Pesca - Tempora,Itens exclusivos e limitados,2026-03-25T00:00:00
8584,Saúde - Distinctio,Itens exclusivos e limitados,2025-01-13T00:00:00
8585,Cinema - Fugiat,Novidades e lançamentos da temporada,2026-03-16T00:00:00
8586,Bebê - Voluptate,Produtos importados e nacionais,2026-03-23T00:00:00
8587,Pesca - Assumenda,Produtos importados e nacionais,2026-02-10T00:00:00
8588,Bebidas - Amet,Novidades e lançamentos da temporada,2023-03-20T00:00:00
8589,Ar Livre - Error,Seleção especial com ótimo custo-benefício,2025-12-22T00:00:00
8590,Alimentos - Illum,Itens exclusivos e limitados,2026-02-27T00:00:00
8591,Roupas - Ullam,Itens exclusivos e limitados,2024-02-15T00:00:00
8592,Ferramentas - Dolores,Produtos de alta qualidade para o dia a dia,2025-06-13T00:00:00
8593,Esportes - Voluptatum,Itens exclusivos e limitados,2025-09-25T00:00:00
8594,Brinquedos - Vel,Variedade completa para todas as necessidades,2025-09-14T00:00:00
8595,Esportes - Modi,Produtos importados e nacionais,2023-10-28T00:00:00
8596,Relógios - Reiciendis,Produtos importados e nacionais,2026-02-10T00:00:00
8597,Casa & Jardim - Tempora,Produtos de alta qualidade para o dia a dia,2025-05-17T00:00:00
8598,Alimentos - Provident,Novidades e lançamentos da temporada,2023-11-29T00:00:00
8599,Limpeza - Sunt,As melhores marcas e preços do mercado,2023-11-24T00:00:00
8600,Papelaria - Labore,Novidades e lançamentos da temporada,2025-10-22T00:00:00
8601,Calçados - Temporibus,Coleção completa para todos os gostos,2023-03-04T00:00:00
8602,Cinema - Qui,Variedade completa para todas as necessidades,2023-10-28T00:00:00
8603,Ar Livre - Eveniet,Variedade completa para todas as necessidades,2024-08-10T00:00:00
8604,Casa & Jardim - Possimus,Coleção completa para todos os gostos,2023-08-16T00:00:00
8605,Brinquedos - Dolore,Seleção especial com ótimo custo-benefício,2024-04-24T00:00:00
8606,Móveis - Eligendi,Produtos importados e nacionais,2023-02-13T00:00:00
8607,Calçados - Aut,As melhores marcas e preços do mercado,2025-04-25T00:00:00
8608,Brinquedos - Nobis,Variedade completa para todas as necessidades,2025-04-26T00:00:00
8609,Culinária - At,As melhores marcas e preços do mercado,2023-11-14T00:00:00
8610,Ar Livre - Magni,As melhores marcas e preços do mercado,2026-05-05T00:00:00
8611,Eletrônicos - Nisi,Produtos importados e nacionais,2025-03-12T00:00:00
8612,Limpeza - Possimus,Produtos de alta qualidade para o dia a dia,2026-05-15T00:00:00
8613,Bebidas - Provident,Novidades e lançamentos da temporada,2025-11-17T00:00:00
8614,Culinária - Itaque,As melhores marcas e preços do mercado,2024-02-04T00:00:00
8615,Calçados - Perspiciatis,Novidades e lançamentos da temporada,2025-06-04T00:00:00
8616,Esportes - Animi,Novidades e lançamentos da temporada,2024-12-20T00:00:00
8617,Cinema - Aperiam,Coleção completa para todos os gostos,2025-06-08T00:00:00
8618,Música - Eum,Produtos de alta qualidade para o dia a dia,2023-07-12T00:00:00
8619,Alimentos - Nostrum,Produtos importados e nacionais,2025-07-25T00:00:00
8620,Música - Consequatur,Coleção completa para todos os gostos,2024-01-01T00:00:00
8621,Roupas - Unde,Coleção completa para todos os gostos,2024-11-16T00:00:00
8622,Livros - Ad,Coleção completa para todos os gostos,2025-05-14T00:00:00
8623,Roupas - Id,Coleção completa para todos os gostos,2024-10-08T00:00:00
8624,Ar Livre - Blanditiis,Coleção completa para todos os gostos,2024-01-15T00:00:00
8625,Ar Livre - Earum,Variedade completa para todas as necessidades,2024-02-04T00:00:00
8626,Cinema - Pariatur,Seleção especial com ótimo custo-benefício,2026-01-15T00:00:00
8627,Pet Shop - Veritatis,Seleção especial com ótimo custo-benefício,2024-01-20T00:00:00
8628,Bebê - Nobis,Novidades e lançamentos da temporada,2025-06-10T00:00:00
8629,Casa & Jardim - Enim,Produtos importados e nacionais,2023-01-24T00:00:00
8630,Jóias - Quidem,As melhores marcas e preços do mercado,2023-06-04T00:00:00
8631,Pesca - Magnam,Seleção especial com ótimo custo-benefício,2026-06-04T00:00:00
8632,Jóias - Perferendis,Produtos importados e nacionais,2024-04-12T00:00:00
8633,Livros - Deleniti,Novidades e lançamentos da temporada,2023-02-27T00:00:00
8634,Limpeza - At,Variedade completa para todas as necessidades,2024-06-26T00:00:00
8635,Roupas - Ad,Itens exclusivos e limitados,2024-04-29T00:00:00
8636,Casa & Jardim - Odit,Coleção completa para todos os gostos,2026-03-23T00:00:00
8637,Automotivo - Repudiandae,Produtos de alta qualidade para o dia a dia,2023-11-26T00:00:00
8638,Esportes - Blanditiis,Itens exclusivos e limitados,2023-08-06T00:00:00
8639,Jóias - Unde,Produtos de alta qualidade para o dia a dia,2026-04-27T00:00:00
8640,Bebidas - Nostrum,As melhores marcas e preços do mercado,2023-06-01T00:00:00
8641,Limpeza - Exercitationem,Variedade completa para todas as necessidades,2024-04-04T00:00:00
8642,Limpeza - Amet,Coleção completa para todos os gostos,2023-10-05T00:00:00
8643,Livros - Minus,Novidades e lançamentos da temporada,2025-06-20T00:00:00
8644,Ferramentas - Laboriosam,Itens exclusivos e limitados,2025-03-04T00:00:00
8645,Automotivo - Nihil,Produtos de alta qualidade para o dia a dia,2025-02-01T00:00:00
8646,Calçados - Omnis,Variedade completa para todas as necessidades,2023-12-25T00:00:00
8647,Roupas - Minus,Produtos de alta qualidade para o dia a dia,2025-06-08T00:00:00
8648,Jóias - Iure,Variedade completa para todas as necessidades,2023-08-22T00:00:00
8649,Decoração - Quam,Coleção completa para todos os gostos,2023-03-16T00:00:00
8650,Eletrônicos - Nulla,Itens exclusivos e limitados,2024-11-29T00:00:00
8651,Bebê - Possimus,Produtos importados e nacionais,2025-07-28T00:00:00
8652,Papelaria - Voluptates,Coleção completa para todos os gostos,2023-07-10T00:00:00
8653,Beleza - Dicta,Produtos importados e nacionais,2025-09-28T00:00:00
8654,Games - Neque,Variedade completa para todas as necessidades,2026-03-03T00:00:00
8655,Saúde - Deserunt,Itens exclusivos e limitados,2025-11-29T00:00:00
8656,Limpeza - Quas,Seleção especial com ótimo custo-benefício,2023-01-21T00:00:00
8657,Ar Livre - Nobis,Produtos importados e nacionais,2023-07-26T00:00:00
8658,Livros - Rem,Seleção especial com ótimo custo-benefício,2024-04-18T00:00:00
8659,Relógios - Sunt,As melhores marcas e preços do mercado,2024-05-07T00:00:00
8660,Jóias - Deserunt,As melhores marcas e preços do mercado,2025-08-16T00:00:00
8661,Papelaria - Sequi,Coleção completa para todos os gostos,2026-04-29T00:00:00
8662,Bebidas - Magni,Novidades e lançamentos da temporada,2023-11-09T00:00:00
8663,Roupas - Atque,As melhores marcas e preços do mercado,2026-04-06T00:00:00
8664,Saúde - Nemo,As melhores marcas e preços do mercado,2025-07-17T00:00:00
8665,Informática - Harum,Produtos de alta qualidade para o dia a dia,2023-06-19T00:00:00
8666,Limpeza - Quaerat,Coleção completa para todos os gostos,2025-10-09T00:00:00
8667,Móveis - Error,Itens exclusivos e limitados,2024-04-04T00:00:00
8668,Jóias - Nemo,Novidades e lançamentos da temporada,2025-11-11T00:00:00
8669,Viagem - Itaque,Produtos importados e nacionais,2025-04-16T00:00:00
8670,Bebidas - Maxime,Produtos de alta qualidade para o dia a dia,2026-01-25T00:00:00
8671,Decoração - Explicabo,Produtos de alta qualidade para o dia a dia,2023-07-30T00:00:00
8672,Ar Livre - Nobis,Variedade completa para todas as necessidades,2024-01-12T00:00:00
8673,Brinquedos - Vel,Produtos importados e nacionais,2024-01-03T00:00:00
8674,Automotivo - Porro,Coleção completa para todos os gostos,2025-11-24T00:00:00
8675,Beleza - Quos,As melhores marcas e preços do mercado,2026-04-21T00:00:00
8676,Alimentos - Odio,Variedade completa para todas as necessidades,2023-09-30T00:00:00
8677,Calçados - Laudantium,Variedade completa para todas as necessidades,2026-05-28T00:00:00
8678,Pesca - Sequi,Seleção especial com ótimo custo-benefício,2024-04-20T00:00:00
8679,Informática - Distinctio,Produtos importados e nacionais,2025-02-01T00:00:00
8680,Viagem - Necessitatibus,Itens exclusivos e limitados,2023-10-24T00:00:00
8681,Esportes - At,Produtos importados e nacionais,2024-11-16T00:00:00
8682,Culinária - Dicta,Variedade completa para todas as necessidades,2023-11-10T00:00:00
8683,Bebidas - Voluptate,Coleção completa para todos os gostos,2024-12-23T00:00:00
8684,Informática - Quam,Itens exclusivos e limitados,2026-03-09T00:00:00
8685,Ferramentas - Soluta,Itens exclusivos e limitados,2025-06-08T00:00:00
8686,Brinquedos - Sapiente,Seleção especial com ótimo custo-benefício,2024-06-09T00:00:00
8687,Alimentos - Assumenda,Itens exclusivos e limitados,2024-06-22T00:00:00
8688,Viagem - Quo,Novidades e lançamentos da temporada,2024-11-10T00:00:00
8689,Beleza - Architecto,Produtos de alta qualidade para o dia a dia,2025-08-13T00:00:00
8690,Camping - Placeat,Produtos importados e nacionais,2023-06-15T00:00:00
8691,Cinema - Asperiores,Variedade completa para todas as necessidades,2025-12-25T00:00:00
8692,Limpeza - Quo,Variedade completa para todas as necessidades,2026-03-10T00:00:00
8693,Games - Excepturi,Produtos de alta qualidade para o dia a dia,2025-01-06T00:00:00
8694,Pesca - Aut,Seleção especial com ótimo custo-benefício,2025-06-12T00:00:00
8695,Relógios - Fugiat,Produtos de alta qualidade para o dia a dia,2023-04-27T00:00:00
8696,Pet Shop - Molestiae,Produtos de alta qualidade para o dia a dia,2024-09-14T00:00:00
8697,Bebê - Maxime,Itens exclusivos e limitados,2024-10-18T00:00:00
8698,Bebê - In,Variedade completa para todas as necessidades,2025-03-26T00:00:00
8699,Roupas - Eius,Variedade completa para todas as necessidades,2026-01-14T00:00:00
8700,Jóias - Adipisci,Seleção especial com ótimo custo-benefício,2024-09-17T00:00:00
8701,Viagem - Eligendi,Novidades e lançamentos da temporada,2025-12-17T00:00:00
8702,Limpeza - Pariatur,Seleção especial com ótimo custo-benefício,2023-02-06T00:00:00
8703,Automotivo - Maxime,Produtos importados e nacionais,2023-08-14T00:00:00
8704,Bebê - Quas,Itens exclusivos e limitados,2025-08-11T00:00:00
8705,Calçados - Officia,Seleção especial com ótimo custo-benefício,2023-02-23T00:00:00
8706,Informática - Amet,Seleção especial com ótimo custo-benefício,2023-06-07T00:00:00
8707,Decoração - Occaecati,Novidades e lançamentos da temporada,2025-10-27T00:00:00
8708,Ferramentas - Itaque,Itens exclusivos e limitados,2024-08-04T00:00:00
8709,Pesca - Voluptatum,Variedade completa para todas as necessidades,2026-04-20T00:00:00
8710,Jóias - Delectus,Variedade completa para todas as necessidades,2026-03-15T00:00:00
8711,Informática - Iste,Novidades e lançamentos da temporada,2023-12-17T00:00:00
8712,Casa & Jardim - Eius,Produtos de alta qualidade para o dia a dia,2025-11-05T00:00:00
8713,Informática - Ad,Produtos importados e nacionais,2026-02-15T00:00:00
8714,Culinária - Minima,Produtos de alta qualidade para o dia a dia,2025-11-20T00:00:00
8715,Pet Shop - Rerum,Seleção especial com ótimo custo-benefício,2025-12-26T00:00:00
8716,Cinema - Commodi,Produtos importados e nacionais,2024-03-19T00:00:00
8717,Jóias - A,Novidades e lançamentos da temporada,2023-05-02T00:00:00
8718,Roupas - Excepturi,Produtos importados e nacionais,2023-05-17T00:00:00
8719,Papelaria - Molestias,Seleção especial com ótimo custo-benefício,2023-01-21T00:00:00
8720,Saúde - Commodi,Produtos importados e nacionais,2023-08-11T00:00:00
8721,Informática - Quo,Seleção especial com ótimo custo-benefício,2023-12-20T00:00:00
8722,Decoração - Perferendis,Variedade completa para todas as necessidades,2025-05-02T00:00:00
8723,Calçados - In,Variedade completa para todas as necessidades,2026-01-11T00:00:00
8724,Bebê - Ea,Seleção especial com ótimo custo-benefício,2023-09-21T00:00:00
8725,Pet Shop - Quod,As melhores marcas e preços do mercado,2023-10-30T00:00:00
8726,Viagem - Doloribus,Seleção especial com ótimo custo-benefício,2023-11-01T00:00:00
8727,Papelaria - Eum,Novidades e lançamentos da temporada,2025-12-09T00:00:00
8728,Cinema - Laboriosam,Itens exclusivos e limitados,2025-02-20T00:00:00
8729,Bebidas - Voluptate,Novidades e lançamentos da temporada,2025-09-04T00:00:00
8730,Móveis - Non,Coleção completa para todos os gostos,2024-01-16T00:00:00
8731,Casa & Jardim - Beatae,Seleção especial com ótimo custo-benefício,2026-02-12T00:00:00
8732,Informática - Vitae,As melhores marcas e preços do mercado,2025-07-11T00:00:00
8733,Casa & Jardim - Tempora,As melhores marcas e preços do mercado,2026-06-01T00:00:00
8734,Esportes - Saepe,Coleção completa para todos os gostos,2026-01-04T00:00:00
8735,Pesca - Necessitatibus,Seleção especial com ótimo custo-benefício,2024-06-07T00:00:00
8736,Automotivo - Culpa,Novidades e lançamentos da temporada,2026-05-07T00:00:00
8737,Automotivo - Sunt,Novidades e lançamentos da temporada,2023-11-17T00:00:00
8738,Saúde - Veniam,Novidades e lançamentos da temporada,2023-12-09T00:00:00
8739,Ferramentas - Illo,Seleção especial com ótimo custo-benefício,2024-06-23T00:00:00
8740,Decoração - Odit,Itens exclusivos e limitados,2023-02-21T00:00:00
8741,Relógios - Voluptatum,Produtos importados e nacionais,2023-02-19T00:00:00
8742,Pet Shop - Nemo,Produtos de alta qualidade para o dia a dia,2026-05-07T00:00:00
8743,Papelaria - Ratione,Novidades e lançamentos da temporada,2025-10-27T00:00:00
8744,Roupas - Sit,Novidades e lançamentos da temporada,2023-05-03T00:00:00
8745,Eletrônicos - Dolorem,Seleção especial com ótimo custo-benefício,2023-09-28T00:00:00
8746,Brinquedos - Voluptatem,Produtos importados e nacionais,2023-01-31T00:00:00
8747,Ferramentas - Voluptate,Novidades e lançamentos da temporada,2023-10-22T00:00:00
8748,Casa & Jardim - Consequuntur,Seleção especial com ótimo custo-benefício,2024-02-22T00:00:00
8749,Viagem - Laborum,Itens exclusivos e limitados,2025-08-11T00:00:00
8750,Calçados - Molestias,Variedade completa para todas as necessidades,2025-01-15T00:00:00
8751,Viagem - Velit,Seleção especial com ótimo custo-benefício,2023-09-18T00:00:00
8752,Esportes - At,Seleção especial com ótimo custo-benefício,2023-09-09T00:00:00
8753,Jóias - Dolorem,Itens exclusivos e limitados,2025-01-07T00:00:00
8754,Livros - Sapiente,Coleção completa para todos os gostos,2025-05-13T00:00:00
8755,Saúde - Ad,Coleção completa para todos os gostos,2024-01-29T00:00:00
8756,Bebidas - Ratione,Itens exclusivos e limitados,2023-10-27T00:00:00
8757,Esportes - Veritatis,Seleção especial com ótimo custo-benefício,2024-08-29T00:00:00
8758,Calçados - Repudiandae,Seleção especial com ótimo custo-benefício,2025-03-26T00:00:00
8759,Livros - Molestiae,Produtos importados e nacionais,2023-10-26T00:00:00
8760,Brinquedos - Quidem,As melhores marcas e preços do mercado,2024-08-15T00:00:00
8761,Automotivo - Incidunt,Seleção especial com ótimo custo-benefício,2025-01-31T00:00:00
8762,Decoração - Eius,Produtos de alta qualidade para o dia a dia,2024-05-04T00:00:00
8763,Limpeza - At,Novidades e lançamentos da temporada,2025-04-12T00:00:00
8764,Relógios - A,Produtos importados e nacionais,2025-09-21T00:00:00
8765,Camping - Impedit,Seleção especial com ótimo custo-benefício,2025-07-02T00:00:00
8766,Eletrônicos - Laudantium,Produtos importados e nacionais,2026-02-09T00:00:00
8767,Casa & Jardim - Accusamus,As melhores marcas e preços do mercado,2026-04-01T00:00:00
8768,Música - Incidunt,Produtos de alta qualidade para o dia a dia,2025-08-08T00:00:00
8769,Calçados - Quod,Seleção especial com ótimo custo-benefício,2025-01-20T00:00:00
8770,Informática - Consectetur,Coleção completa para todos os gostos,2025-01-28T00:00:00
8771,Jóias - Fuga,Coleção completa para todos os gostos,2026-03-25T00:00:00
8772,Eletrônicos - Fuga,Variedade completa para todas as necessidades,2024-03-11T00:00:00
8773,Informática - A,Novidades e lançamentos da temporada,2023-08-07T00:00:00
8774,Cinema - Asperiores,Novidades e lançamentos da temporada,2023-04-23T00:00:00
8775,Limpeza - Esse,Variedade completa para todas as necessidades,2025-03-19T00:00:00
8776,Eletrônicos - Explicabo,As melhores marcas e preços do mercado,2025-07-10T00:00:00
8777,Alimentos - Laboriosam,Produtos de alta qualidade para o dia a dia,2025-03-17T00:00:00
8778,Casa & Jardim - Suscipit,As melhores marcas e preços do mercado,2024-08-13T00:00:00
8779,Móveis - Sint,As melhores marcas e preços do mercado,2026-01-21T00:00:00
8780,Saúde - Minus,Novidades e lançamentos da temporada,2025-10-17T00:00:00
8781,Ar Livre - Earum,As melhores marcas e preços do mercado,2026-06-10T00:00:00
8782,Ferramentas - Ea,Seleção especial com ótimo custo-benefício,2025-05-12T00:00:00
8783,Pesca - Explicabo,Produtos de alta qualidade para o dia a dia,2023-11-25T00:00:00
8784,Bebidas - Quam,Novidades e lançamentos da temporada,2025-10-06T00:00:00
8785,Informática - Provident,Seleção especial com ótimo custo-benefício,2024-09-08T00:00:00
8786,Ar Livre - Assumenda,Coleção completa para todos os gostos,2025-12-25T00:00:00
8787,Casa & Jardim - Ab,Produtos de alta qualidade para o dia a dia,2024-09-02T00:00:00
8788,Decoração - Porro,Itens exclusivos e limitados,2023-04-20T00:00:00
8789,Pet Shop - Expedita,Produtos importados e nacionais,2024-03-24T00:00:00
8790,Bebidas - Odio,Coleção completa para todos os gostos,2024-08-11T00:00:00
8791,Culinária - Maiores,Produtos de alta qualidade para o dia a dia,2026-06-09T00:00:00
8792,Música - Vero,Coleção completa para todos os gostos,2025-01-20T00:00:00
8793,Roupas - Esse,Variedade completa para todas as necessidades,2024-10-18T00:00:00
8794,Bebê - At,Novidades e lançamentos da temporada,2025-04-27T00:00:00
8795,Brinquedos - Dignissimos,As melhores marcas e preços do mercado,2026-03-28T00:00:00
8796,Decoração - Nesciunt,Coleção completa para todos os gostos,2024-01-06T00:00:00
8797,Relógios - Officia,Produtos importados e nacionais,2024-09-16T00:00:00
8798,Eletrônicos - Nostrum,Novidades e lançamentos da temporada,2023-11-19T00:00:00
8799,Ar Livre - Reprehenderit,Seleção especial com ótimo custo-benefício,2023-10-05T00:00:00
8800,Eletrônicos - In,Coleção completa para todos os gostos,2023-08-08T00:00:00
8801,Alimentos - Dignissimos,Variedade completa para todas as necessidades,2023-05-16T00:00:00
8802,Saúde - Eos,Coleção completa para todos os gostos,2023-09-22T00:00:00
8803,Pesca - Ipsum,Produtos importados e nacionais,2025-10-12T00:00:00
8804,Música - Modi,Coleção completa para todos os gostos,2026-04-13T00:00:00
8805,Automotivo - Voluptatum,Novidades e lançamentos da temporada,2024-01-25T00:00:00
8806,Móveis - Maiores,Itens exclusivos e limitados,2025-08-04T00:00:00
8807,Viagem - Illo,Produtos importados e nacionais,2023-04-27T00:00:00
