id_entrega,id_pedido,status_entrega,data_envio,data_entrega_prevista,data_entrega_real,transportadora,codigo_rastreio,updated_at
6424,5576,em_transito,2024-05-14T00:00:00,2024-05-27,,DHL,OM470850272BR,2025-07-29T00:00:00
6425,2892,entregue,2025-09-12T00:00:00,2025-10-02,2025-10-01,DHL,UG478889831BR,2026-03-01T00:00:00
6426,12911,entregue,2024-12-05T00:00:00,2024-12-10,2024-12-12,Total Express,DF985637752BR,2025-04-07T00:00:00
6427,3835,entregue,2025-06-22T00:00:00,2025-07-07,2025-07-05,JadLog,LU542706279BR,2026-04-17T00:00:00
6428,13555,entregue,2023-09-24T00:00:00,2023-10-07,2023-10-07,Azul Cargo,OY258861899BR,2024-09-01T00:00:00
6429,10887,entregue,2025-01-08T00:00:00,2025-01-28,2025-01-29,Loggi,JB665433665BR,2026-03-20T00:00:00
6430,2665,entregue,2026-02-08T00:00:00,2026-02-11,2026-02-14,Loggi,US249495268BR,2026-04-07T00:00:00
6431,9345,entregue,2024-06-14T00:00:00,2024-06-24,2024-06-22,Total Express,LX691163789BR,2025-11-27T00:00:00
6432,2846,pendente,2025-05-18T00:00:00,2025-05-25,,Correios,ZV085955950BR,2025-12-31T00:00:00
6433,2140,pendente,2025-01-28T00:00:00,2025-02-17,,Correios,TF687559821BR,2025-03-12T00:00:00
6434,11529,entregue,2023-05-31T00:00:00,2023-06-18,2023-06-16,Azul Cargo,BZ935507803BR,2024-10-25T00:00:00
6435,8069,em_transito,2024-09-10T00:00:00,2024-09-22,,Latam Cargo,HK780679469BR,2026-02-19T00:00:00
6436,6963,em_transito,2024-06-04T00:00:00,2024-06-10,,Latam Cargo,BP913287104BR,2025-12-11T00:00:00
6437,11134,devolvido,2024-09-24T00:00:00,2024-10-10,2024-10-23,Loggi,GG563972386BR,2025-04-30T00:00:00
6438,12425,entregue,2023-01-14T00:00:00,2023-01-23,2023-01-25,DHL,EJ038987866BR,2023-10-05T00:00:00
6439,6341,entregue,2025-10-10T00:00:00,2025-10-30,2025-10-29,Correios,EU749970005BR,2025-11-11T00:00:00
6440,4098,entregue,2023-06-05T00:00:00,2023-06-22,2023-06-25,DHL,HM512110378BR,2024-05-11T00:00:00
6441,13412,em_transito,2026-04-21T00:00:00,2026-05-10,,Correios,QW696818025BR,2026-05-03T00:00:00
6442,11419,entregue,2023-04-26T00:00:00,2023-05-16,2023-05-19,FedEx,XQ197567922BR,2026-04-14T00:00:00
6443,13276,entregue,2025-05-25T00:00:00,2025-06-10,2025-06-09,DHL,DC482110252BR,2025-08-12T00:00:00
6444,7195,entregue,2024-08-04T00:00:00,2024-08-09,2024-08-09,Loggi,ZW890865270BR,2024-11-27T00:00:00
6445,9140,entregue,2023-01-31T00:00:00,2023-02-19,2023-02-22,FedEx,CV876460420BR,2025-05-10T00:00:00
6446,14111,em_transito,2023-11-04T00:00:00,2023-11-14,,JadLog,XV912471399BR,2024-12-31T00:00:00
6447,7788,entregue,2023-06-29T00:00:00,2023-07-12,2023-07-14,Total Express,SQ374479407BR,2023-08-21T00:00:00
6448,13866,em_transito,2025-05-09T00:00:00,2025-05-23,,FedEx,LD186916887BR,2026-04-21T00:00:00
6449,790,devolvido,2025-11-04T00:00:00,2025-11-23,2025-12-04,JadLog,MP388021906BR,2025-12-22T00:00:00
6450,12644,entregue,2024-03-04T00:00:00,2024-03-18,2024-03-23,Correios,AE158111568BR,2025-12-15T00:00:00
6451,5455,entregue,2026-01-29T00:00:00,2026-02-03,2026-02-03,Loggi,AF629665844BR,2026-04-21T00:00:00
6452,7324,entregue,2023-08-22T00:00:00,2023-08-28,2023-09-02,DHL,ZD983058508BR,2025-08-02T00:00:00
6453,3974,pendente,2025-03-09T00:00:00,2025-03-16,,Total Express,KD074942606BR,2025-10-11T00:00:00
6454,11922,entregue,2024-03-24T00:00:00,2024-04-07,2024-04-11,Loggi,VH467757016BR,2025-10-25T00:00:00
6455,13931,em_transito,2025-11-19T00:00:00,2025-11-24,,FedEx,DS690299551BR,2026-01-21T00:00:00
6456,4459,entregue,2024-09-19T00:00:00,2024-10-04,2024-10-08,Azul Cargo,RA678155881BR,2025-06-02T00:00:00
6457,3770,entregue,2023-06-27T00:00:00,2023-07-13,2023-07-15,Correios,GJ380289111BR,2026-04-29T00:00:00
6458,931,devolvido,2026-03-17T00:00:00,2026-04-01,2026-04-09,FedEx,QS791022965BR,2026-05-02T00:00:00
6459,6190,entregue,2026-03-09T00:00:00,2026-03-27,2026-03-26,FedEx,PD597896049BR,2026-03-24T00:00:00
6460,10516,em_transito,2024-08-18T00:00:00,2024-08-21,,Latam Cargo,DC053123355BR,2026-02-01T00:00:00
6461,5016,entregue,2023-10-14T00:00:00,2023-11-03,2023-11-06,Azul Cargo,JT203025227BR,2024-04-28T00:00:00
6462,1177,entregue,2023-10-09T00:00:00,2023-10-18,2023-10-21,Correios,RI287375178BR,2026-05-19T00:00:00
6463,5903,entregue,2026-05-24T00:00:00,2026-06-04,2026-06-03,Latam Cargo,PD803058870BR,2026-06-03T00:00:00
6464,14922,entregue,2025-12-16T00:00:00,2025-12-26,2025-12-31,JadLog,DT033303117BR,2026-06-08T00:00:00
6465,2309,entregue,2023-05-16T00:00:00,2023-05-24,2023-05-24,DHL,VL944435586BR,2026-02-22T00:00:00
6466,10507,em_transito,2023-09-18T00:00:00,2023-09-24,,Loggi,BU149016434BR,2024-11-12T00:00:00
6467,14789,em_transito,2023-11-14T00:00:00,2023-11-29,,JadLog,GG296161253BR,2026-04-24T00:00:00
6468,2368,entregue,2024-11-01T00:00:00,2024-11-21,2024-11-20,DHL,QB236034469BR,2025-04-12T00:00:00
6469,2431,entregue,2024-02-16T00:00:00,2024-03-01,2024-02-29,FedEx,CX353042332BR,2024-07-01T00:00:00
6470,12805,entregue,2023-05-09T00:00:00,2023-05-13,2023-05-15,Azul Cargo,OU803394131BR,2023-06-21T00:00:00
6471,11171,entregue,2025-05-29T00:00:00,2025-06-04,2025-06-05,Total Express,YG361458539BR,2025-07-29T00:00:00
6472,2517,em_transito,2025-05-08T00:00:00,2025-05-28,,Loggi,TY055803738BR,2026-01-24T00:00:00
6473,8020,pendente,2024-03-05T00:00:00,2024-03-16,,Total Express,VL960066685BR,2024-04-25T00:00:00
6474,778,em_transito,2024-05-01T00:00:00,2024-05-06,,Azul Cargo,HG955968780BR,2025-02-23T00:00:00
6475,14292,em_transito,2024-04-17T00:00:00,2024-04-26,,Total Express,BL752380573BR,2025-02-13T00:00:00
6476,9753,em_transito,2024-11-07T00:00:00,2024-11-23,,Latam Cargo,VF492274636BR,2024-12-01T00:00:00
6477,5865,entregue,2024-06-28T00:00:00,2024-07-17,2024-07-19,Total Express,PF289615925BR,2024-08-16T00:00:00
6478,9157,entregue,2024-02-26T00:00:00,2024-03-03,2024-03-02,Latam Cargo,RM938156520BR,2026-04-17T00:00:00
6479,12229,entregue,2023-07-05T00:00:00,2023-07-18,2023-07-23,FedEx,KO349287023BR,2024-01-11T00:00:00
6480,12568,entregue,2024-04-07T00:00:00,2024-04-25,2024-04-26,Total Express,BQ404503211BR,2026-04-23T00:00:00
6481,5091,entregue,2024-03-03T00:00:00,2024-03-18,2024-03-20,FedEx,FX677660134BR,2025-12-16T00:00:00
6482,10561,entregue,2025-06-07T00:00:00,2025-06-19,2025-06-23,Azul Cargo,WQ491774818BR,2026-03-18T00:00:00
6483,1587,pendente,2024-01-07T00:00:00,2024-01-22,,Total Express,YN060733176BR,2024-03-09T00:00:00
6484,11248,entregue,2025-04-09T00:00:00,2025-04-26,2025-05-01,FedEx,TS576331902BR,2025-06-04T00:00:00
6485,9542,em_transito,2023-09-04T00:00:00,2023-09-16,,JadLog,BP974829123BR,2024-05-17T00:00:00
6486,12544,entregue,2024-08-11T00:00:00,2024-08-27,2024-08-25,Loggi,UB474499079BR,2025-11-22T00:00:00
6487,1144,em_transito,2026-04-07T00:00:00,2026-04-22,,DHL,YW504042857BR,2026-05-02T00:00:00
6488,12925,entregue,2025-02-22T00:00:00,2025-03-12,2025-03-14,Loggi,HV922218248BR,2026-04-07T00:00:00
6489,3712,entregue,2024-03-07T00:00:00,2024-03-25,2024-03-23,Latam Cargo,SC964422364BR,2025-12-11T00:00:00
6490,11952,entregue,2026-03-03T00:00:00,2026-03-15,2026-03-16,DHL,YF111241344BR,2026-05-03T00:00:00
6491,2500,entregue,2024-11-09T00:00:00,2024-11-17,2024-11-21,JadLog,FI974993561BR,2025-07-19T00:00:00
6492,13652,entregue,2026-05-06T00:00:00,2026-05-16,2026-05-20,Latam Cargo,WH258361146BR,2026-05-30T00:00:00
6493,3292,pendente,2025-08-30T00:00:00,2025-09-12,,Correios,ZJ155968856BR,2026-02-28T00:00:00
6494,10966,entregue,2025-10-09T00:00:00,2025-10-13,2025-10-11,Total Express,SQ779776822BR,2026-03-12T00:00:00
6495,1971,devolvido,2025-12-03T00:00:00,2025-12-21,2026-01-03,Loggi,BY234399110BR,2026-02-18T00:00:00
6496,327,entregue,2025-07-09T00:00:00,2025-07-14,2025-07-15,Correios,CK448822756BR,2025-10-06T00:00:00
6497,1387,entregue,2023-10-01T00:00:00,2023-10-04,2023-10-03,Latam Cargo,TJ776178071BR,2023-10-19T00:00:00
6498,1394,em_transito,2025-03-23T00:00:00,2025-03-26,,Latam Cargo,IA395236377BR,2025-11-30T00:00:00
6499,10425,em_transito,2026-01-24T00:00:00,2026-01-31,,FedEx,OJ347448979BR,2026-02-25T00:00:00
6500,5533,entregue,2024-08-28T00:00:00,2024-09-08,2024-09-12,Azul Cargo,GX059887644BR,2024-09-18T00:00:00
6501,13123,entregue,2026-04-08T00:00:00,2026-04-28,2026-04-27,Latam Cargo,SO628963330BR,2026-05-01T00:00:00
6502,4274,entregue,2023-05-08T00:00:00,2023-05-24,2023-05-26,Correios,WG663301992BR,2024-06-30T00:00:00
6503,14159,pendente,2023-11-22T00:00:00,2023-12-06,,Loggi,CH205650742BR,2026-05-07T00:00:00
6504,2931,entregue,2025-02-27T00:00:00,2025-03-10,2025-03-13,DHL,NR867894278BR,2025-11-09T00:00:00
6505,5683,em_transito,2025-02-28T00:00:00,2025-03-14,,DHL,XB445556732BR,2025-08-15T00:00:00
6506,2238,em_transito,2023-08-20T00:00:00,2023-09-08,,Total Express,CT477033375BR,2025-01-01T00:00:00
6507,8686,entregue,2023-10-30T00:00:00,2023-11-14,2023-11-14,Latam Cargo,ZB086368378BR,2024-10-24T00:00:00
6508,14482,entregue,2025-12-02T00:00:00,2025-12-05,2025-12-06,Loggi,OK134218673BR,2026-06-05T00:00:00
6509,8201,em_transito,2025-09-15T00:00:00,2025-10-04,,JadLog,RC410208388BR,2026-05-19T00:00:00
6510,6029,entregue,2025-12-24T00:00:00,2026-01-06,2026-01-07,Correios,IO168734012BR,2026-03-01T00:00:00
6511,9402,entregue,2025-03-11T00:00:00,2025-03-28,2025-03-27,JadLog,GZ763206980BR,2025-04-25T00:00:00
6512,12893,em_transito,2026-06-10T00:00:00,2026-06-18,,JadLog,YE232594047BR,2026-06-10T00:00:00
6513,13761,entregue,2025-06-07T00:00:00,2025-06-19,2025-06-17,JadLog,DB032198360BR,2025-12-02T00:00:00
6514,878,entregue,2023-10-07T00:00:00,2023-10-25,2023-10-24,FedEx,RM226546123BR,2025-05-20T00:00:00
6515,9366,entregue,2023-09-07T00:00:00,2023-09-20,2023-09-24,Correios,XB435546245BR,2024-10-11T00:00:00
6516,14398,entregue,2026-05-21T00:00:00,2026-06-10,2026-06-08,JadLog,RV529833450BR,2026-06-03T00:00:00
6517,3944,entregue,2024-04-12T00:00:00,2024-04-16,2024-04-19,JadLog,LR689449958BR,2025-03-05T00:00:00
6518,12541,entregue,2026-02-21T00:00:00,2026-03-12,2026-03-14,FedEx,KI794572426BR,2026-03-29T00:00:00
6519,1812,entregue,2026-03-22T00:00:00,2026-04-11,2026-04-10,DHL,MX906261375BR,2026-05-04T00:00:00
6520,5232,entregue,2023-06-09T00:00:00,2023-06-22,2023-06-25,Total Express,VC436238636BR,2024-11-09T00:00:00
6521,6868,entregue,2023-12-09T00:00:00,2023-12-20,2023-12-25,Loggi,TK633823348BR,2024-06-10T00:00:00
6522,553,em_transito,2024-07-10T00:00:00,2024-07-27,,FedEx,ZW719366670BR,2024-10-02T00:00:00
6523,12845,entregue,2025-03-09T00:00:00,2025-03-26,2025-03-27,JadLog,KA913264039BR,2026-03-02T00:00:00
6524,4064,em_transito,2023-11-18T00:00:00,2023-11-29,,Correios,ZE514789061BR,2024-08-15T00:00:00
6525,12136,entregue,2025-05-07T00:00:00,2025-05-27,2025-05-25,JadLog,OS927453774BR,2025-05-26T00:00:00
6526,8973,entregue,2023-02-17T00:00:00,2023-03-01,2023-02-28,Correios,QY719009653BR,2024-01-07T00:00:00
6527,11623,entregue,2025-02-16T00:00:00,2025-03-01,2025-03-06,Azul Cargo,VJ041173893BR,2025-05-11T00:00:00
6528,4480,entregue,2026-06-01T00:00:00,2026-06-14,2026-06-16,Total Express,ZK197579953BR,2026-06-11T00:00:00
6529,12221,entregue,2024-05-01T00:00:00,2024-05-17,2024-05-18,JadLog,EM200384444BR,2026-02-16T00:00:00
6530,11639,entregue,2024-03-13T00:00:00,2024-03-29,2024-04-03,Latam Cargo,FJ548412080BR,2026-05-11T00:00:00
6531,5908,entregue,2024-03-07T00:00:00,2024-03-18,2024-03-16,Latam Cargo,TQ163553473BR,2024-03-15T00:00:00
6532,10075,entregue,2024-10-15T00:00:00,2024-10-24,2024-10-26,FedEx,QC788321076BR,2025-10-25T00:00:00
6533,13897,em_transito,2025-11-29T00:00:00,2025-12-10,,Azul Cargo,VP821060000BR,2026-02-17T00:00:00
6534,10324,devolvido,2025-06-27T00:00:00,2025-07-10,2025-07-16,Loggi,GF327377246BR,2026-06-11T00:00:00
6535,3228,pendente,2025-08-26T00:00:00,2025-09-08,,Loggi,CR915130731BR,2026-04-09T00:00:00
6536,4829,entregue,2025-11-05T00:00:00,2025-11-21,2025-11-21,Azul Cargo,AH273982144BR,2026-02-11T00:00:00
6537,8426,entregue,2023-02-22T00:00:00,2023-02-28,2023-03-04,DHL,CR947801259BR,2025-12-18T00:00:00
6538,10447,entregue,2025-09-05T00:00:00,2025-09-10,2025-09-11,JadLog,EH633049101BR,2025-09-26T00:00:00
6539,12665,entregue,2024-08-11T00:00:00,2024-08-24,2024-08-27,Total Express,VV454751186BR,2025-02-25T00:00:00
6540,14347,entregue,2023-03-17T00:00:00,2023-03-28,2023-03-26,Loggi,AI147703915BR,2025-02-15T00:00:00
6541,9388,entregue,2025-08-12T00:00:00,2025-08-15,2025-08-16,Latam Cargo,UB581436813BR,2026-03-08T00:00:00
6542,6066,entregue,2023-03-24T00:00:00,2023-04-12,2023-04-10,DHL,BF011222122BR,2024-02-14T00:00:00
6543,7607,entregue,2025-01-09T00:00:00,2025-01-18,2025-01-20,Loggi,UM869994194BR,2026-05-08T00:00:00
6544,3328,entregue,2024-07-04T00:00:00,2024-07-09,2024-07-08,Correios,DC651068564BR,2025-05-11T00:00:00
6545,2805,entregue,2024-03-20T00:00:00,2024-03-31,2024-04-03,DHL,WU727645639BR,2025-09-17T00:00:00
6546,4655,entregue,2025-11-06T00:00:00,2025-11-20,2025-11-18,Latam Cargo,TZ887804268BR,2025-11-29T00:00:00
6547,1622,em_transito,2025-04-26T00:00:00,2025-05-04,,DHL,FE526015542BR,2025-11-17T00:00:00
6548,3510,entregue,2024-11-16T00:00:00,2024-11-21,2024-11-20,Loggi,SA313182717BR,2025-11-23T00:00:00
6549,14243,entregue,2025-01-05T00:00:00,2025-01-15,2025-01-17,Latam Cargo,FR420581319BR,2025-09-02T00:00:00
6550,4924,pendente,2023-10-15T00:00:00,2023-10-24,,Correios,UH308272980BR,2025-07-10T00:00:00
6551,7673,devolvido,2026-05-19T00:00:00,2026-05-24,2026-06-07,FedEx,PI804047360BR,2026-06-08T00:00:00
6552,4287,entregue,2024-03-31T00:00:00,2024-04-03,2024-04-07,Correios,RN867557539BR,2025-11-20T00:00:00
6553,13635,entregue,2023-08-06T00:00:00,2023-08-25,2023-08-29,Latam Cargo,PK881508091BR,2025-09-26T00:00:00
6554,8537,devolvido,2023-05-01T00:00:00,2023-05-08,2023-05-23,Loggi,BL835032152BR,2024-05-26T00:00:00
6555,8237,entregue,2026-05-18T00:00:00,2026-05-26,2026-05-27,Latam Cargo,KP976711895BR,2026-06-09T00:00:00
6556,14686,em_transito,2023-11-26T00:00:00,2023-12-06,,Correios,YL671446505BR,2025-06-24T00:00:00
6557,12064,devolvido,2025-08-23T00:00:00,2025-08-28,2025-09-07,Total Express,DQ896179370BR,2026-02-20T00:00:00
6558,12517,entregue,2025-12-19T00:00:00,2025-12-23,2025-12-26,Correios,NL913093773BR,2026-04-27T00:00:00
6559,10864,pendente,2023-11-25T00:00:00,2023-11-28,,FedEx,XH044842301BR,2024-01-31T00:00:00
6560,10402,pendente,2023-01-15T00:00:00,2023-01-24,,Azul Cargo,CB236831604BR,2024-09-22T00:00:00
6561,10539,entregue,2023-06-06T00:00:00,2023-06-10,2023-06-11,Latam Cargo,HJ356983274BR,2023-09-15T00:00:00
6562,11600,em_transito,2023-05-05T00:00:00,2023-05-08,,Azul Cargo,FM864916714BR,2026-04-27T00:00:00
6563,10533,entregue,2023-03-29T00:00:00,2023-04-16,2023-04-14,Latam Cargo,SG460168246BR,2024-05-14T00:00:00
6564,89,em_transito,2023-04-14T00:00:00,2023-05-01,,Loggi,UR728904043BR,2024-11-19T00:00:00
6565,12405,em_transito,2025-07-01T00:00:00,2025-07-04,,Correios,ST017654610BR,2025-09-08T00:00:00
6566,14375,devolvido,2023-03-21T00:00:00,2023-04-07,2023-04-18,Latam Cargo,OX009872124BR,2025-05-19T00:00:00
6567,5131,entregue,2024-07-03T00:00:00,2024-07-07,2024-07-07,DHL,YQ287498764BR,2025-01-28T00:00:00
6568,9594,em_transito,2026-06-08T00:00:00,2026-06-19,,JadLog,KH820036560BR,2026-06-10T00:00:00
6569,3392,entregue,2025-01-08T00:00:00,2025-01-16,2025-01-15,Latam Cargo,EE358917375BR,2025-05-18T00:00:00
6570,14273,em_transito,2026-04-04T00:00:00,2026-04-17,,Latam Cargo,TS612794585BR,2026-05-23T00:00:00
6571,758,entregue,2023-02-07T00:00:00,2023-02-26,2023-02-26,Total Express,KE636602392BR,2025-08-03T00:00:00
6572,3466,entregue,2023-12-11T00:00:00,2023-12-31,2024-01-03,JadLog,DV997901391BR,2024-12-25T00:00:00
6573,5794,devolvido,2024-05-01T00:00:00,2024-05-12,2024-05-21,Loggi,VH136248989BR,2024-08-26T00:00:00
6574,5047,entregue,2024-08-14T00:00:00,2024-09-02,2024-09-01,Azul Cargo,CN027938477BR,2025-03-26T00:00:00
6575,9119,entregue,2024-12-21T00:00:00,2024-12-31,2024-12-30,DHL,VC554077415BR,2025-04-01T00:00:00
6576,10383,pendente,2025-04-08T00:00:00,2025-04-27,,Loggi,PX392867302BR,2026-04-04T00:00:00
6577,14347,pendente,2026-03-04T00:00:00,2026-03-09,,Total Express,NU135635126BR,2026-04-08T00:00:00
6578,5606,pendente,2024-09-29T00:00:00,2024-10-10,,Total Express,NF055545637BR,2026-01-17T00:00:00
6579,11645,entregue,2024-02-12T00:00:00,2024-03-02,2024-03-01,JadLog,CD696433968BR,2024-08-15T00:00:00
6580,3135,em_transito,2025-10-15T00:00:00,2025-11-03,,Loggi,EC128941322BR,2026-03-09T00:00:00
6581,13912,entregue,2024-05-07T00:00:00,2024-05-26,2024-05-28,Azul Cargo,GF416732620BR,2025-10-24T00:00:00
6582,7777,entregue,2026-05-04T00:00:00,2026-05-15,2026-05-14,JadLog,CP047492019BR,2026-06-10T00:00:00
6583,1912,entregue,2026-05-21T00:00:00,2026-06-08,2026-06-07,FedEx,EQ190741856BR,2026-06-10T00:00:00
6584,10837,entregue,2023-01-12T00:00:00,2023-02-01,2023-02-06,JadLog,ED563249860BR,2025-09-10T00:00:00
6585,2258,entregue,2025-03-24T00:00:00,2025-03-27,2025-03-25,Latam Cargo,JA465990401BR,2025-05-07T00:00:00
6586,2144,entregue,2023-06-03T00:00:00,2023-06-10,2023-06-11,DHL,KU350665140BR,2025-06-24T00:00:00
6587,2849,entregue,2025-03-09T00:00:00,2025-03-29,2025-04-03,Total Express,MK280863451BR,2025-06-30T00:00:00
6588,6897,entregue,2025-06-14T00:00:00,2025-06-24,2025-06-25,Azul Cargo,VO855467262BR,2025-09-04T00:00:00
6589,14019,em_transito,2023-03-23T00:00:00,2023-03-26,,JadLog,SZ010610225BR,2025-08-17T00:00:00
6590,4417,entregue,2023-11-15T00:00:00,2023-11-20,2023-11-21,Correios,BF156097642BR,2026-01-19T00:00:00
6591,11769,entregue,2023-11-21T00:00:00,2023-12-06,2023-12-05,FedEx,CU500969251BR,2024-12-20T00:00:00
6592,1031,entregue,2025-10-19T00:00:00,2025-11-08,2025-11-08,DHL,BC736110763BR,2026-02-19T00:00:00
6593,6025,entregue,2024-08-25T00:00:00,2024-09-05,2024-09-07,DHL,QL385454499BR,2024-08-25T00:00:00
6594,13646,pendente,2024-05-29T00:00:00,2024-06-05,,Loggi,UV582817835BR,2025-09-26T00:00:00
6595,2636,entregue,2025-03-17T00:00:00,2025-04-05,2025-04-04,Azul Cargo,LM484670601BR,2025-08-04T00:00:00
6596,9623,entregue,2024-01-23T00:00:00,2024-02-09,2024-02-07,Loggi,NJ347485260BR,2026-04-29T00:00:00
6597,13893,entregue,2023-02-16T00:00:00,2023-02-27,2023-03-03,Total Express,NT368426418BR,2025-07-11T00:00:00
6598,1053,entregue,2024-09-02T00:00:00,2024-09-19,2024-09-18,Total Express,EN315828481BR,2025-01-03T00:00:00
6599,1204,entregue,2023-01-20T00:00:00,2023-02-02,2023-02-07,Total Express,AW946889250BR,2026-05-07T00:00:00
6600,714,pendente,2025-01-06T00:00:00,2025-01-19,,Correios,GS713864053BR,2026-03-16T00:00:00
6601,8928,devolvido,2024-12-18T00:00:00,2025-01-07,2025-01-17,Total Express,TN579859064BR,2026-02-14T00:00:00
6602,14680,entregue,2024-03-17T00:00:00,2024-03-23,2024-03-22,Total Express,PL055862428BR,2026-04-25T00:00:00
6603,14238,devolvido,2025-08-28T00:00:00,2025-09-16,2025-09-28,DHL,VC195808258BR,2025-09-14T00:00:00
6604,2834,entregue,2025-02-24T00:00:00,2025-03-06,2025-03-11,FedEx,HC899594068BR,2025-08-02T00:00:00
6605,5984,entregue,2024-02-11T00:00:00,2024-02-23,2024-02-28,Azul Cargo,BN459471655BR,2024-03-25T00:00:00
6606,7476,entregue,2025-11-17T00:00:00,2025-11-21,2025-11-21,DHL,LR718095496BR,2025-12-18T00:00:00
6607,5070,entregue,2023-10-01T00:00:00,2023-10-13,2023-10-16,DHL,TV365250401BR,2025-09-23T00:00:00
6608,8763,em_transito,2023-02-18T00:00:00,2023-03-05,,Correios,OS613276403BR,2026-06-01T00:00:00
6609,9664,pendente,2023-12-08T00:00:00,2023-12-27,,Total Express,OA556330510BR,2026-06-01T00:00:00
6610,14496,pendente,2025-12-30T00:00:00,2026-01-11,,Total Express,ND773131438BR,2026-05-31T00:00:00
6611,12877,entregue,2024-09-10T00:00:00,2024-09-27,2024-09-25,DHL,JN274959502BR,2025-07-12T00:00:00
6612,12806,entregue,2025-05-13T00:00:00,2025-05-26,2025-05-28,Latam Cargo,VI608579305BR,2026-03-01T00:00:00
6613,5162,entregue,2024-06-17T00:00:00,2024-06-27,2024-06-29,JadLog,NX940510433BR,2024-07-12T00:00:00
6614,11663,devolvido,2023-02-18T00:00:00,2023-03-09,2023-03-21,JadLog,AN107757298BR,2023-12-05T00:00:00
6615,14882,entregue,2025-05-03T00:00:00,2025-05-08,2025-05-09,Total Express,NY926141035BR,2025-08-03T00:00:00
6616,12460,entregue,2024-06-11T00:00:00,2024-06-30,2024-07-05,JadLog,JX406108741BR,2025-02-20T00:00:00
6617,4123,entregue,2025-01-13T00:00:00,2025-01-26,2025-01-25,DHL,WL621051526BR,2026-04-12T00:00:00
6618,10618,entregue,2026-05-07T00:00:00,2026-05-16,2026-05-17,JadLog,TR687097419BR,2026-05-13T00:00:00
6619,2575,entregue,2025-07-05T00:00:00,2025-07-08,2025-07-08,Azul Cargo,BL194979624BR,2026-06-05T00:00:00
6620,10550,em_transito,2025-10-22T00:00:00,2025-11-07,,JadLog,FL706620481BR,2026-06-03T00:00:00
6621,9940,entregue,2024-10-25T00:00:00,2024-11-12,2024-11-13,Latam Cargo,GQ587346108BR,2026-02-11T00:00:00
6622,3904,entregue,2025-04-28T00:00:00,2025-05-05,2025-05-09,Latam Cargo,AI399388622BR,2025-10-12T00:00:00
6623,6994,entregue,2024-10-26T00:00:00,2024-11-12,2024-11-17,Loggi,RD955070244BR,2025-12-10T00:00:00
6624,4417,entregue,2025-04-10T00:00:00,2025-04-26,2025-04-28,JadLog,BG309967699BR,2025-12-20T00:00:00
6625,10340,entregue,2024-05-04T00:00:00,2024-05-23,2024-05-22,Azul Cargo,VS505094959BR,2025-09-30T00:00:00
6626,294,entregue,2025-03-28T00:00:00,2025-04-11,2025-04-15,Correios,IB484575032BR,2025-06-10T00:00:00
6627,14494,entregue,2023-01-11T00:00:00,2023-01-21,2023-01-25,Loggi,DD178699174BR,2026-06-09T00:00:00
6628,10763,pendente,2025-09-24T00:00:00,2025-09-29,,Total Express,YM196640691BR,2026-04-19T00:00:00
6629,12838,entregue,2023-10-14T00:00:00,2023-10-30,2023-10-31,FedEx,HD621933275BR,2025-08-03T00:00:00
6630,12177,devolvido,2024-09-30T00:00:00,2024-10-05,2024-10-11,DHL,SF590904897BR,2025-08-23T00:00:00
6631,10173,entregue,2023-06-04T00:00:00,2023-06-24,2023-06-22,JadLog,WQ771794541BR,2024-02-11T00:00:00
6632,10557,em_transito,2024-08-31T00:00:00,2024-09-14,,JadLog,EO262110422BR,2024-09-18T00:00:00
6633,1268,entregue,2023-11-23T00:00:00,2023-11-30,2023-11-30,DHL,XC054531868BR,2025-06-30T00:00:00
6634,6874,entregue,2023-07-26T00:00:00,2023-08-03,2023-08-05,Loggi,CC650723754BR,2023-08-13T00:00:00
6635,188,entregue,2025-06-02T00:00:00,2025-06-14,2025-06-12,JadLog,DF949273554BR,2025-12-01T00:00:00
6636,2048,entregue,2024-11-24T00:00:00,2024-12-01,2024-12-01,Loggi,GF231855749BR,2025-12-14T00:00:00
6637,7438,entregue,2025-10-07T00:00:00,2025-10-27,2025-10-27,Loggi,HM660311603BR,2026-04-02T00:00:00
6638,7381,entregue,2024-02-17T00:00:00,2024-03-03,2024-03-04,DHL,FW964727992BR,2024-06-01T00:00:00
6639,4306,entregue,2025-08-01T00:00:00,2025-08-13,2025-08-11,Correios,AW515355412BR,2026-02-04T00:00:00
6640,1872,entregue,2024-10-05T00:00:00,2024-10-08,2024-10-12,Azul Cargo,LC206811920BR,2025-06-11T00:00:00
6641,6767,entregue,2023-06-17T00:00:00,2023-06-28,2023-06-28,FedEx,OM950131193BR,2024-05-29T00:00:00
6642,10181,entregue,2024-09-17T00:00:00,2024-09-26,2024-09-30,Azul Cargo,QR213740302BR,2024-12-24T00:00:00
6643,2025,em_transito,2023-10-09T00:00:00,2023-10-22,,JadLog,EM836181650BR,2024-08-16T00:00:00
6644,7402,entregue,2025-04-14T00:00:00,2025-04-27,2025-04-26,FedEx,PT336708130BR,2025-04-26T00:00:00
6645,5943,entregue,2023-12-18T00:00:00,2024-01-01,2024-01-01,DHL,XM987308943BR,2025-12-30T00:00:00
6646,14943,em_transito,2024-03-27T00:00:00,2024-04-03,,Total Express,KW792307671BR,2025-03-19T00:00:00
6647,3294,entregue,2026-04-30T00:00:00,2026-05-04,2026-05-08,Total Express,EO874242029BR,2026-06-08T00:00:00
