id_produto,nome_produto,descricao,preco,estoque,id_categoria,id_fornecedor,marca,peso_kg,updated_at
8813,Oster Plus Autem 9461,Commodi accusamus ipsam cumque laboriosam inventore delectus modi.,4140.93,431,9479,5566,Oster,10.49,2026-05-07T00:00:00
8814,Motorola Max Velit 558,Cumque quasi accusantium optio eligendi laboriosam veritatis esse voluptates vel molestias.,4373.62,210,12632,13516,Motorola,25.76,2025-04-10T00:00:00
8815,Nike Super Laborum 5277,Nam odio quibusdam quia error velit.,711.66,432,12250,13604,Nike,19.02,2024-12-09T00:00:00
8816,Nike Ultra Libero 8002,Nulla nesciunt architecto id placeat pariatur facere repudiandae eaque officia accusamus repellendus eveniet.,3834.65,64,14733,3260,Nike,13.95,2025-11-03T00:00:00
8817,Adidas Max Deleniti 2421,Sequi reprehenderit unde ipsam architecto provident architecto mollitia ab.,1798.26,274,11833,1223,Adidas,18.33,2025-10-22T00:00:00
8818,Multilaser Plus Optio 6403,Quaerat natus dolore totam eligendi adipisci maxime libero.,4806.34,298,4590,3474,Multilaser,2.47,2023-05-16T00:00:00
8819,Adidas Turbo Atque 4582,Laborum animi amet magnam sit perspiciatis consequatur quis.,1083.61,240,8228,8166,Adidas,14.94,2023-02-17T00:00:00
8820,Nike Premium Aliquam 6649,Quasi quisquam voluptatibus vel cupiditate adipisci.,3638.29,308,12085,4280,Nike,12.05,2026-01-20T00:00:00
8821,Apple Smart At 9055,Dolore excepturi tempora reprehenderit excepturi ex maxime corrupti eaque voluptates expedita.,3602.47,471,11816,3610,Apple,14.35,2025-02-23T00:00:00
8822,Sony Pro Aut 7480,Suscipit quis eveniet eos perferendis asperiores repudiandae maiores fugit fuga fugit natus laborum.,3494.75,229,4957,4742,Sony,14.35,2025-06-03T00:00:00
8823,Apple Turbo Labore 8985,Laborum vero laboriosam quod libero harum minus iure assumenda optio debitis.,4244.78,57,9302,9049,Apple,5.74,2023-01-18T00:00:00
8824,Philips Pro Culpa 6127,Unde distinctio recusandae animi voluptatibus labore veritatis consequatur explicabo quos molestias a.,2644.45,445,5090,9649,Philips,5.68,2026-06-11T00:00:00
8825,Oster Super Esse 8310,Repudiandae aspernatur quae perspiciatis incidunt sint asperiores odit tenetur.,2811.92,24,12902,8456,Oster,8.29,2023-01-08T00:00:00
8826,Electrolux Slim Quos 209,Repellat impedit ipsam esse impedit architecto cumque laboriosam.,746.92,164,13095,8362,Electrolux,26.37,2026-04-03T00:00:00
8827,Havaianas Turbo Perferendis 2255,Quos iste perferendis aut animi deserunt sit eaque aliquid.,2226.91,114,13943,7483,Havaianas,10.29,2026-02-16T00:00:00
8828,Mondial Plus Placeat 6619,Perferendis ex ducimus nisi esse eaque nostrum repudiandae maiores.,1608.71,258,5752,7984,Mondial,4.64,2026-01-14T00:00:00
8829,Intelbras Plus Consectetur 3890,Magnam cupiditate fuga soluta fugiat est consectetur.,2623.28,386,13186,7831,Intelbras,0.45,2024-01-15T00:00:00
8830,HP Turbo Expedita 8094,Nemo deleniti praesentium ab aperiam reprehenderit.,219.08,347,5520,13010,HP,18.53,2024-09-10T00:00:00
8831,LG Max Possimus 5751,Ad eaque recusandae fuga quam nemo optio voluptatem dolor.,2988.37,419,8687,3367,LG,20.32,2024-06-05T00:00:00
8832,Dell Max Soluta 7294,Deleniti consequatur eum debitis quidem facere totam commodi quasi.,4499.4,484,4435,14493,Dell,9.11,2024-06-23T00:00:00
8833,Braun Max Iure 604,Dolor odio dolores sed asperiores voluptatum facere labore ab ex ipsa nulla omnis.,260.85,203,1945,10434,Braun,12.34,2025-01-26T00:00:00
8834,Multilaser Ultra Molestiae 641,Iste consequuntur dignissimos dolorum ullam deleniti unde officiis ex ut iste possimus.,730.34,76,7244,9022,Multilaser,5.88,2025-03-16T00:00:00
8835,Positivo Smart Corrupti 2847,Harum fuga ducimus inventore vitae quo optio ut.,600.74,381,2802,9705,Positivo,17.09,2024-03-12T00:00:00
8836,Multilaser Super Harum 408,Totam accusamus nisi fugit accusamus alias praesentium recusandae.,3765.58,355,1981,9487,Multilaser,23.56,2024-02-26T00:00:00
8837,Tramontina Turbo Tempora 8461,Possimus corrupti deserunt nisi laboriosam tempore nihil molestias recusandae nostrum.,2239.8,217,11263,916,Tramontina,5.21,2025-08-19T00:00:00
8838,Mondial Max Perferendis 1819,Dolore culpa dicta mollitia nulla dolores voluptate et consectetur cumque aspernatur architecto nulla.,646.96,309,7616,4862,Mondial,13.71,2025-09-25T00:00:00
8839,Philips Pro Nesciunt 3078,Beatae repudiandae quas et unde eveniet exercitationem natus nostrum voluptas fugit magni.,419.04,120,8826,7551,Philips,9.5,2023-07-21T00:00:00
8840,Braun Smart Autem 3081,Hic dicta tempore reprehenderit itaque deleniti dicta voluptate quaerat odit id vitae atque.,1473.53,16,6472,6657,Braun,0.36,2024-09-14T00:00:00
8841,Panasonic Plus Hic 5479,Quas unde soluta ullam porro rerum magni laudantium magni rem.,1766.72,314,13092,9314,Panasonic,16.7,2023-01-19T00:00:00
8842,Philips Slim Harum 6506,Quaerat recusandae culpa libero eos in aperiam quia.,1259.23,12,11715,12925,Philips,10.51,2024-09-21T00:00:00
8843,Dell Smart Commodi 9759,Libero commodi hic aperiam aliquid ex.,963.48,215,7505,4855,Dell,16.77,2024-04-27T00:00:00
8844,Positivo Ultra Impedit 5616,Nobis earum modi explicabo provident vero facilis reiciendis veritatis reprehenderit unde ab accusantium.,150.93,108,10987,13716,Positivo,22.33,2023-10-29T00:00:00
8845,Adidas Pro Earum 7699,Omnis a enim et distinctio minus possimus eius.,1171.13,174,720,4218,Adidas,12.99,2025-01-19T00:00:00
8846,Panasonic Slim Minus 7359,Impedit quos eveniet eos repellendus maiores expedita molestiae voluptatibus.,4369.25,9,3760,9894,Panasonic,5.61,2025-08-28T00:00:00
8847,LG Smart Blanditiis 5923,Sint libero tempora soluta asperiores numquam mollitia vitae ad quia explicabo.,1764.46,177,1939,5080,LG,4.15,2024-03-20T00:00:00
8848,Electrolux Pro Maxime 3513,Quas eaque neque autem cupiditate illum veritatis perspiciatis.,2456.39,28,1551,12616,Electrolux,23.84,2024-07-09T00:00:00
8849,Electrolux Pro Deserunt 2393,Quibusdam dicta debitis sapiente nostrum corporis esse.,3684.1,10,13159,9528,Electrolux,23.54,2023-12-20T00:00:00
8850,Intelbras Lite Dignissimos 7205,Tempora exercitationem non non accusamus non.,2117.43,130,12579,3716,Intelbras,2.85,2026-05-17T00:00:00
8851,Localfrio Lite Ratione 5439,Suscipit natus animi sunt ratione rerum.,4933.37,433,13538,6921,Localfrio,10.54,2025-05-18T00:00:00
8852,Oster Super Odio 1469,Inventore earum perspiciatis sit ipsa qui reprehenderit quaerat fugit alias vero dolores.,3592.13,222,7779,2614,Oster,14.15,2023-06-15T00:00:00
8853,Tramontina Ultra Quidem 1652,Culpa laborum fugiat et repellendus quae eveniet natus tempora necessitatibus ad sed harum.,3599.16,123,10755,6978,Tramontina,12.23,2026-04-18T00:00:00
8854,Tramontina Ultra Excepturi 5009,Quod tempora illo itaque eaque et.,4540.83,191,6101,5250,Tramontina,2.27,2025-07-13T00:00:00
8855,Motorola Turbo Quidem 8369,Nihil adipisci ut praesentium quos earum.,3978.59,197,2100,9224,Motorola,3.07,2023-11-22T00:00:00
8856,Oster Max Sed 713,At aliquam error repellat qui tempore cum ipsam nam.,3355.07,17,5049,10275,Oster,7.64,2024-04-05T00:00:00
8857,Mondial Plus Veniam 7620,Adipisci accusantium voluptatum repellendus tenetur sequi alias molestiae veritatis cupiditate id.,2316.33,85,11777,3531,Mondial,25.61,2025-03-17T00:00:00
8858,Sony Lite Sapiente 5437,Vero hic ipsa sunt aspernatur dolorem rem assumenda sunt doloribus et pariatur.,2312.91,199,12305,5638,Sony,11.25,2026-03-23T00:00:00
8859,Motorola Turbo Hic 2882,Officia veniam velit numquam beatae sunt.,3687.28,68,13551,10184,Motorola,20.53,2025-01-08T00:00:00
8860,Samsung Ultra Voluptates 2661,Fugit exercitationem commodi laboriosam aperiam ab assumenda.,4379.95,303,4209,4307,Samsung,24.61,2023-09-06T00:00:00
8861,Tramontina Super Impedit 2373,Minima error ut temporibus fuga dolorum pariatur hic magni placeat vero eligendi.,3349.0,387,11116,4561,Tramontina,28.15,2025-05-16T00:00:00
8862,LG Turbo Rerum 3871,Id non minus sequi voluptates sapiente provident tempore.,2394.5,188,1044,2359,LG,11.03,2025-09-12T00:00:00
8863,Braun Lite Hic 2181,Facilis commodi quibusdam libero nesciunt qui porro alias veritatis iure.,1977.73,9,3454,6340,Braun,18.46,2023-01-01T00:00:00
8864,Apple Smart Debitis 5723,Possimus officiis nihil expedita perferendis illo saepe at dolorum nulla repellendus harum ullam.,1767.41,70,1846,5404,Apple,1.39,2025-01-04T00:00:00
8865,Oster Pro Error 6044,Dolores error numquam illo fugiat ipsum odit aliquam deleniti ut.,1149.98,177,9263,106,Oster,8.12,2024-05-27T00:00:00
8866,Multilaser Turbo Consectetur 6227,Animi hic nostrum blanditiis iste consequuntur aspernatur nesciunt voluptate voluptate nesciunt dolore temporibus.,3226.58,201,3289,4779,Multilaser,9.23,2024-02-10T00:00:00
8867,Lenovo Plus Inventore 6423,Numquam unde quidem quis quas quam ab porro.,2366.81,298,2289,12996,Lenovo,22.85,2024-11-05T00:00:00
8868,HP Max Est 6261,Exercitationem tempore saepe eveniet eaque sint at eum iste minima iste porro.,2927.53,492,5987,6277,HP,1.13,2025-07-02T00:00:00
8869,Localfrio Premium Voluptatum 439,Esse eius quis mollitia voluptatibus autem laborum vel ea officiis ut.,2054.19,409,9148,7678,Localfrio,14.14,2023-06-30T00:00:00
8870,Localfrio Super Inventore 4109,Hic sequi beatae dicta recusandae officia soluta voluptatem atque.,1686.33,248,8202,14260,Localfrio,7.77,2024-01-21T00:00:00
8871,LG Premium Vitae 8423,Dolor earum saepe veritatis officiis repellat odit voluptatibus perferendis debitis esse id.,838.13,275,10527,9401,LG,17.3,2024-12-24T00:00:00
8872,Xiaomi Max Nihil 8292,Distinctio quibusdam illo cupiditate nulla suscipit optio reiciendis accusamus minus ut.,3595.46,20,6552,12877,Xiaomi,11.33,2023-09-15T00:00:00
8873,Britânia Premium A 1440,Expedita dolor exercitationem eos reiciendis dicta libero voluptatem tenetur officia rem magni molestias.,1514.56,242,12998,14288,Britânia,9.96,2025-01-15T00:00:00
8874,Britânia Pro Nam 7966,Voluptatem nemo exercitationem dicta ipsum assumenda.,2876.98,1,9131,6415,Britânia,17.51,2023-10-02T00:00:00
8875,Motorola Slim Aspernatur 9045,Ducimus quam eum odio ipsa dolore delectus error quaerat quae asperiores porro explicabo.,3908.12,51,6699,12304,Motorola,11.17,2026-01-29T00:00:00
8876,Philips Slim Maiores 2840,Saepe itaque voluptatum ratione debitis consectetur non vel impedit.,201.17,4,8980,9490,Philips,14.47,2024-02-07T00:00:00
8877,Motorola Ultra Eligendi 5668,Ex quis quos consequuntur ipsum nam aliquid.,1742.38,143,866,12800,Motorola,16.55,2023-01-01T00:00:00
8878,Localfrio Super Inventore 9010,Voluptatum sint ex excepturi voluptates ut vitae consequuntur.,2449.82,134,3365,14591,Localfrio,4.77,2025-12-20T00:00:00
8879,Lenovo Slim Architecto 3982,Mollitia deleniti autem beatae qui atque reiciendis quo.,3700.55,447,5188,7786,Lenovo,14.16,2025-07-12T00:00:00
8880,Adidas Ultra Esse 4596,Quo error placeat esse voluptates odit fugiat iure aperiam magnam architecto.,4807.95,35,5368,1524,Adidas,5.92,2025-07-28T00:00:00
8881,Philips Plus Minus 2878,Rem neque corrupti placeat exercitationem laborum.,1060.13,325,2996,10692,Philips,21.4,2023-11-27T00:00:00
8882,Panasonic Super Sint 6713,Excepturi repellendus perferendis voluptate laboriosam cupiditate alias dolor mollitia maiores suscipit neque fuga.,1794.61,189,12395,8946,Panasonic,17.04,2025-12-26T00:00:00
8883,Dell Premium Quod 4218,Nisi occaecati officia natus esse adipisci quod ad doloremque atque dolores.,757.37,487,3254,12534,Dell,10.62,2023-05-02T00:00:00
8884,HP Plus Ullam 5442,Nostrum porro unde nesciunt asperiores dolorem voluptates expedita.,2257.61,16,9583,10313,HP,11.83,2025-10-09T00:00:00
8885,Localfrio Max Laborum 3405,Officia dolorum libero inventore quae vitae consectetur dolorum at eum quidem cum.,4199.45,146,2013,6251,Localfrio,13.03,2025-06-27T00:00:00
8886,Philips Max Distinctio 5912,Alias odio voluptatibus temporibus reprehenderit dicta quia tenetur magni quasi sed culpa.,4368.57,210,7296,440,Philips,5.89,2023-06-25T00:00:00
8887,Mondial Max Nobis 7208,Perferendis minus assumenda velit magni sunt nostrum aspernatur libero quisquam commodi corporis sit.,810.72,155,689,13121,Mondial,21.39,2025-07-05T00:00:00
8888,Apple Plus Explicabo 2882,Laudantium saepe inventore officia numquam iusto ipsum mollitia quo hic necessitatibus.,2336.91,480,9471,2241,Apple,23.12,2024-12-31T00:00:00
8889,Intelbras Plus Et 3344,Optio impedit veniam ratione rem velit consequuntur maxime possimus voluptatum praesentium.,942.12,496,5408,7170,Intelbras,18.6,2025-11-19T00:00:00
8890,Tramontina Smart Suscipit 4986,Et earum architecto iusto expedita quas voluptas praesentium.,860.53,197,10387,5654,Tramontina,18.13,2025-04-09T00:00:00
8891,Localfrio Lite Adipisci 1717,Aspernatur voluptas ullam fugit pariatur dicta cum reprehenderit recusandae non.,271.84,195,167,7081,Localfrio,16.56,2023-10-13T00:00:00
8892,Localfrio Turbo Facilis 9749,Nostrum fugiat numquam maxime illum id quibusdam at distinctio inventore at laboriosam.,128.17,290,14782,8472,Localfrio,29.86,2025-09-30T00:00:00
8893,Apple Plus Ab 5643,Vel quisquam necessitatibus eveniet harum quis animi neque reprehenderit.,1250.91,55,13470,1983,Apple,20.87,2025-09-30T00:00:00
8894,LG Smart Corrupti 4729,Explicabo soluta doloribus voluptatem similique consectetur repellendus nobis doloremque tempora dolorem quo ut.,3014.09,166,10927,7475,LG,11.37,2025-08-30T00:00:00
8895,Havaianas Smart Enim 2930,Eveniet necessitatibus architecto eaque recusandae recusandae unde aliquid non illo odio officiis.,353.57,283,12679,2972,Havaianas,20.85,2023-06-17T00:00:00
8896,Electrolux Smart Dolorum 7076,Suscipit rerum occaecati cupiditate exercitationem facere libero rerum quos optio.,3299.7,500,2698,575,Electrolux,21.0,2023-10-10T00:00:00
8897,Oster Plus Quasi 6460,Enim doloribus a esse veritatis tempore voluptatem eius.,2681.71,293,11385,1160,Oster,15.75,2026-02-13T00:00:00
8898,Puma Pro Sed 9092,Eum ipsa nobis esse rem dolor aliquam dignissimos esse.,2183.04,480,6245,2979,Puma,13.94,2023-06-14T00:00:00
8899,Dell Slim Dolorum 2789,Vitae quae id velit recusandae molestiae dignissimos nam temporibus.,2740.64,28,4191,3586,Dell,19.75,2025-06-26T00:00:00
8900,Lenovo Ultra In 1256,Asperiores necessitatibus iste iure doloremque maxime in.,1045.82,397,7339,11590,Lenovo,13.39,2023-03-05T00:00:00
8901,Dell Premium Laudantium 6366,Animi nobis voluptas repudiandae perferendis reiciendis culpa.,3816.24,462,10688,14821,Dell,9.82,2023-04-18T00:00:00
8902,Dell Slim Suscipit 505,Aut quaerat numquam fuga itaque distinctio amet aliquid asperiores nihil.,3942.17,259,14192,10621,Dell,23.57,2023-11-17T00:00:00
8903,Multilaser Premium A 6701,Quo nemo dolorum doloremque ut fugiat ipsam.,3857.4,248,9685,11704,Multilaser,7.71,2024-03-07T00:00:00
8904,Puma Slim Eligendi 6748,Fugit consequuntur accusamus minus molestias quaerat magnam.,4103.76,254,12363,13461,Puma,20.59,2023-10-19T00:00:00
8905,Braun Pro Optio 3036,Excepturi officiis id non cupiditate aperiam quaerat ea.,542.85,400,2639,12350,Braun,19.26,2026-01-02T00:00:00
8906,Tramontina Plus Quae 2957,Quisquam quas magnam assumenda fugit quidem sequi temporibus vero.,633.4,182,926,13959,Tramontina,18.99,2023-01-23T00:00:00
8907,HP Smart Ipsa 7591,Possimus unde quasi id maxime voluptatem magni perspiciatis cum fuga laboriosam quos reiciendis.,1403.49,436,1172,12095,HP,27.19,2025-09-05T00:00:00
8908,Samsung Lite Illum 9588,Laborum dicta nemo ipsum distinctio reiciendis voluptas harum labore.,601.73,278,13355,13748,Samsung,19.94,2025-07-12T00:00:00
8909,Multilaser Lite Suscipit 3825,Harum illo excepturi facilis quas assumenda enim.,1846.54,146,497,4697,Multilaser,10.18,2025-10-26T00:00:00
8910,Arno Slim Aspernatur 2751,Neque omnis placeat libero error ipsa perferendis.,1412.47,424,9950,824,Arno,3.32,2025-01-18T00:00:00
8911,Tramontina Ultra Sapiente 3535,Nisi qui fuga ea suscipit sit.,829.19,148,12198,416,Tramontina,26.74,2023-06-15T00:00:00
8912,Lenovo Super Mollitia 8913,Harum esse veniam magnam in soluta est neque maxime sapiente reiciendis laudantium.,2226.61,120,9016,5189,Lenovo,10.69,2024-02-06T00:00:00
8913,Panasonic Lite Expedita 3026,Impedit nisi blanditiis quaerat tempora nobis.,1400.96,367,10108,12251,Panasonic,17.1,2025-10-02T00:00:00
8914,Localfrio Slim Sapiente 3501,Fugiat repellat nostrum laudantium unde corporis tenetur natus nisi voluptate.,1225.93,177,4440,2372,Localfrio,8.87,2023-04-07T00:00:00
8915,Britânia Super Quidem 8006,Doloribus quia necessitatibus enim eaque explicabo in.,2666.37,349,8589,14060,Britânia,10.31,2025-06-02T00:00:00
8916,Adidas Turbo Culpa 5841,Adipisci ullam quam placeat quasi at nostrum architecto suscipit.,3608.39,5,8795,4008,Adidas,8.9,2025-10-13T00:00:00
8917,Havaianas Smart Veniam 3425,Consequatur illo debitis non beatae distinctio numquam saepe accusantium.,2799.31,99,12768,728,Havaianas,12.39,2026-02-04T00:00:00
8918,Sony Pro Quos 4137,Sed quos sed sed quis eaque qui exercitationem quidem facere.,2238.79,33,1704,1978,Sony,14.04,2024-07-28T00:00:00
8919,Oster Premium At 875,Voluptatum doloribus a doloribus reiciendis inventore exercitationem laborum assumenda alias corporis distinctio neque.,4952.79,248,4395,11720,Oster,23.7,2023-01-15T00:00:00
8920,Braun Max Sequi 2952,Sint omnis unde provident laudantium omnis deserunt ea soluta magnam.,3183.77,457,9400,13346,Braun,18.42,2026-05-14T00:00:00
8921,Philips Slim Laudantium 8645,Voluptate suscipit veniam sit quae tempore modi voluptate natus culpa eos nesciunt.,221.85,74,3619,2297,Philips,14.55,2023-04-17T00:00:00
8922,Havaianas Plus Provident 9817,Eius minus excepturi consectetur corrupti animi officia eligendi.,3583.1,335,12969,7525,Havaianas,10.06,2025-10-24T00:00:00
8923,Multilaser Super Debitis 1993,Dolor quos assumenda adipisci ullam repudiandae.,367.53,231,8660,5109,Multilaser,9.42,2026-05-11T00:00:00
8924,Lenovo Smart Repellat 4643,Soluta magni quas qui amet perferendis vero.,4547.98,170,13766,11476,Lenovo,23.44,2026-02-19T00:00:00
8925,Motorola Turbo Magni 6222,Atque mollitia blanditiis sit sapiente quibusdam omnis.,2966.93,416,10543,11894,Motorola,3.45,2024-03-26T00:00:00
8926,Havaianas Pro Nostrum 8438,Illum magnam ducimus et officiis veniam quod.,3279.49,227,2894,11334,Havaianas,29.14,2024-08-28T00:00:00
8927,Mondial Super Reiciendis 8636,Officiis pariatur fugiat ullam recusandae ad.,3322.56,283,9136,7345,Mondial,0.57,2025-11-10T00:00:00
8928,Apple Max Omnis 2741,Aut aperiam tenetur eius quo repellat optio consectetur temporibus neque harum.,791.57,337,14008,7850,Apple,27.44,2023-04-22T00:00:00
8929,Philips Super Minus 5635,Ipsam voluptates temporibus qui aliquam vitae.,1726.27,464,7543,9678,Philips,11.93,2024-05-12T00:00:00
8930,Adidas Plus Vitae 7578,Aspernatur cupiditate unde accusamus ipsum recusandae asperiores.,3756.29,456,8281,11140,Adidas,17.35,2024-06-11T00:00:00
8931,Lenovo Turbo Illum 1470,Repudiandae voluptate voluptates reiciendis reprehenderit nam deserunt.,4170.35,290,11376,1219,Lenovo,23.07,2023-08-24T00:00:00
8932,Positivo Max Voluptatibus 1034,Similique nobis natus soluta sequi facere maxime ab velit voluptas ad odio.,3874.07,61,8339,8136,Positivo,13.06,2024-02-29T00:00:00
8933,Samsung Smart Temporibus 4441,Suscipit saepe id accusantium necessitatibus inventore non officiis laudantium praesentium perferendis earum.,675.67,282,6651,8489,Samsung,16.43,2026-03-23T00:00:00
8934,Tramontina Smart Nobis 5270,Aliquid sit consequatur a explicabo blanditiis voluptates provident debitis praesentium.,3959.32,129,124,13768,Tramontina,28.37,2023-02-21T00:00:00
8935,Adidas Slim Natus 3851,Vitae temporibus hic iste minima facilis neque harum tenetur sed accusamus voluptates.,2736.41,32,8738,9388,Adidas,18.04,2025-07-06T00:00:00
8936,Sony Lite Vero 6421,Quam dolorum nulla non quis nobis corporis ut culpa velit ex.,3954.12,180,7765,14626,Sony,15.03,2023-11-05T00:00:00
8937,Havaianas Slim Vero 9713,Dolorem asperiores quo optio quis culpa minima corrupti veritatis voluptatibus.,4338.9,304,3820,486,Havaianas,12.17,2023-06-09T00:00:00
8938,Apple Turbo Eum 5589,Veritatis minus hic ipsum quod debitis veniam et.,2156.76,176,6093,4886,Apple,8.91,2023-10-01T00:00:00
8939,Panasonic Plus Hic 7277,Inventore quam reprehenderit voluptatem neque magni impedit nesciunt modi iusto saepe.,3363.16,232,11953,9525,Panasonic,0.91,2025-11-22T00:00:00
8940,Apple Pro Ipsam 5979,Voluptate minima explicabo rerum temporibus odit explicabo.,705.23,178,605,12218,Apple,15.37,2024-02-04T00:00:00
8941,Positivo Pro Atque 5813,Optio architecto odio itaque illum aspernatur harum.,2778.09,170,13264,11820,Positivo,28.77,2026-02-02T00:00:00
8942,Adidas Plus Quibusdam 1867,Quaerat magnam adipisci laboriosam totam quaerat totam reiciendis cupiditate reiciendis error quibusdam quibusdam.,1969.91,302,10876,4728,Adidas,21.84,2026-04-30T00:00:00
8943,HP Slim Libero 7798,Ut doloremque eum facere dolorum esse libero quaerat reiciendis aliquam quis.,830.16,103,2767,12938,HP,23.54,2024-02-14T00:00:00
8944,Arno Premium Quo 2584,Quis minima consequatur excepturi minima explicabo molestiae ad porro architecto inventore unde.,4665.58,149,8925,14667,Arno,22.15,2024-08-30T00:00:00
8945,Lenovo Plus Culpa 6416,Beatae beatae officiis fugit corporis dolore odit minus.,2797.97,300,6760,767,Lenovo,9.89,2025-09-24T00:00:00
8946,Philips Max Maxime 4923,Odit perspiciatis impedit officia dolor quisquam.,418.06,54,11635,3296,Philips,13.12,2025-05-15T00:00:00
8947,Panasonic Slim Atque 3603,Magnam perspiciatis sapiente corporis debitis animi quia molestiae cumque ducimus optio.,4118.96,457,1408,4019,Panasonic,26.17,2026-01-21T00:00:00
8948,HP Super Distinctio 4168,Nihil quibusdam assumenda facilis quae unde modi praesentium ducimus.,2809.66,70,8119,3787,HP,18.61,2024-07-27T00:00:00
8949,Xiaomi Lite Aliquam 2102,Iusto quibusdam soluta expedita sequi expedita rem architecto facilis enim corrupti temporibus.,2765.51,372,10709,11614,Xiaomi,14.22,2024-01-21T00:00:00
8950,Puma Lite Distinctio 3091,Et quia atque recusandae ea fugiat saepe accusamus enim laborum cumque numquam.,687.98,26,14510,7647,Puma,29.83,2024-01-05T00:00:00
8951,Britânia Plus Odit 7426,Iusto ipsam minima vel pariatur quo recusandae beatae animi excepturi deleniti tempore.,3111.22,388,11383,2514,Britânia,20.07,2023-01-07T00:00:00
8952,Britânia Slim Debitis 8435,Autem quis quae assumenda voluptate animi corrupti perferendis tempore voluptate.,2757.56,71,2205,415,Britânia,4.27,2023-01-09T00:00:00
8953,Tramontina Ultra Quos 8324,Eum quibusdam nesciunt perspiciatis mollitia esse labore.,2492.52,323,10331,821,Tramontina,10.51,2023-08-06T00:00:00
8954,Nike Slim Aliquam 5594,Iste veniam tenetur voluptates rem fuga accusamus.,2136.89,51,2752,991,Nike,29.59,2023-10-14T00:00:00
8955,Tramontina Premium Consequatur 1193,Reprehenderit dolor corrupti ratione dolorem vitae.,4465.92,280,12306,3077,Tramontina,18.66,2024-10-12T00:00:00
8956,Positivo Plus Vel 4239,Officia inventore molestiae tempora mollitia molestias aliquid incidunt aliquam autem expedita quae magni.,4965.33,424,3339,10342,Positivo,1.69,2024-01-06T00:00:00
8957,Motorola Ultra Perspiciatis 7512,Velit asperiores expedita unde asperiores animi sapiente mollitia repellat unde.,2993.33,341,13568,2097,Motorola,19.06,2023-03-09T00:00:00
8958,Localfrio Ultra Veritatis 8183,Iusto cum possimus magnam voluptatem laudantium voluptates.,3326.88,385,5746,6105,Localfrio,9.52,2026-03-12T00:00:00
8959,Havaianas Plus Quo 349,Ex sit qui eum quidem sequi a nulla officia.,2190.84,338,12446,712,Havaianas,2.68,2025-01-03T00:00:00
8960,Intelbras Lite Vel 2959,Omnis magni iste non nihil eveniet adipisci.,4592.26,136,4492,13501,Intelbras,1.46,2023-03-25T00:00:00
8961,Arno Plus Iste 5338,Saepe ipsam ipsa est quia dolore.,809.62,283,9114,1195,Arno,29.08,2024-10-29T00:00:00
8962,Havaianas Plus Rerum 7784,Fugiat magnam odit iste tempore non nobis sint facilis velit.,1556.19,365,13726,12227,Havaianas,28.99,2024-05-19T00:00:00
8963,Tramontina Ultra Facere 7948,Neque magni corporis provident a odio perferendis amet omnis.,4997.11,6,12713,9571,Tramontina,10.36,2024-05-25T00:00:00
8964,Britânia Max Atque 9855,Assumenda voluptate corporis consectetur ea aspernatur debitis.,276.55,164,3278,12551,Britânia,23.06,2025-07-03T00:00:00
8965,Mondial Plus Maxime 7365,Vitae ipsum maxime ab deleniti vero esse pariatur.,1476.36,335,8522,5448,Mondial,16.33,2024-06-14T00:00:00
8966,LG Pro Cupiditate 3916,Deserunt eaque dolores omnis voluptatum fuga labore magnam alias.,2803.69,414,3317,215,LG,23.08,2024-02-22T00:00:00
8967,Nike Plus Culpa 6202,Iusto eligendi esse accusantium quod commodi.,10.52,494,428,10933,Nike,22.53,2025-01-28T00:00:00
8968,Positivo Premium Quaerat 258,Dolores alias distinctio consequatur veniam nihil laudantium ratione odio est.,4636.54,82,11876,10702,Positivo,20.48,2024-04-15T00:00:00
8969,Tramontina Pro Nemo 7056,Nam maxime labore magni ducimus et accusamus rem dolorum distinctio quidem natus voluptatum ducimus.,1736.27,193,3250,519,Tramontina,26.32,2024-01-28T00:00:00
8970,Panasonic Plus Molestiae 9352,Provident voluptas illum voluptas exercitationem voluptates.,2895.48,464,14359,1187,Panasonic,5.75,2025-10-02T00:00:00
8971,Dell Super Debitis 1607,Ullam aperiam dolorem suscipit inventore sed repellat quod.,1277.25,190,3253,12127,Dell,18.3,2025-04-28T00:00:00
8972,Samsung Plus Quod 8387,Dolore sint dolore laborum ipsum perspiciatis officiis.,803.42,238,7441,9550,Samsung,11.07,2025-02-28T00:00:00
8973,Sony Plus Quibusdam 7638,Quasi repudiandae quas quod vitae harum.,2561.62,60,2575,3614,Sony,3.7,2024-06-12T00:00:00
8974,LG Super Ea 3284,Nam odio qui autem alias possimus laudantium ullam quam et adipisci.,3354.59,29,1655,14833,LG,10.1,2025-12-13T00:00:00
8975,LG Max Animi 7851,Sint ipsam earum saepe ut sed dolor.,3808.09,424,2125,2533,LG,26.1,2023-10-11T00:00:00
8976,Havaianas Plus Labore 2868,Fugiat tenetur nemo omnis voluptate corporis minima inventore labore doloribus eligendi culpa accusantium.,3031.2,313,1441,1180,Havaianas,14.2,2023-03-15T00:00:00
8977,Philips Smart Sequi 6669,Itaque labore eos occaecati voluptas consequatur.,1704.87,343,14371,7008,Philips,7.33,2024-06-19T00:00:00
8978,Apple Max Nesciunt 1358,Ex eos ad unde accusantium aspernatur incidunt et deserunt libero nam eum facilis reiciendis.,3556.71,375,7754,11231,Apple,15.15,2025-01-20T00:00:00
