id_item,id_pedido,id_produto,quantidade,valor_unitario,desconto_percentual,subtotal,updated_at
8401,3480,666,2,899.92,13.0,1565.86,2023-11-20T00:00:00
8402,14027,13585,3,2606.76,7.0,7272.86,2023-10-24T00:00:00
8403,6184,7730,1,268.56,9.0,244.39,2023-12-27T00:00:00
8404,7013,1367,9,1775.95,28.0,11508.16,2024-01-20T00:00:00
8405,11913,14508,2,15.56,26.0,23.03,2026-01-04T00:00:00
8406,9690,1612,6,328.15,23.0,1516.05,2024-09-14T00:00:00
8407,3438,11163,3,2620.14,21.0,6209.73,2025-03-11T00:00:00
8408,3450,12319,3,1762.49,9.0,4811.6,2024-05-02T00:00:00
8409,6724,11943,2,1359.16,17.0,2256.21,2023-06-08T00:00:00
8410,14080,8891,7,1448.26,12.0,8921.28,2023-06-20T00:00:00
8411,5168,4428,10,1198.69,14.0,10308.73,2023-01-07T00:00:00
8412,11976,12212,1,1266.24,28.0,911.69,2024-09-29T00:00:00
8413,12047,14573,5,953.03,17.0,3955.07,2023-05-11T00:00:00
8414,6500,10139,5,1244.21,26.0,4603.58,2026-01-18T00:00:00
8415,10259,32,2,1083.45,21.0,1711.85,2023-01-17T00:00:00
8416,12263,4807,1,1359.1,17.0,1128.05,2026-03-01T00:00:00
8417,14203,14285,3,1037.46,1.0,3081.26,2024-01-18T00:00:00
8418,12549,3538,8,2221.19,20.0,14215.62,2026-02-13T00:00:00
8419,4740,4670,7,2423.42,5.0,16115.74,2026-06-06T00:00:00
8420,5120,13407,10,1488.9,7.0,13846.77,2024-08-19T00:00:00
8421,8021,14336,8,639.57,3.0,4963.06,2025-03-31T00:00:00
8422,14280,6354,9,1925.69,1.0,17157.9,2023-12-18T00:00:00
8423,10269,6152,3,1119.36,21.0,2652.88,2023-05-07T00:00:00
8424,4527,12055,2,1651.41,1.0,3269.79,2025-08-22T00:00:00
8425,297,7236,1,1511.17,20.0,1208.94,2023-12-20T00:00:00
8426,12128,12124,4,2249.11,21.0,7107.19,2026-01-27T00:00:00
8427,12525,6951,9,2998.92,4.0,25910.67,2023-11-22T00:00:00
8428,10656,364,2,257.18,13.0,447.49,2024-07-16T00:00:00
8429,2451,2971,9,2319.67,5.0,19833.18,2024-04-28T00:00:00
8430,2797,11778,2,70.34,3.0,136.46,2025-05-25T00:00:00
8431,8603,3820,2,2598.06,16.0,4364.74,2023-08-07T00:00:00
8432,5211,8901,8,94.34,6.0,709.44,2024-04-08T00:00:00
8433,7033,11836,6,2537.89,1.0,15075.07,2025-04-28T00:00:00
8434,6397,2959,1,2700.18,6.0,2538.17,2024-09-02T00:00:00
8435,11682,4657,7,1867.26,10.0,11763.74,2023-10-10T00:00:00
8436,9887,13461,8,2497.39,12.0,17581.63,2025-01-19T00:00:00
8437,828,13643,10,1655.94,28.0,11922.77,2024-09-09T00:00:00
8438,4004,1229,6,2763.56,26.0,12270.21,2023-04-21T00:00:00
8439,10409,3542,8,244.08,11.0,1737.85,2025-02-07T00:00:00
8440,3713,12144,2,2097.12,29.0,2977.91,2025-10-08T00:00:00
8441,13070,2960,8,249.7,12.0,1757.89,2023-12-07T00:00:00
8442,7621,6290,9,934.73,1.0,8328.44,2024-04-17T00:00:00
8443,7781,5410,10,196.39,9.0,1787.15,2025-05-14T00:00:00
8444,11026,2086,10,2012.04,25.0,15090.3,2024-01-08T00:00:00
8445,8057,1821,9,1812.2,9.0,14841.92,2024-09-22T00:00:00
8446,13466,8609,4,1571.23,10.0,5656.43,2024-07-19T00:00:00
8447,11997,5177,3,1651.1,1.0,4903.77,2026-01-22T00:00:00
8448,5272,5783,6,536.05,22.0,2508.71,2024-10-15T00:00:00
8449,6421,5539,5,2963.81,18.0,12151.62,2024-06-07T00:00:00
8450,1337,12894,8,2118.17,19.0,13725.74,2024-01-20T00:00:00
8451,14390,7060,1,1627.19,15.0,1383.11,2025-06-14T00:00:00
8452,3544,13005,6,104.19,19.0,506.36,2024-06-18T00:00:00
8453,2436,347,2,445.17,10.0,801.31,2026-04-26T00:00:00
8454,9002,13919,7,1834.53,26.0,9502.87,2024-03-18T00:00:00
8455,4408,4562,7,1728.25,26.0,8952.33,2025-12-10T00:00:00
8456,3859,12750,5,1497.29,19.0,6064.02,2025-02-23T00:00:00
8457,5163,9406,6,2242.01,28.0,9685.48,2024-01-12T00:00:00
8458,9668,14545,1,1999.25,13.0,1739.35,2026-04-03T00:00:00
8459,11457,13442,5,1318.5,4.0,6328.8,2023-11-03T00:00:00
8460,9715,80,6,2390.49,25.0,10757.2,2025-11-15T00:00:00
8461,10625,3686,2,1296.88,3.0,2515.95,2025-11-29T00:00:00
8462,6823,13309,6,1726.74,29.0,7355.91,2024-01-21T00:00:00
8463,2555,951,2,1820.69,3.0,3532.14,2024-10-17T00:00:00
8464,5133,6665,10,2914.18,22.0,22730.6,2026-05-13T00:00:00
8465,6825,4923,10,88.11,7.0,819.42,2023-01-29T00:00:00
8466,7770,12659,4,429.83,16.0,1444.23,2024-11-29T00:00:00
8467,6002,6349,2,1345.22,0.0,2690.44,2025-10-25T00:00:00
8468,2187,14277,7,2895.24,21.0,16010.68,2023-10-24T00:00:00
8469,8952,4670,3,1282.58,12.0,3386.01,2023-11-17T00:00:00
8470,6247,4533,5,1081.01,18.0,4432.14,2026-02-16T00:00:00
8471,3585,11272,8,1391.64,16.0,9351.82,2023-09-09T00:00:00
8472,6292,8344,6,428.14,6.0,2414.71,2025-04-09T00:00:00
8473,13660,10053,6,2357.54,29.0,10043.12,2023-02-16T00:00:00
8474,8047,13474,4,1151.6,7.0,4283.95,2024-07-16T00:00:00
8475,2142,5465,1,234.86,17.0,194.93,2025-06-27T00:00:00
8476,2203,4209,2,1233.21,13.0,2145.79,2025-07-14T00:00:00
8477,4439,8770,7,1011.39,25.0,5309.8,2024-06-08T00:00:00
8478,6968,8777,7,989.61,16.0,5818.91,2024-04-16T00:00:00
8479,14055,12704,5,1794.08,6.0,8432.18,2025-03-26T00:00:00
8480,1391,5908,4,2080.86,7.0,7740.8,2025-09-05T00:00:00
8481,5160,7359,5,289.98,26.0,1072.93,2024-06-10T00:00:00
8482,14164,5094,10,2984.72,20.0,23877.76,2023-03-22T00:00:00
8483,14425,6488,1,63.24,8.0,58.18,2023-05-27T00:00:00
8484,1753,1076,7,925.76,27.0,4730.63,2024-11-18T00:00:00
8485,1551,3788,8,1683.42,6.0,12659.32,2025-01-29T00:00:00
8486,436,12531,4,1366.86,4.0,5248.74,2023-10-21T00:00:00
8487,10122,8347,6,2753.23,29.0,11728.76,2023-02-09T00:00:00
8488,40,3336,7,1921.57,9.0,12240.4,2023-07-23T00:00:00
8489,4068,5173,9,411.02,28.0,2663.41,2023-03-19T00:00:00
8490,2265,13501,3,2841.76,19.0,6905.48,2023-12-16T00:00:00
8491,10354,666,8,684.88,23.0,4218.86,2023-07-19T00:00:00
8492,10376,13259,4,1648.11,2.0,6460.59,2024-06-06T00:00:00
8493,5113,4745,1,756.05,25.0,567.04,2024-01-26T00:00:00
8494,2521,8075,2,2998.08,27.0,4377.2,2024-10-30T00:00:00
8495,3311,6743,1,218.42,18.0,179.1,2024-09-08T00:00:00
8496,5392,7332,8,112.14,5.0,852.26,2024-09-01T00:00:00
8497,5919,5174,3,1281.44,15.0,3267.67,2023-11-14T00:00:00
8498,8700,5271,5,1370.94,26.0,5072.48,2026-01-28T00:00:00
8499,9538,4080,6,2078.21,16.0,10474.18,2023-07-28T00:00:00
8500,6264,2084,7,547.63,2.0,3756.74,2024-03-10T00:00:00
8501,7521,5168,2,1267.4,4.0,2433.41,2023-10-18T00:00:00
8502,4004,6195,6,392.06,3.0,2281.79,2025-10-31T00:00:00
8503,232,11128,10,1690.12,20.0,13520.96,2026-02-21T00:00:00
8504,14395,7281,7,245.06,21.0,1355.18,2025-01-01T00:00:00
8505,9482,8380,6,396.72,20.0,1904.26,2023-02-12T00:00:00
8506,7296,2289,6,242.51,17.0,1207.7,2023-05-31T00:00:00
8507,533,2694,6,2980.78,6.0,16811.6,2025-03-18T00:00:00
8508,14960,10924,7,2743.21,7.0,17858.3,2023-07-03T00:00:00
8509,11720,11974,6,634.07,8.0,3500.07,2023-07-04T00:00:00
8510,5949,14515,1,2857.79,5.0,2714.9,2024-09-04T00:00:00
8511,5285,2810,7,449.2,26.0,2326.86,2024-05-28T00:00:00
8512,1841,10544,3,2969.99,18.0,7306.18,2025-01-01T00:00:00
8513,9212,4998,3,1497.4,23.0,3458.99,2023-11-19T00:00:00
8514,14835,10113,1,721.03,16.0,605.67,2025-09-30T00:00:00
8515,12124,3516,5,759.37,20.0,3037.48,2025-12-15T00:00:00
8516,1447,2282,7,764.0,21.0,4224.92,2024-07-19T00:00:00
8517,11305,4859,10,2614.2,8.0,24050.64,2024-09-08T00:00:00
8518,7275,6765,6,1953.46,13.0,10197.06,2023-12-11T00:00:00
8519,697,955,1,2886.98,28.0,2078.63,2024-02-20T00:00:00
8520,11601,6368,10,1795.9,26.0,13289.66,2024-11-03T00:00:00
8521,1466,13349,8,2210.14,9.0,16089.82,2025-05-02T00:00:00
8522,1024,9774,9,44.46,23.0,308.11,2024-02-17T00:00:00
8523,1513,7365,8,347.38,21.0,2195.44,2025-05-20T00:00:00
8524,11693,13682,10,2716.32,27.0,19829.14,2023-09-15T00:00:00
8525,9476,2108,7,406.56,18.0,2333.65,2023-10-25T00:00:00
8526,636,12180,2,823.97,30.0,1153.56,2025-07-17T00:00:00
8527,2645,3388,6,713.58,4.0,4110.22,2025-12-03T00:00:00
8528,13476,13512,3,2048.08,8.0,5652.7,2024-10-23T00:00:00
8529,11844,12829,4,1754.84,3.0,6808.78,2025-01-13T00:00:00
8530,1218,8335,9,786.32,6.0,6652.27,2023-02-16T00:00:00
8531,2515,996,9,74.5,3.0,650.38,2025-12-14T00:00:00
8532,7816,8665,7,1928.37,14.0,11608.79,2025-09-25T00:00:00
8533,3989,8570,10,1596.66,4.0,15327.94,2024-07-16T00:00:00
8534,1968,11226,10,2867.66,28.0,20647.15,2023-06-30T00:00:00
8535,13470,12358,7,2056.05,22.0,11226.03,2023-09-11T00:00:00
8536,12607,4030,5,90.42,20.0,361.68,2025-08-09T00:00:00
8537,5,12842,2,2194.59,21.0,3467.45,2024-03-30T00:00:00
8538,13936,9380,10,244.07,11.0,2172.22,2023-09-05T00:00:00
8539,8618,12990,1,608.37,23.0,468.44,2025-03-03T00:00:00
8540,10233,3356,1,2244.18,8.0,2064.65,2025-01-19T00:00:00
8541,7598,3490,3,2561.72,10.0,6916.64,2026-05-20T00:00:00
8542,2430,10843,2,361.78,4.0,694.62,2024-06-07T00:00:00
8543,2237,9300,10,2965.7,27.0,21649.61,2026-04-30T00:00:00
8544,10978,13537,10,1328.78,14.0,11427.51,2023-08-28T00:00:00
8545,2886,12734,3,1867.61,29.0,3978.01,2025-07-31T00:00:00
8546,12147,2247,9,807.47,5.0,6903.87,2023-08-21T00:00:00
8547,12103,3474,10,1127.49,13.0,9809.16,2025-12-17T00:00:00
8548,11079,2066,9,750.0,22.0,5265.0,2025-04-26T00:00:00
8549,5881,2555,10,406.28,28.0,2925.22,2023-01-05T00:00:00
8550,3365,11090,1,2045.76,21.0,1616.15,2023-09-27T00:00:00
8551,622,10212,8,1306.19,22.0,8150.63,2025-07-19T00:00:00
8552,9673,14891,10,1522.18,24.0,11568.57,2023-01-17T00:00:00
8553,5443,10832,4,210.33,20.0,673.06,2024-07-11T00:00:00
8554,10128,5103,4,636.57,7.0,2368.04,2023-02-26T00:00:00
8555,4075,5627,7,930.64,30.0,4560.14,2026-05-12T00:00:00
8556,9099,6048,6,2208.54,19.0,10733.5,2024-09-13T00:00:00
8557,12950,10516,1,607.05,14.0,522.06,2023-08-09T00:00:00
8558,1613,8117,9,2355.1,26.0,15684.97,2026-01-24T00:00:00
8559,5933,1962,1,998.37,14.0,858.6,2026-03-30T00:00:00
8560,8336,7233,4,2759.04,1.0,10925.8,2023-12-23T00:00:00
8561,14831,7306,10,277.91,21.0,2195.49,2025-07-31T00:00:00
8562,4664,12368,3,2038.82,8.0,5627.14,2025-08-01T00:00:00
8563,13565,3474,6,1146.53,13.0,5984.89,2023-05-29T00:00:00
8564,6690,14736,7,1127.28,9.0,7180.77,2025-08-22T00:00:00
8565,3214,4599,4,168.78,12.0,594.11,2024-04-07T00:00:00
8566,12035,14173,2,1163.79,11.0,2071.55,2023-10-15T00:00:00
8567,11248,4161,9,339.58,12.0,2689.47,2026-01-29T00:00:00
8568,557,6964,7,1180.44,28.0,5949.42,2026-01-17T00:00:00
8569,4494,1583,3,1702.42,16.0,4290.1,2024-02-22T00:00:00
8570,11583,1801,6,2761.92,7.0,15411.51,2023-12-01T00:00:00
8571,8516,12195,5,1229.82,9.0,5595.68,2025-07-23T00:00:00
8572,6057,13473,7,834.78,11.0,5200.68,2025-09-25T00:00:00
8573,9125,12199,2,1846.13,12.0,3249.19,2026-03-25T00:00:00
8574,14347,13681,1,880.79,21.0,695.82,2024-01-15T00:00:00
8575,1818,13699,1,1900.84,26.0,1406.62,2026-05-18T00:00:00
8576,12278,12883,8,2106.59,1.0,16684.19,2026-06-09T00:00:00
8577,12873,5315,6,382.16,17.0,1903.16,2023-02-22T00:00:00
8578,7345,7466,7,967.91,4.0,6504.36,2024-10-13T00:00:00
8579,54,460,2,1550.07,0.0,3100.14,2023-10-23T00:00:00
8580,9746,6635,7,2397.12,4.0,16108.65,2024-11-23T00:00:00
8581,4355,7417,7,645.48,6.0,4247.26,2023-10-06T00:00:00
8582,14960,5633,5,2399.76,16.0,10078.99,2025-03-12T00:00:00
8583,9631,11240,10,2021.62,21.0,15970.8,2025-08-19T00:00:00
8584,8660,1533,10,1730.57,22.0,13498.45,2025-03-16T00:00:00
8585,10078,5911,9,199.31,12.0,1578.54,2023-04-08T00:00:00
8586,7573,9546,6,1470.37,3.0,8557.55,2023-11-02T00:00:00
8587,13914,1750,8,1462.44,26.0,8657.64,2023-07-20T00:00:00
8588,13271,4310,6,444.37,30.0,1866.35,2023-11-12T00:00:00
8589,6253,11064,2,116.11,5.0,220.61,2024-06-12T00:00:00
8590,12637,1192,8,2061.2,4.0,15830.02,2023-12-30T00:00:00
8591,251,7492,7,249.74,24.0,1328.62,2025-05-29T00:00:00
8592,6873,11604,8,1715.0,5.0,13034.0,2024-12-08T00:00:00
8593,11758,13830,6,1653.85,20.0,7938.48,2025-07-06T00:00:00
8594,14696,331,3,1145.05,28.0,2473.31,2026-05-18T00:00:00
8595,3893,12499,4,2364.93,6.0,8892.14,2023-03-29T00:00:00
8596,14806,3535,10,2150.21,0.0,21502.1,2023-11-30T00:00:00
8597,14108,14695,8,1320.48,6.0,9930.01,2025-11-07T00:00:00
8598,2304,14169,4,1024.82,4.0,3935.31,2023-03-02T00:00:00
8599,2884,3321,2,2607.1,9.0,4744.92,2025-02-18T00:00:00
8600,9070,451,1,1923.82,11.0,1712.2,2025-07-19T00:00:00
8601,7752,1334,10,1544.02,23.0,11888.95,2026-05-06T00:00:00
8602,11644,11122,7,995.16,8.0,6408.83,2024-06-13T00:00:00
8603,12048,4647,3,1953.43,19.0,4746.83,2024-09-11T00:00:00
8604,12839,9989,9,1123.46,14.0,8695.58,2026-01-19T00:00:00
8605,8428,4514,7,1231.95,28.0,6209.03,2023-10-26T00:00:00
8606,7730,1608,6,1435.75,22.0,6719.31,2025-02-20T00:00:00
8607,13525,14690,9,2650.3,20.0,19082.16,2026-02-19T00:00:00
8608,3991,14207,5,2076.56,6.0,9759.83,2023-10-23T00:00:00
8609,14182,10187,4,2522.02,1.0,9987.2,2025-01-09T00:00:00
8610,13861,10261,8,1114.68,4.0,8560.74,2024-11-13T00:00:00
8611,1280,3118,10,2471.1,27.0,18039.03,2025-10-04T00:00:00
8612,8428,7371,9,795.15,20.0,5725.08,2023-10-25T00:00:00
8613,9459,3546,7,2146.91,16.0,12623.83,2025-02-25T00:00:00
8614,14712,1402,6,1737.67,14.0,8966.38,2025-07-04T00:00:00
8615,5117,11650,10,1566.5,10.0,14098.5,2025-08-29T00:00:00
8616,9231,7159,10,846.22,4.0,8123.71,2026-03-27T00:00:00
8617,6660,6596,4,366.44,1.0,1451.1,2025-11-14T00:00:00
8618,7641,3973,10,2886.32,28.0,20781.5,2025-03-20T00:00:00
8619,8840,6608,2,505.4,4.0,970.37,2025-04-23T00:00:00
8620,9352,12726,7,2084.3,13.0,12693.39,2023-06-20T00:00:00
8621,11209,10367,9,882.24,15.0,6749.14,2025-05-18T00:00:00
8622,12688,4833,5,2677.21,7.0,12449.03,2023-11-23T00:00:00
8623,4977,10995,9,2461.64,10.0,19939.28,2024-11-12T00:00:00
8624,6758,1011,7,683.36,7.0,4448.67,2023-05-12T00:00:00
8625,2117,7149,9,2529.21,18.0,18665.57,2023-07-08T00:00:00
8626,4617,561,2,2936.55,25.0,4404.83,2025-02-09T00:00:00
8627,1414,388,6,2626.66,8.0,14499.16,2025-09-29T00:00:00
8628,6611,5953,9,2080.19,8.0,17223.97,2025-06-13T00:00:00
8629,12902,458,7,950.53,7.0,6187.95,2024-05-24T00:00:00
8630,9126,2055,3,2028.29,26.0,4502.8,2024-05-30T00:00:00
8631,12549,2474,9,1601.24,17.0,11961.26,2025-03-23T00:00:00
8632,10032,4950,10,175.05,21.0,1382.89,2023-09-13T00:00:00
8633,7262,10471,8,877.01,17.0,5823.35,2024-01-25T00:00:00
8634,14945,11200,8,2018.79,10.0,14535.29,2025-08-09T00:00:00
8635,14888,13764,7,1995.02,18.0,11451.41,2023-01-02T00:00:00
8636,9012,4311,8,794.86,16.0,5341.46,2025-02-18T00:00:00
8637,7670,10866,8,2977.84,27.0,17390.59,2024-10-03T00:00:00
8638,10213,12556,4,2149.06,23.0,6619.1,2025-12-05T00:00:00
8639,12313,6821,9,426.38,24.0,2916.44,2026-03-12T00:00:00
8640,12683,5249,1,2592.08,21.0,2047.74,2025-06-22T00:00:00
8641,9363,10599,10,315.0,2.0,3087.0,2026-05-29T00:00:00
8642,5389,11005,6,876.85,14.0,4524.55,2023-11-22T00:00:00
8643,2703,14493,10,2156.01,18.0,17679.28,2023-10-27T00:00:00
8644,13695,5373,2,170.75,16.0,286.86,2023-06-17T00:00:00
8645,4408,6520,7,2186.78,18.0,12552.12,2025-06-17T00:00:00
8646,5510,10856,4,1464.74,4.0,5624.6,2024-05-16T00:00:00
8647,8823,12889,4,898.46,22.0,2803.2,2024-10-25T00:00:00
8648,11310,9299,5,1802.67,5.0,8562.68,2026-03-12T00:00:00
8649,8873,11278,7,2410.23,6.0,15859.31,2025-01-28T00:00:00
8650,12153,8611,10,2466.82,17.0,20474.61,2023-03-28T00:00:00
8651,6417,3678,1,2150.12,8.0,1978.11,2023-06-23T00:00:00
8652,4246,13267,1,2165.55,28.0,1559.2,2024-03-25T00:00:00
8653,10080,12355,8,448.01,11.0,3189.83,2024-03-24T00:00:00
8654,9557,6200,10,2530.29,3.0,24543.81,2023-01-06T00:00:00
8655,9562,5274,3,787.82,26.0,1748.96,2023-09-25T00:00:00
8656,14523,9017,6,1613.52,7.0,9003.44,2023-06-12T00:00:00
8657,3225,9991,7,74.68,19.0,423.44,2025-03-10T00:00:00
8658,24,2295,7,2145.09,12.0,13213.75,2024-04-02T00:00:00
8659,1567,7044,1,1190.32,13.0,1035.58,2025-12-27T00:00:00
8660,2295,910,2,1421.66,7.0,2644.29,2024-08-12T00:00:00
8661,10048,3896,1,503.95,30.0,352.76,2024-11-17T00:00:00
8662,10279,1001,4,2209.07,18.0,7245.75,2023-09-29T00:00:00
8663,6714,3043,8,1958.7,2.0,15356.21,2026-05-11T00:00:00
8664,10701,9661,1,2750.84,26.0,2035.62,2024-07-25T00:00:00
8665,4588,3642,3,2866.49,15.0,7309.55,2023-06-17T00:00:00
8666,3635,4653,9,1205.55,1.0,10741.45,2025-12-21T00:00:00
8667,8916,5350,10,2639.86,23.0,20326.92,2023-08-07T00:00:00
8668,7408,10390,9,2582.9,11.0,20689.03,2023-04-20T00:00:00
8669,1094,13907,9,2535.37,5.0,21677.41,2023-01-24T00:00:00
8670,1967,7310,4,504.19,12.0,1774.75,2023-09-07T00:00:00
8671,8605,14566,8,1057.15,12.0,7442.34,2024-10-18T00:00:00
8672,14652,13175,1,2602.85,26.0,1926.11,2024-05-04T00:00:00
8673,2293,8164,1,2708.91,20.0,2167.13,2023-09-01T00:00:00
8674,12947,10824,6,535.86,11.0,2861.49,2023-05-16T00:00:00
8675,9211,3333,3,2880.45,12.0,7604.39,2026-02-18T00:00:00
8676,11547,11474,1,1291.58,9.0,1175.34,2024-03-26T00:00:00
8677,10085,9025,3,2507.36,8.0,6920.31,2023-12-11T00:00:00
8678,8402,1647,3,2470.78,7.0,6893.48,2024-08-30T00:00:00
8679,11788,6623,3,726.86,13.0,1897.1,2023-03-16T00:00:00
8680,6443,4106,4,2550.17,10.0,9180.61,2025-02-27T00:00:00
8681,190,4545,8,1662.69,26.0,9843.12,2026-02-22T00:00:00
8682,7752,3217,6,2732.02,14.0,14097.22,2024-02-19T00:00:00
8683,10648,13230,2,53.39,16.0,89.7,2025-10-15T00:00:00
8684,2098,2014,10,863.43,9.0,7857.21,2025-07-23T00:00:00
8685,343,4124,1,669.96,5.0,636.46,2025-07-01T00:00:00
8686,6905,3897,2,2107.31,13.0,3666.72,2023-10-09T00:00:00
8687,10235,13829,4,935.12,16.0,3142.0,2024-10-17T00:00:00
8688,9920,3131,7,1543.99,18.0,8862.5,2023-07-05T00:00:00
8689,10359,13462,5,1739.42,7.0,8088.3,2025-02-08T00:00:00
8690,9675,794,7,1777.46,10.0,11198.0,2025-02-21T00:00:00
8691,4647,12260,4,1463.84,23.0,4508.63,2023-06-07T00:00:00
8692,12370,11795,2,1872.96,20.0,2996.74,2023-10-17T00:00:00
8693,5758,10709,4,47.98,28.0,138.18,2024-08-09T00:00:00
8694,6264,263,5,1742.32,26.0,6446.58,2024-06-28T00:00:00
8695,6816,12698,7,239.04,28.0,1204.76,2024-08-25T00:00:00
8696,5062,13594,1,2081.68,0.0,2081.68,2023-01-30T00:00:00
8697,4102,7707,9,1583.13,1.0,14105.69,2023-08-03T00:00:00
8698,9314,1925,9,323.47,28.0,2096.09,2024-07-20T00:00:00
8699,195,3165,3,1770.77,3.0,5152.94,2023-11-07T00:00:00
8700,9951,5423,10,467.95,11.0,4164.76,2023-11-22T00:00:00
8701,7716,6350,4,1460.32,11.0,5198.74,2023-07-27T00:00:00
8702,985,14924,8,2364.11,9.0,17210.72,2024-05-02T00:00:00
8703,12932,12256,6,2773.5,19.0,13479.21,2026-03-17T00:00:00
8704,13943,8402,10,1867.72,28.0,13447.58,2023-02-21T00:00:00
8705,1940,14673,1,2707.34,21.0,2138.8,2024-10-17T00:00:00
8706,3322,2623,9,2905.13,7.0,24315.94,2026-05-08T00:00:00
8707,7402,3556,9,244.73,25.0,1651.93,2026-01-16T00:00:00
8708,2004,2122,7,1164.7,8.0,7500.67,2025-08-29T00:00:00
8709,5065,770,8,1103.84,6.0,8300.88,2024-02-15T00:00:00
8710,8564,5718,6,702.68,7.0,3920.95,2024-07-31T00:00:00
8711,4682,10502,6,194.72,18.0,958.02,2023-11-28T00:00:00
8712,4946,4823,3,295.03,30.0,619.56,2024-01-01T00:00:00
8713,8296,11365,5,1390.3,10.0,6256.35,2024-07-30T00:00:00
8714,3301,63,3,1398.72,6.0,3944.39,2025-09-02T00:00:00
8715,3759,953,9,1364.57,6.0,11544.26,2023-05-10T00:00:00
8716,11422,1129,9,2632.19,15.0,20136.25,2025-10-24T00:00:00
8717,9065,5212,9,1389.86,10.0,11257.87,2024-04-19T00:00:00
8718,6945,2927,2,791.3,3.0,1535.12,2023-04-03T00:00:00
8719,10106,7852,6,367.67,1.0,2183.96,2023-12-04T00:00:00
8720,11802,14237,7,384.28,25.0,2017.47,2025-04-09T00:00:00
8721,4089,9222,7,2227.56,3.0,15125.13,2025-04-12T00:00:00
8722,9641,6887,5,1372.12,18.0,5625.69,2025-02-21T00:00:00
8723,9663,8180,7,2469.45,12.0,15211.81,2023-12-21T00:00:00
8724,6739,8175,5,1111.54,2.0,5446.55,2024-05-09T00:00:00
8725,13495,10086,2,1361.37,27.0,1987.6,2025-11-11T00:00:00
8726,14557,13965,2,1974.47,29.0,2803.75,2025-12-13T00:00:00
8727,14954,1131,4,2769.83,28.0,7977.11,2023-04-23T00:00:00
8728,12843,11735,4,2872.2,26.0,8501.71,2023-11-23T00:00:00
8729,13466,3934,3,40.35,12.0,106.52,2025-12-24T00:00:00
8730,2954,10520,8,2884.82,3.0,22386.2,2026-03-28T00:00:00
8731,151,9390,4,1511.0,21.0,4774.76,2024-06-03T00:00:00
8732,4436,10001,10,307.84,3.0,2986.05,2025-01-02T00:00:00
8733,10809,4971,6,2041.88,15.0,10413.59,2023-02-13T00:00:00
8734,11628,13737,2,1213.96,23.0,1869.5,2024-02-25T00:00:00
8735,12606,5375,5,942.8,3.0,4572.58,2024-10-18T00:00:00
8736,432,4424,9,1238.13,2.0,10920.31,2025-08-28T00:00:00
8737,7988,8329,4,864.88,26.0,2560.04,2023-03-11T00:00:00
8738,1522,6145,7,2458.78,27.0,12564.37,2025-01-12T00:00:00
8739,10244,1186,5,2716.38,0.0,13581.9,2024-11-06T00:00:00
8740,7876,1839,6,73.33,25.0,329.99,2024-02-07T00:00:00
8741,2466,14098,7,1361.22,10.0,8575.69,2025-08-25T00:00:00
8742,10301,6058,4,531.91,8.0,1957.43,2023-11-30T00:00:00
8743,12581,2384,2,2636.49,7.0,4903.87,2024-03-16T00:00:00
8744,14234,8070,7,1158.47,15.0,6892.9,2025-11-12T00:00:00
8745,9287,4200,6,1005.4,15.0,5127.54,2025-04-18T00:00:00
8746,11665,14515,4,853.64,24.0,2595.07,2023-09-10T00:00:00
8747,2768,3947,8,2711.94,14.0,18658.15,2024-11-07T00:00:00
8748,2491,12375,1,510.96,23.0,393.44,2025-10-10T00:00:00
8749,10966,7606,7,1100.65,1.0,7627.5,2025-05-29T00:00:00
8750,6529,5249,1,72.9,20.0,58.32,2025-09-05T00:00:00
8751,5824,2716,3,2305.59,18.0,5671.75,2026-04-03T00:00:00
8752,13850,6599,8,829.47,5.0,6303.97,2025-04-02T00:00:00
8753,11631,14560,5,1120.81,4.0,5379.89,2024-01-13T00:00:00
8754,6706,11742,4,1110.68,13.0,3865.17,2025-11-09T00:00:00
8755,4280,4788,8,709.94,7.0,5281.95,2023-05-14T00:00:00
8756,109,567,6,2835.09,16.0,14288.85,2025-04-11T00:00:00
8757,11729,852,8,2956.65,4.0,22707.07,2026-01-28T00:00:00
8758,3273,14605,3,884.67,28.0,1910.89,2025-05-06T00:00:00
8759,2307,10466,8,1172.43,1.0,9285.65,2023-08-08T00:00:00
8760,11780,4656,3,2320.15,17.0,5777.17,2026-03-25T00:00:00
8761,11138,12318,3,613.12,25.0,1379.52,2023-12-15T00:00:00
8762,932,752,6,308.25,18.0,1516.59,2023-11-13T00:00:00
8763,62,11359,1,2171.15,18.0,1780.34,2023-08-12T00:00:00
8764,5449,14277,9,96.7,9.0,791.97,2024-09-19T00:00:00
8765,2107,3933,7,1635.04,11.0,10186.3,2025-10-29T00:00:00
8766,6409,2023,7,1454.13,3.0,9873.54,2024-04-11T00:00:00
8767,11597,3587,7,1406.6,8.0,9058.5,2023-01-06T00:00:00
8768,4574,12340,7,1261.69,10.0,7948.65,2025-08-24T00:00:00
8769,8900,9290,5,1889.22,11.0,8407.03,2026-01-30T00:00:00
8770,11046,5208,9,1751.88,11.0,14032.56,2025-04-24T00:00:00
8771,656,3573,2,1358.25,20.0,2173.2,2023-09-30T00:00:00
8772,2405,7059,4,2806.87,29.0,7971.51,2023-08-23T00:00:00
