id_avaliacao,id_pedido,id_cliente,id_produto,nota,comentario,data_avaliacao,updated_at
7831,2057,10812,7170,5,Atendimento incrível e produto top!,2025-07-28T00:00:00,2026-03-15T00:00:00
7832,1307,7045,6791,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-02-13T00:00:00,2026-03-05T00:00:00
7833,10338,9583,9585,5,Comprei e já quero comprar de novo. Perfeito!,2025-06-15T00:00:00,2026-03-08T00:00:00
7834,5561,6284,2670,5,Atendimento incrível e produto top!,2026-04-08T00:00:00,2026-04-22T00:00:00
7835,3454,7354,14706,5,Atendimento incrível e produto top!,2024-01-05T00:00:00,2026-02-10T00:00:00
7836,13817,14811,6242,5,"Produto excelente, superou minhas expectativas!",2024-03-27T00:00:00,2025-03-18T00:00:00
7837,8101,7434,5553,5,Entrega rápida e produto de ótima qualidade.,2024-02-03T00:00:00,2026-05-06T00:00:00
7838,2815,8475,7353,5,Comprei e já quero comprar de novo. Perfeito!,2025-09-22T00:00:00,2025-11-29T00:00:00
7839,11523,2909,7263,4,"Produto excelente, superou minhas expectativas!",2023-10-09T00:00:00,2024-08-03T00:00:00
7840,8000,8392,13054,5,"Muito satisfeito com a compra, recomendo!",2024-03-11T00:00:00,2024-06-01T00:00:00
7841,4110,13992,1263,4,"Produto conforme descrito, embalagem perfeita.",2023-06-02T00:00:00,2024-08-22T00:00:00
7842,1416,13788,8707,5,Atendimento incrível e produto top!,2026-05-17T00:00:00,2026-05-20T00:00:00
7843,13965,6846,13244,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-06-01T00:00:00,2026-06-03T00:00:00
7844,8068,4756,8811,2,"Produto com defeito, decepcionante.",2023-12-08T00:00:00,2024-07-13T00:00:00
7845,8672,1274,8380,5,Entrega rápida e produto de ótima qualidade.,2023-09-17T00:00:00,2026-04-07T00:00:00
7846,7362,6976,2211,5,"Produto excelente, superou minhas expectativas!",2023-10-12T00:00:00,2025-02-10T00:00:00
7847,8848,13746,3039,5,Comprei e já quero comprar de novo. Perfeito!,2023-02-18T00:00:00,2025-05-04T00:00:00
7848,772,12170,7433,4,Entrega rápida e produto de ótima qualidade.,2023-03-23T00:00:00,2026-02-05T00:00:00
7849,1916,1664,13210,5,Entrega rápida e produto de ótima qualidade.,2024-01-25T00:00:00,2024-06-27T00:00:00
7850,12077,9386,4196,5,Atendimento incrível e produto top!,2023-12-13T00:00:00,2025-06-12T00:00:00
7851,6915,3096,12041,5,"Produto excelente, superou minhas expectativas!",2025-01-27T00:00:00,2025-04-30T00:00:00
7852,7045,929,9864,4,"Muito satisfeito com a compra, recomendo!",2025-10-15T00:00:00,2026-03-22T00:00:00
7853,14504,14367,319,5,Entrega rápida e produto de ótima qualidade.,2023-12-25T00:00:00,2025-03-14T00:00:00
7854,7543,3340,1361,5,Comprei e já quero comprar de novo. Perfeito!,2025-10-19T00:00:00,2026-01-31T00:00:00
7855,2493,1494,1958,4,"Produto conforme descrito, embalagem perfeita.",2026-03-27T00:00:00,2026-04-08T00:00:00
7856,2408,6400,10137,5,Comprei e já quero comprar de novo. Perfeito!,2023-04-13T00:00:00,2026-01-25T00:00:00
7857,1594,8368,10751,3,"Produto ok, dentro do esperado.",2024-05-29T00:00:00,2025-03-28T00:00:00
7858,10993,4092,6931,4,Comprei e já quero comprar de novo. Perfeito!,2025-03-04T00:00:00,2026-01-26T00:00:00
7859,9947,5816,4363,5,"Muito satisfeito com a compra, recomendo!",2023-07-28T00:00:00,2025-04-01T00:00:00
7860,4752,10749,1475,5,"Produto excelente, superou minhas expectativas!",2024-04-09T00:00:00,2024-06-12T00:00:00
7861,13367,17,576,3,"Produto ok, dentro do esperado.",2025-02-05T00:00:00,2025-04-04T00:00:00
7862,8693,327,14551,1,Qualidade muito abaixo do esperado.,2023-05-26T00:00:00,2023-05-30T00:00:00
7863,10349,1221,8775,1,"Não recomendo, produto diferente do anunciado.",2025-03-29T00:00:00,2026-05-14T00:00:00
7864,8729,3593,13522,4,"Produto excelente, superou minhas expectativas!",2023-11-07T00:00:00,2024-11-08T00:00:00
7865,3345,9752,5514,3,Qualidade mediana pelo preço cobrado.,2025-12-10T00:00:00,2026-03-30T00:00:00
7866,1610,6809,9703,3,"Poderia ter mais opções, mas está bom.",2026-05-25T00:00:00,2026-06-01T00:00:00
7867,8889,14535,13967,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-04-04T00:00:00,2025-05-06T00:00:00
7868,12339,1013,11384,5,"Produto excelente, superou minhas expectativas!",2024-09-18T00:00:00,2026-03-18T00:00:00
7869,337,2792,6914,4,Atendimento incrível e produto top!,2025-03-14T00:00:00,2025-08-24T00:00:00
7870,11718,13812,8721,3,"Poderia ter mais opções, mas está bom.",2025-09-13T00:00:00,2025-10-04T00:00:00
7871,13899,14122,13164,1,Demorou muito para chegar e veio errado.,2023-12-01T00:00:00,2024-04-18T00:00:00
7872,5909,2778,6153,5,"Produto conforme descrito, embalagem perfeita.",2023-10-04T00:00:00,2025-04-10T00:00:00
7873,12026,1118,5789,5,"Produto excelente, superou minhas expectativas!",2024-09-09T00:00:00,2026-01-15T00:00:00
7874,6819,4426,8147,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-12-20T00:00:00,2025-10-02T00:00:00
7875,5050,7958,8049,1,Qualidade muito abaixo do esperado.,2024-04-13T00:00:00,2024-05-08T00:00:00
7876,14782,4788,8247,2,Qualidade muito abaixo do esperado.,2024-12-29T00:00:00,2025-12-09T00:00:00
7877,12170,5617,647,5,"Muito satisfeito com a compra, recomendo!",2024-01-17T00:00:00,2025-02-01T00:00:00
7878,12107,6892,8428,4,"Muito satisfeito com a compra, recomendo!",2023-02-16T00:00:00,2023-10-17T00:00:00
7879,7826,6195,960,5,"Produto excelente, superou minhas expectativas!",2023-07-21T00:00:00,2025-07-24T00:00:00
7880,8623,9544,581,4,Entrega rápida e produto de ótima qualidade.,2025-10-03T00:00:00,2026-01-23T00:00:00
7881,11796,6582,9067,2,Qualidade muito abaixo do esperado.,2025-09-04T00:00:00,2026-04-04T00:00:00
7882,334,9983,300,4,Atendimento incrível e produto top!,2025-09-05T00:00:00,2025-12-03T00:00:00
7883,9873,1225,14377,4,Comprei e já quero comprar de novo. Perfeito!,2023-02-13T00:00:00,2025-05-02T00:00:00
7884,13873,6478,4210,4,Entrega rápida e produto de ótima qualidade.,2025-09-03T00:00:00,2025-10-29T00:00:00
7885,8064,5081,10804,4,Entrega rápida e produto de ótima qualidade.,2024-02-08T00:00:00,2025-05-14T00:00:00
7886,13584,12437,6522,4,Atendimento incrível e produto top!,2023-07-12T00:00:00,2025-08-29T00:00:00
7887,8129,13469,1678,3,"Produto ok, dentro do esperado.",2024-11-16T00:00:00,2024-12-29T00:00:00
7888,11619,9996,3083,4,Entrega rápida e produto de ótima qualidade.,2023-04-20T00:00:00,2024-08-17T00:00:00
7889,8813,12129,9473,3,"Nada de mais, mas cumpre o que promete.",2026-02-24T00:00:00,2026-03-06T00:00:00
7890,8407,7203,11893,4,"Produto conforme descrito, embalagem perfeita.",2024-02-11T00:00:00,2024-11-24T00:00:00
7891,8017,11076,11559,5,"Produto conforme descrito, embalagem perfeita.",2024-03-17T00:00:00,2024-04-11T00:00:00
7892,13441,10220,13730,2,Demorou muito para chegar e veio errado.,2024-07-23T00:00:00,2024-10-18T00:00:00
7893,6065,9688,14805,5,"Muito satisfeito com a compra, recomendo!",2024-03-05T00:00:00,2025-07-14T00:00:00
7894,14683,5177,11639,5,Atendimento incrível e produto top!,2024-10-29T00:00:00,2025-02-04T00:00:00
7895,1524,7417,2711,5,Comprei e já quero comprar de novo. Perfeito!,2025-07-31T00:00:00,2026-06-10T00:00:00
7896,300,9778,14511,5,Atendimento incrível e produto top!,2024-05-12T00:00:00,2024-10-05T00:00:00
7897,9490,13876,10838,5,"Produto conforme descrito, embalagem perfeita.",2026-05-25T00:00:00,2026-06-11T00:00:00
7898,14137,6930,14613,5,Entrega rápida e produto de ótima qualidade.,2025-12-24T00:00:00,2025-12-25T00:00:00
7899,6870,13814,12269,2,"Não recomendo, produto diferente do anunciado.",2025-12-11T00:00:00,2026-03-22T00:00:00
7900,12534,9647,10569,4,"Muito satisfeito com a compra, recomendo!",2023-08-17T00:00:00,2025-06-06T00:00:00
7901,3300,6105,12199,3,Qualidade mediana pelo preço cobrado.,2025-03-25T00:00:00,2026-02-02T00:00:00
7902,8858,14822,4213,4,Comprei e já quero comprar de novo. Perfeito!,2025-08-02T00:00:00,2026-03-11T00:00:00
7903,1157,4392,9217,5,"Produto excelente, superou minhas expectativas!",2025-07-13T00:00:00,2026-05-24T00:00:00
7904,12924,8550,11972,5,"Muito satisfeito com a compra, recomendo!",2023-03-06T00:00:00,2025-07-08T00:00:00
7905,12786,1490,9118,5,Atendimento incrível e produto top!,2024-03-13T00:00:00,2024-12-08T00:00:00
7906,10493,10048,1024,5,Comprei e já quero comprar de novo. Perfeito!,2024-01-05T00:00:00,2025-12-29T00:00:00
7907,12718,9987,13551,4,"Produto excelente, superou minhas expectativas!",2023-06-28T00:00:00,2025-02-16T00:00:00
7908,693,8606,10714,2,"Péssima experiência, não voltarei a comprar.",2026-02-05T00:00:00,2026-05-30T00:00:00
7909,14839,5728,5207,4,"Produto conforme descrito, embalagem perfeita.",2024-02-03T00:00:00,2024-12-22T00:00:00
7910,2832,5449,5685,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-02-16T00:00:00,2025-12-02T00:00:00
7911,14675,9103,9545,4,"Muito satisfeito com a compra, recomendo!",2024-01-05T00:00:00,2025-02-08T00:00:00
7912,13257,13141,663,2,"Péssima experiência, não voltarei a comprar.",2024-06-29T00:00:00,2024-08-16T00:00:00
7913,9369,9912,2565,3,"Nada de mais, mas cumpre o que promete.",2025-02-24T00:00:00,2025-12-28T00:00:00
7914,67,7308,10027,4,"Produto conforme descrito, embalagem perfeita.",2023-04-21T00:00:00,2024-05-08T00:00:00
7915,12096,8134,1414,4,"Produto excelente, superou minhas expectativas!",2024-08-30T00:00:00,2026-03-03T00:00:00
7916,10522,14113,7976,2,Qualidade muito abaixo do esperado.,2023-08-11T00:00:00,2025-12-19T00:00:00
7917,4574,7213,13250,4,Entrega rápida e produto de ótima qualidade.,2023-02-28T00:00:00,2025-09-22T00:00:00
7918,771,9181,3383,3,"Poderia ter mais opções, mas está bom.",2025-12-28T00:00:00,2026-02-03T00:00:00
7919,1098,11453,9768,5,"Produto excelente, superou minhas expectativas!",2024-05-20T00:00:00,2025-01-14T00:00:00
7920,11742,10969,5711,1,"Não recomendo, produto diferente do anunciado.",2024-03-07T00:00:00,2025-05-11T00:00:00
7921,12640,7265,4230,4,"Produto excelente, superou minhas expectativas!",2026-01-25T00:00:00,2026-01-30T00:00:00
7922,14507,6153,11617,1,Qualidade muito abaixo do esperado.,2023-12-21T00:00:00,2024-10-22T00:00:00
7923,15,404,11621,4,Comprei e já quero comprar de novo. Perfeito!,2024-04-04T00:00:00,2025-05-02T00:00:00
7924,1294,2606,1873,4,"Produto excelente, superou minhas expectativas!",2025-05-14T00:00:00,2025-10-02T00:00:00
7925,13925,8466,253,3,"Poderia ter mais opções, mas está bom.",2025-03-31T00:00:00,2025-09-21T00:00:00
7926,12861,3161,11988,5,Atendimento incrível e produto top!,2025-03-07T00:00:00,2025-10-22T00:00:00
7927,6454,6149,10201,4,Comprei e já quero comprar de novo. Perfeito!,2024-02-15T00:00:00,2026-05-24T00:00:00
7928,14269,2675,9740,4,Comprei e já quero comprar de novo. Perfeito!,2024-12-16T00:00:00,2025-11-07T00:00:00
7929,7175,8037,7771,2,"Não recomendo, produto diferente do anunciado.",2023-07-02T00:00:00,2025-11-30T00:00:00
7930,7103,1849,781,3,"Chegou no prazo, produto razoável.",2025-07-15T00:00:00,2025-07-21T00:00:00
7931,8050,5791,3435,3,"Poderia ter mais opções, mas está bom.",2024-03-30T00:00:00,2024-09-17T00:00:00
7932,8358,4846,1020,5,"Muito satisfeito com a compra, recomendo!",2023-10-23T00:00:00,2026-03-17T00:00:00
7933,677,8814,6883,4,Entrega rápida e produto de ótima qualidade.,2023-08-09T00:00:00,2024-06-30T00:00:00
7934,14827,7236,7190,3,Qualidade mediana pelo preço cobrado.,2023-04-11T00:00:00,2024-10-27T00:00:00
7935,11353,9818,10165,1,"Não recomendo, produto diferente do anunciado.",2024-12-28T00:00:00,2026-02-24T00:00:00
7936,2041,3664,2672,3,"Poderia ter mais opções, mas está bom.",2023-03-10T00:00:00,2025-09-01T00:00:00
7937,6298,7116,11049,2,"Péssima experiência, não voltarei a comprar.",2023-06-24T00:00:00,2024-08-26T00:00:00
7938,5789,1056,164,4,Atendimento incrível e produto top!,2023-08-15T00:00:00,2026-05-19T00:00:00
7939,2814,2498,5588,4,"Produto excelente, superou minhas expectativas!",2024-01-08T00:00:00,2025-11-30T00:00:00
7940,8852,8900,3404,5,"Produto conforme descrito, embalagem perfeita.",2024-02-08T00:00:00,2024-02-08T00:00:00
7941,11913,14337,3204,2,Qualidade muito abaixo do esperado.,2023-02-10T00:00:00,2023-07-13T00:00:00
7942,8787,3636,2505,4,"Produto excelente, superou minhas expectativas!",2024-01-28T00:00:00,2024-04-13T00:00:00
7943,6138,11018,297,1,"Produto com defeito, decepcionante.",2024-08-13T00:00:00,2024-09-07T00:00:00
7944,11959,8429,2057,4,Entrega rápida e produto de ótima qualidade.,2024-10-31T00:00:00,2025-01-06T00:00:00
7945,9686,8871,13240,2,"Produto com defeito, decepcionante.",2024-06-16T00:00:00,2025-03-19T00:00:00
7946,6919,5695,4181,4,"Ótimo custo-benefício, chegou antes do prazo.",2026-05-15T00:00:00,2026-05-15T00:00:00
7947,12155,6250,3323,1,Qualidade muito abaixo do esperado.,2025-08-22T00:00:00,2026-01-08T00:00:00
7948,11808,3884,10721,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-12-25T00:00:00,2026-01-14T00:00:00
7949,9013,7976,7069,3,"Produto ok, dentro do esperado.",2024-04-30T00:00:00,2025-03-16T00:00:00
7950,10286,390,9005,5,"Muito satisfeito com a compra, recomendo!",2023-12-02T00:00:00,2024-11-16T00:00:00
7951,14183,7684,10974,1,"Produto com defeito, decepcionante.",2023-11-13T00:00:00,2024-05-29T00:00:00
7952,2268,14670,2767,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-04-08T00:00:00,2026-06-08T00:00:00
7953,4674,1563,12719,5,Entrega rápida e produto de ótima qualidade.,2023-04-11T00:00:00,2025-01-08T00:00:00
7954,2550,821,219,5,Atendimento incrível e produto top!,2023-06-04T00:00:00,2024-01-22T00:00:00
7955,11399,19,13728,5,Comprei e já quero comprar de novo. Perfeito!,2023-12-18T00:00:00,2025-11-13T00:00:00
7956,2163,7967,6600,4,"Produto conforme descrito, embalagem perfeita.",2025-08-21T00:00:00,2025-12-12T00:00:00
7957,10123,12620,4274,4,Comprei e já quero comprar de novo. Perfeito!,2025-08-30T00:00:00,2026-05-09T00:00:00
7958,1868,11529,9093,4,Entrega rápida e produto de ótima qualidade.,2025-09-22T00:00:00,2025-12-06T00:00:00
7959,14666,3212,10,5,Entrega rápida e produto de ótima qualidade.,2025-08-06T00:00:00,2025-10-06T00:00:00
7960,3183,3897,2653,4,Comprei e já quero comprar de novo. Perfeito!,2024-09-26T00:00:00,2025-05-09T00:00:00
7961,6079,9349,12178,4,Atendimento incrível e produto top!,2024-03-08T00:00:00,2024-09-28T00:00:00
7962,5410,13768,8026,4,"Ótimo custo-benefício, chegou antes do prazo.",2026-05-28T00:00:00,2026-05-30T00:00:00
7963,7207,12190,2309,5,"Muito satisfeito com a compra, recomendo!",2026-05-08T00:00:00,2026-06-04T00:00:00
7964,6167,8439,651,5,"Produto conforme descrito, embalagem perfeita.",2023-05-23T00:00:00,2024-01-23T00:00:00
7965,6463,12745,13620,5,"Muito satisfeito com a compra, recomendo!",2025-03-15T00:00:00,2025-07-08T00:00:00
7966,14150,8285,4414,4,Entrega rápida e produto de ótima qualidade.,2026-01-01T00:00:00,2026-05-05T00:00:00
7967,9665,581,190,4,Atendimento incrível e produto top!,2026-01-21T00:00:00,2026-03-18T00:00:00
7968,2214,9040,11566,5,"Muito satisfeito com a compra, recomendo!",2026-04-04T00:00:00,2026-05-07T00:00:00
7969,12391,3190,10937,4,Atendimento incrível e produto top!,2025-06-29T00:00:00,2026-02-23T00:00:00
7970,10669,3280,2764,3,"Produto ok, dentro do esperado.",2023-08-15T00:00:00,2023-09-28T00:00:00
7971,457,1522,7663,4,Entrega rápida e produto de ótima qualidade.,2025-11-02T00:00:00,2026-05-26T00:00:00
7972,13844,4963,249,4,"Muito satisfeito com a compra, recomendo!",2023-08-21T00:00:00,2023-12-06T00:00:00
7973,7715,1761,12225,5,Comprei e já quero comprar de novo. Perfeito!,2024-01-13T00:00:00,2026-02-14T00:00:00
7974,8472,3202,664,4,"Produto conforme descrito, embalagem perfeita.",2023-05-10T00:00:00,2024-06-03T00:00:00
7975,10065,3536,6642,5,"Ótimo custo-benefício, chegou antes do prazo.",2024-10-08T00:00:00,2025-04-30T00:00:00
7976,7345,10324,8917,4,Entrega rápida e produto de ótima qualidade.,2024-04-11T00:00:00,2026-05-29T00:00:00
7977,4996,8606,10825,2,"Não recomendo, produto diferente do anunciado.",2023-08-04T00:00:00,2025-02-19T00:00:00
7978,9209,8660,12410,4,"Produto conforme descrito, embalagem perfeita.",2023-10-28T00:00:00,2025-07-08T00:00:00
7979,8820,3919,14419,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-09-01T00:00:00,2025-10-15T00:00:00
7980,12702,13579,10478,1,Qualidade muito abaixo do esperado.,2023-10-18T00:00:00,2023-12-03T00:00:00
7981,12035,2542,5962,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-12-06T00:00:00,2024-01-03T00:00:00
7982,8450,2224,10730,5,"Muito satisfeito com a compra, recomendo!",2024-03-05T00:00:00,2024-05-10T00:00:00
7983,11634,4824,10218,3,"Poderia ter mais opções, mas está bom.",2026-02-11T00:00:00,2026-04-22T00:00:00
7984,7000,14822,6388,1,"Não recomendo, produto diferente do anunciado.",2025-01-16T00:00:00,2025-12-07T00:00:00
7985,5362,12576,4574,4,"Produto conforme descrito, embalagem perfeita.",2024-03-19T00:00:00,2024-06-17T00:00:00
7986,2705,1030,10930,5,"Ótimo custo-benefício, chegou antes do prazo.",2026-06-04T00:00:00,2026-06-07T00:00:00
7987,1650,13811,1311,5,"Produto conforme descrito, embalagem perfeita.",2023-12-25T00:00:00,2025-04-18T00:00:00
7988,6201,14183,2926,3,"Nada de mais, mas cumpre o que promete.",2024-12-07T00:00:00,2025-09-14T00:00:00
7989,14131,13337,4429,3,"Poderia ter mais opções, mas está bom.",2026-04-04T00:00:00,2026-05-16T00:00:00
7990,870,3364,14987,5,"Produto excelente, superou minhas expectativas!",2023-03-30T00:00:00,2024-11-17T00:00:00
7991,9070,13197,8600,5,"Produto conforme descrito, embalagem perfeita.",2024-08-08T00:00:00,2025-07-26T00:00:00
7992,14909,6610,14224,5,Comprei e já quero comprar de novo. Perfeito!,2024-01-08T00:00:00,2025-05-17T00:00:00
7993,10699,8467,6237,4,"Produto conforme descrito, embalagem perfeita.",2023-07-02T00:00:00,2023-11-29T00:00:00
7994,5965,14744,7485,1,Qualidade muito abaixo do esperado.,2023-04-01T00:00:00,2024-03-28T00:00:00
7995,8373,2918,11697,5,"Produto conforme descrito, embalagem perfeita.",2023-03-05T00:00:00,2025-08-29T00:00:00
7996,3058,3439,1542,5,Atendimento incrível e produto top!,2026-03-16T00:00:00,2026-05-14T00:00:00
7997,6274,293,12114,5,Comprei e já quero comprar de novo. Perfeito!,2024-02-16T00:00:00,2024-05-08T00:00:00
7998,6127,11430,3116,4,"Produto excelente, superou minhas expectativas!",2025-02-08T00:00:00,2025-12-25T00:00:00
7999,14771,850,7043,3,"Produto ok, dentro do esperado.",2023-10-15T00:00:00,2024-07-17T00:00:00
8000,3641,14062,14032,2,Qualidade muito abaixo do esperado.,2025-01-01T00:00:00,2026-03-10T00:00:00
8001,2257,4388,10816,5,"Muito satisfeito com a compra, recomendo!",2026-02-22T00:00:00,2026-03-17T00:00:00
8002,4605,4849,3059,2,Qualidade muito abaixo do esperado.,2025-04-30T00:00:00,2026-01-17T00:00:00
8003,9848,9184,8674,4,"Muito satisfeito com a compra, recomendo!",2023-05-28T00:00:00,2025-04-29T00:00:00
8004,1454,10067,14927,4,"Muito satisfeito com a compra, recomendo!",2025-09-13T00:00:00,2026-05-03T00:00:00
8005,10019,4620,7761,5,"Muito satisfeito com a compra, recomendo!",2026-06-05T00:00:00,2026-06-07T00:00:00
8006,1865,7085,2778,2,"Não recomendo, produto diferente do anunciado.",2025-01-29T00:00:00,2026-05-01T00:00:00
8007,4243,3106,13070,5,Atendimento incrível e produto top!,2025-10-07T00:00:00,2026-03-12T00:00:00
8008,14624,7642,4181,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-10-09T00:00:00,2025-03-13T00:00:00
8009,11830,1003,10227,5,Entrega rápida e produto de ótima qualidade.,2024-12-17T00:00:00,2025-08-16T00:00:00
8010,12101,7774,3489,5,"Produto excelente, superou minhas expectativas!",2025-05-08T00:00:00,2025-06-23T00:00:00
8011,3544,6238,2772,2,"Não recomendo, produto diferente do anunciado.",2024-07-10T00:00:00,2025-04-06T00:00:00
8012,11249,9339,10959,3,Qualidade mediana pelo preço cobrado.,2024-12-24T00:00:00,2026-02-10T00:00:00
8013,5780,1287,7946,4,"Muito satisfeito com a compra, recomendo!",2023-03-06T00:00:00,2023-06-20T00:00:00
8014,7142,6530,10511,4,Comprei e já quero comprar de novo. Perfeito!,2024-08-17T00:00:00,2025-11-14T00:00:00
8015,14033,12279,3183,2,"Produto com defeito, decepcionante.",2023-01-29T00:00:00,2024-01-26T00:00:00
8016,12319,3929,7765,4,Atendimento incrível e produto top!,2025-11-20T00:00:00,2026-04-18T00:00:00
8017,14129,1207,12986,5,"Muito satisfeito com a compra, recomendo!",2025-08-08T00:00:00,2025-11-16T00:00:00
8018,5047,6999,2235,4,"Muito satisfeito com a compra, recomendo!",2024-07-09T00:00:00,2024-11-20T00:00:00
8019,7527,10844,12919,4,"Ótimo custo-benefício, chegou antes do prazo.",2024-02-11T00:00:00,2025-03-15T00:00:00
8020,6171,11749,12821,5,Comprei e já quero comprar de novo. Perfeito!,2025-04-21T00:00:00,2025-05-03T00:00:00
8021,3805,10875,10360,4,"Muito satisfeito com a compra, recomendo!",2026-02-14T00:00:00,2026-04-14T00:00:00
8022,11242,5266,2597,5,Comprei e já quero comprar de novo. Perfeito!,2025-08-21T00:00:00,2026-05-07T00:00:00
8023,7901,4483,3104,3,Qualidade mediana pelo preço cobrado.,2023-04-01T00:00:00,2023-12-10T00:00:00
8024,13340,8215,528,4,"Ótimo custo-benefício, chegou antes do prazo.",2024-11-22T00:00:00,2026-05-04T00:00:00
8025,12156,1688,3027,5,"Produto conforme descrito, embalagem perfeita.",2024-10-08T00:00:00,2025-01-11T00:00:00
8026,7517,7010,8023,5,"Ótimo custo-benefício, chegou antes do prazo.",2025-06-22T00:00:00,2026-05-24T00:00:00
8027,5920,748,7298,5,"Produto conforme descrito, embalagem perfeita.",2024-02-10T00:00:00,2024-03-12T00:00:00
8028,14000,1156,5980,4,Comprei e já quero comprar de novo. Perfeito!,2025-10-27T00:00:00,2025-11-16T00:00:00
8029,1882,3804,5514,4,Entrega rápida e produto de ótima qualidade.,2023-12-24T00:00:00,2024-07-18T00:00:00
8030,4574,12780,846,1,"Péssima experiência, não voltarei a comprar.",2023-02-06T00:00:00,2025-08-26T00:00:00
8031,2733,12152,13689,2,"Péssima experiência, não voltarei a comprar.",2023-03-20T00:00:00,2024-08-31T00:00:00
8032,4317,234,9856,4,Entrega rápida e produto de ótima qualidade.,2025-03-09T00:00:00,2025-03-29T00:00:00
8033,1134,6913,12887,4,Comprei e já quero comprar de novo. Perfeito!,2025-02-05T00:00:00,2025-10-17T00:00:00
8034,8203,5698,11400,5,Comprei e já quero comprar de novo. Perfeito!,2023-05-03T00:00:00,2024-04-27T00:00:00
8035,2453,3048,7590,5,"Produto conforme descrito, embalagem perfeita.",2023-01-03T00:00:00,2026-02-09T00:00:00
8036,7681,11917,67,3,"Nada de mais, mas cumpre o que promete.",2023-07-23T00:00:00,2025-08-24T00:00:00
8037,14124,852,7371,5,"Produto excelente, superou minhas expectativas!",2025-11-08T00:00:00,2025-11-26T00:00:00
8038,3628,1146,12969,5,Comprei e já quero comprar de novo. Perfeito!,2025-01-02T00:00:00,2025-02-15T00:00:00
8039,1139,2849,103,4,"Produto conforme descrito, embalagem perfeita.",2025-11-24T00:00:00,2026-04-21T00:00:00
8040,3256,856,13223,5,"Ótimo custo-benefício, chegou antes do prazo.",2023-12-08T00:00:00,2025-11-03T00:00:00
8041,415,11434,384,4,"Muito satisfeito com a compra, recomendo!",2023-07-13T00:00:00,2023-12-13T00:00:00
8042,11762,3942,7187,4,"Muito satisfeito com a compra, recomendo!",2024-11-03T00:00:00,2026-02-16T00:00:00
8043,2175,2118,7756,5,"Produto conforme descrito, embalagem perfeita.",2023-06-06T00:00:00,2024-03-09T00:00:00
8044,1538,3904,2876,1,Qualidade muito abaixo do esperado.,2025-02-15T00:00:00,2026-05-15T00:00:00
8045,8769,11051,1214,4,"Ótimo custo-benefício, chegou antes do prazo.",2025-04-08T00:00:00,2025-07-19T00:00:00
8046,7512,10125,1790,3,Qualidade mediana pelo preço cobrado.,2024-08-12T00:00:00,2026-04-28T00:00:00
8047,14270,4035,8799,4,"Produto conforme descrito, embalagem perfeita.",2023-04-23T00:00:00,2023-10-16T00:00:00
8048,5068,6470,6810,5,"Produto conforme descrito, embalagem perfeita.",2025-08-31T00:00:00,2025-09-19T00:00:00
8049,9569,4708,8539,5,Comprei e já quero comprar de novo. Perfeito!,2025-06-18T00:00:00,2026-04-20T00:00:00
8050,3425,9201,7288,4,"Produto excelente, superou minhas expectativas!",2025-10-10T00:00:00,2025-10-14T00:00:00
8051,12009,13105,6341,5,"Produto conforme descrito, embalagem perfeita.",2023-07-18T00:00:00,2026-01-10T00:00:00
8052,7588,1418,27,4,"Produto conforme descrito, embalagem perfeita.",2025-08-16T00:00:00,2026-05-17T00:00:00
8053,11971,11241,13333,4,"Produto conforme descrito, embalagem perfeita.",2023-09-21T00:00:00,2024-04-13T00:00:00
8054,9792,14715,11370,3,Qualidade mediana pelo preço cobrado.,2023-10-28T00:00:00,2025-09-25T00:00:00
8055,366,3579,2328,4,Atendimento incrível e produto top!,2025-11-11T00:00:00,2026-02-05T00:00:00
8056,2305,5885,592,3,"Poderia ter mais opções, mas está bom.",2023-11-22T00:00:00,2026-01-24T00:00:00
8057,3505,14812,8782,4,Atendimento incrível e produto top!,2024-12-18T00:00:00,2026-04-18T00:00:00
8058,4340,4301,8755,5,"Muito satisfeito com a compra, recomendo!",2025-03-28T00:00:00,2025-04-12T00:00:00
8059,10275,10766,9895,5,Entrega rápida e produto de ótima qualidade.,2024-10-01T00:00:00,2025-06-15T00:00:00
8060,4192,3765,10009,4,Comprei e já quero comprar de novo. Perfeito!,2024-07-13T00:00:00,2025-05-28T00:00:00
8061,1067,5147,4133,4,"Produto conforme descrito, embalagem perfeita.",2023-09-24T00:00:00,2026-01-30T00:00:00
8062,6002,6576,13160,5,Entrega rápida e produto de ótima qualidade.,2023-01-08T00:00:00,2024-11-09T00:00:00
8063,3245,8321,7203,5,"Produto excelente, superou minhas expectativas!",2025-06-02T00:00:00,2025-08-11T00:00:00
8064,8692,12737,12853,4,Comprei e já quero comprar de novo. Perfeito!,2025-03-04T00:00:00,2026-03-27T00:00:00
8065,4174,6552,12138,4,Comprei e já quero comprar de novo. Perfeito!,2023-08-08T00:00:00,2024-12-16T00:00:00
