id_fornecedor,nome_fornecedor,cnpj,email,telefone,logradouro,cidade,estado,cep,updated_at
7315,Novais,63.205.487/0001-69,yanvieira@pires.net,(071) 3427 8056,Esplanada de Aragão,Camargo,PR,57604098,2025-02-09T00:00:00
7316,Rezende Cirino - ME,06.319.452/0001-17,ana-carolinamarques@guerra.org,+55 71 7136 5096,"Jardim Gomes, 93",Macedo de Pereira,PR,20071-978,2023-04-20T00:00:00
7317,Monteiro,82.074.519/0001-89,cecilia41@sampaio.com.br,0800 972 3651,"Lago André da Mota, 89",Gonçalves do Galho,CE,24084753,2024-04-21T00:00:00
7318,Teixeira,34.950.267/0001-61,erickda-rosa@alves.com,(071) 7324 0863,"Condomínio Fonseca, 98",Freitas Paulista,PR,87145686,2023-04-17T00:00:00
7319,Moura,03.157.298/0001-36,da-cruzcecilia@correia.org,31 4679-1477,"Jardim de Barbosa, 20",Vasconcelos,PA,10736-193,2025-07-13T00:00:00
7320,Lopes,97.824.310/0001-62,ana10@da.com.br,+55 (081) 6380-7266,"Chácara Câmara, 7",Pastor da Prata,BA,11101-413,2024-12-09T00:00:00
7321,Casa Grande Peixoto - ME,05.987.216/0001-06,ppastor@moreira.edu.br,(021) 5512-4288,"Praça Sabrina Pacheco, 729",Câmara Alegre,PB,73512-515,2023-09-05T00:00:00
7322,Monteiro,86.279.430/0001-00,marcelogoncalves@porto.net,0500-986-4650,"Vereda Nogueira, 50",Vargas de Pereira,SP,66955-242,2024-05-01T00:00:00
7323,Araújo Nunes e Filhos,75.634.208/0001-61,bernardo84@moreira.com.br,+55 71 4330 2697,"Vila de Sá, 55",Almeida,BA,80648380,2026-01-21T00:00:00
7324,Cirino Ltda.,48.026.135/0001-52,wrodrigues@guerra.gov.br,41 8871-5448,"Trecho Davi Oliveira, 97",Campos,PR,23471323,2026-01-05T00:00:00
7325,Carvalho,40.287.365/0001-63,barbosabenjamim@abreu.com.br,31 1464-7184,"Quadra Maria Helena Jesus, 62",Pires,AM,05531677,2023-11-09T00:00:00
7326,Machado,15.629.847/0001-07,nataliasampaio@sousa.com.br,(041) 4336 3884,"Viela de Andrade, 2",Mendonça,SP,82169616,2023-03-26T00:00:00
7327,Silveira Nogueira Ltda.,80.753.416/0001-10,brenofonseca@guerra.com,+55 (081) 1863-7536,"Jardim de Aragão, 57",Cavalcanti,BA,26012-679,2024-09-21T00:00:00
7328,Castro Pacheco e Filhos,14.295.876/0001-17,fogacacaua@jesus.com,0300 651 8997,"Esplanada Benjamim Leão, 8",Vasconcelos,RO,61639-953,2024-05-16T00:00:00
7329,Moreira Barbosa - EI,13.854.972/0001-95,otavio60@melo.com,+55 (084) 6584 0742,"Largo Abreu, 98",Lima,AC,04088-852,2025-07-07T00:00:00
7330,Teixeira,38.562.170/0001-32,elisamacedo@andrade.com,(071) 4090-2333,"Estação Arthur Gabriel das Neves, 45",Vasconcelos do Sul,AC,56239319,2024-01-23T00:00:00
7331,Sousa - ME,15.608.234/0001-93,montenegrojulia@garcia.br,+55 (021) 6083 5222,"Área Ana Carolina Rocha, 53",Freitas,AL,62895-931,2023-04-25T00:00:00
7332,Moura,56.183.294/0001-99,brenda41@mendes.com.br,+55 (011) 4554 0122,"Área Siqueira, 664",Santos,MA,47855-522,2024-07-24T00:00:00
7333,Cassiano S/A,32.140.658/0001-95,nogueiraasafe@abreu.org,(061) 7858-1359,"Fazenda Silveira, 7",Andrade,PR,38426899,2023-09-18T00:00:00
7334,Fernandes Costela S/A,31.270.468/0001-20,melopedro-henrique@correia.gov.br,0500-098-0556,"Praça Arthur Miguel Teixeira, 5",Garcia das Pedras,PR,24055-110,2026-04-13T00:00:00
7335,da Cunha,15.628.097/0001-59,felipecastro@sousa.com,+55 (021) 5404 4450,Sítio Ana Beatriz Pinto,Lopes,GO,01216-759,2025-12-11T00:00:00
7336,da Rocha Ltda.,83.076.925/0001-43,soliveira@das.br,+55 84 3092 7954,"Praça Moraes, 884",Ferreira,MT,75949161,2023-05-12T00:00:00
7337,da Luz - ME,53.871.496/0001-35,lucas17@martins.com.br,61 9255 9344,"Trevo de Moraes, 73",da Mota,AL,43174588,2024-04-13T00:00:00
7338,Sousa,47.639.581/0001-70,luananovaes@da.br,+55 81 1970-2058,"Núcleo de Farias, 28",Vargas das Flores,BA,47904-400,2023-08-14T00:00:00
7339,da Costa,59.381.267/0001-19,maria-flor47@pastor.com.br,+55 (084) 0156 0984,"Vereda Ravy Nascimento, 84",Novaes de Costa,AP,41691-425,2024-10-24T00:00:00
7340,Machado S.A.,45.809.612/0001-68,ccarvalho@dias.org,+55 81 1881 0587,"Conjunto Siqueira, 197",Câmara,SE,43665-192,2025-08-15T00:00:00
7341,Fonseca,27.041.589/0001-22,rramos@viana.gov.br,(061) 1959 5493,"Trevo de Nunes, 1",Siqueira,PE,40851363,2023-12-14T00:00:00
7342,Martins,82.640.519/0001-07,isisfreitas@alves.edu.br,+55 51 2704 9266,"Núcleo Henry Aragão, 47",Vasconcelos,PR,62473-482,2025-09-14T00:00:00
7343,Souza S.A.,51.847.920/0001-80,ferreiranina@nunes.edu.br,21 1663-3156,"Loteamento Cassiano, 93",Marques,PR,61538588,2025-09-19T00:00:00
7344,Pires,36.795.180/0001-92,sofiaduarte@correia.net,(081) 6619 3820,"Loteamento Martins, 31",Ferreira de Fonseca,MS,02228039,2024-07-05T00:00:00
7345,Aragão Lima - ME,07.689.143/0001-00,fonsecahenry@araujo.edu.br,(011) 7548 2032,"Alameda Pacheco, 2",Sá das Pedras,CE,54757-856,2024-02-10T00:00:00
7346,Martins - ME,16.452.078/0001-87,eborges@camara.com.br,(031) 8978 5999,"Campo Rebeca Ribeiro, 9",Lima,RS,56147257,2024-10-08T00:00:00
7347,Vasconcelos,15.206.749/0001-67,almeidabrenda@da.com.br,41 5809 5039,"Vereda Cavalcante, 493",Teixeira,DF,14136-417,2026-05-06T00:00:00
7348,Marques Novais - ME,60.928.143/0001-90,jesusnicole@moura.com.br,11 3021-2117,"Núcleo Ravi Lucca Nogueira, 477",Fernandes,SC,63844-134,2024-08-04T00:00:00
7349,Sampaio,42.630.795/0001-61,vcarvalho@monteiro.gov.br,21 1605 3753,"Praça de Fogaça, 35",Casa Grande Grande,PR,52226026,2025-04-18T00:00:00
7350,Barbosa,68.129.753/0001-35,cmoraes@caldeira.br,31 9134-1080,"Jardim de Siqueira, 61",Machado,RN,53504288,2025-06-20T00:00:00
7351,Alves,34.821.075/0001-55,paulocastro@brito.gov.br,+55 61 7863-5252,"Rua Mathias Peixoto, 536",Aparecida,AM,70665-914,2024-12-15T00:00:00
7352,Azevedo,25.870.936/0001-02,costabarbara@albuquerque.com.br,(051) 1678-6722,"Viaduto Duarte, 72",Rocha do Oeste,PR,58154-518,2025-08-21T00:00:00
7353,da Rosa,52.189.064/0001-86,marcela81@dias.com.br,+55 11 6210 6820,"Viela Sales, 53",Rodrigues de Pacheco,RJ,05972928,2026-04-15T00:00:00
7354,Novais Moura - ME,19.250.374/0001-93,almeidaalana@melo.com,+55 81 7187-5071,Largo Pimenta,Guerra de Goiás,SE,94859386,2026-03-06T00:00:00
7355,Borges,86.174.325/0001-06,goncalvesleticia@dias.br,+55 (041) 5539 5439,"Colônia Maria Laura Ferreira, 6",Aragão,AL,41897-964,2024-01-26T00:00:00
7356,Pastor,16.925.873/0001-45,ianalves@da.com.br,(031) 3525 3383,"Residencial de Aparecida, 394",Nogueira de Barros,SC,18640243,2023-07-03T00:00:00
7357,Costela,40.763.182/0001-77,antonyda-rocha@pires.com,11 4734 8113,"Condomínio de Garcia, 40",Silveira das Flores,TO,73594-197,2026-01-07T00:00:00
7358,Nogueira Garcia Ltda.,64.539.287/0001-05,caldeiramaria@da.gov.br,+55 71 1682-3713,Trecho Lunna Casa Grande,Cunha de Fonseca,DF,48934280,2026-05-13T00:00:00
7359,Mendonça - ME,31.760.259/0001-64,azevedoluiz-fernando@sa.edu.br,+55 51 9532 2589,"Vila de Teixeira, 44",Machado dos Dourados,GO,23228825,2023-07-31T00:00:00
7360,Cassiano,23.401.956/0001-09,duarteasafe@da.net,61 0710 5488,"Fazenda de das Neves, 37",Teixeira do Galho,PA,47897-115,2026-03-21T00:00:00
7361,Pires,43.901.872/0001-33,bentoda-conceicao@ferreira.gov.br,51 4088 4827,"Área de Nunes, 21",Cardoso,SP,26376-734,2023-07-13T00:00:00
7362,Sales Sampaio S.A.,18.524.790/0001-70,machadovinicius@gomes.com.br,31 7096-5898,"Aeroporto Garcia, 62",Siqueira Paulista,AL,55252-305,2024-03-17T00:00:00
7363,da Costa e Filhos,41.796.830/0001-54,leonardo26@lima.org,+55 71 4127-2451,"Morro Novais, 13",Fogaça,AC,26995319,2023-12-07T00:00:00
7364,Almeida Ltda.,96.851.274/0001-63,raul19@montenegro.br,61 6419 0772,"Viela Raul da Mata, 25",Mendonça,MT,67385069,2023-10-12T00:00:00
7365,Cavalcante S.A.,16.879.450/0001-36,uborges@santos.edu.br,0500-656-7451,"Ladeira de Sales, 64",Albuquerque,SE,84432063,2024-01-27T00:00:00
7366,Nogueira,21.387.056/0001-10,macedoasafe@martins.net,11 6363 3534,"Loteamento Gabriel Mendes, 3",Cassiano,RJ,58803998,2024-12-16T00:00:00
7367,Machado,26.587.430/0001-45,enrico01@fogaca.gov.br,+55 (081) 1946-9156,"Avenida Liam Guerra, 37",Barros,MA,23923-468,2026-04-30T00:00:00
7368,Monteiro,29.364.581/0001-22,mirella99@da.net,+55 (041) 8992 0160,"Trecho Maria Laura da Cruz, 805",Marques de Jesus,MG,32566679,2023-02-07T00:00:00
7369,Gomes S/A,92.814.630/0001-18,fsales@da.com.br,+55 11 1889 0874,Rodovia Bianca Novais,Gonçalves,MT,65720233,2025-09-09T00:00:00
7370,Gomes,82.690.451/0001-62,anthony34@vieira.br,+55 (071) 1349-6741,"Aeroporto Campos, 49",Garcia,MT,74294-079,2025-09-08T00:00:00
7371,Oliveira,31.742.605/0001-81,lda-rosa@silveira.gov.br,+55 31 7886-4850,"Estrada de Nascimento, 89",Azevedo,RR,90961-644,2023-05-29T00:00:00
7372,da Costa Silveira - EI,64.503.187/0001-29,otto41@viana.org,31 1338 9824,Chácara de Casa Grande,Machado da Serra,MA,42653258,2026-02-24T00:00:00
7373,Gonçalves,40.721.853/0001-37,pimentaayla@pastor.gov.br,(011) 2213-9637,Condomínio da Costa,Duarte,AL,60755040,2024-12-02T00:00:00
7374,Cavalcanti Cunha - ME,19.057.284/0001-80,manuelamelo@farias.com,41 8183 7536,Esplanada de Peixoto,Guerra,ES,05354-677,2023-02-19T00:00:00
7375,Pacheco,53.268.749/0001-80,fpires@silva.br,(011) 4705-3760,"Via de Duarte, 45",Garcia das Flores,BA,02405-855,2026-05-06T00:00:00
7376,Pires Moraes - ME,70.358.416/0001-61,zsouza@andrade.com.br,+55 (084) 0403 5918,Condomínio Mendes,Moraes de Minas,MS,46121752,2025-09-30T00:00:00
7377,Santos Rezende S.A.,32.479.516/0001-57,fonsecastephany@silva.com.br,51 6394 6542,"Estação de da Luz, 14",Pastor de Alves,PA,57610990,2023-03-15T00:00:00
7378,Marques,62.875.901/0001-84,henry48@carvalho.edu.br,(061) 2347 8373,"Ladeira Manuela da Conceição, 5",Câmara de Costa,PE,38646020,2025-07-17T00:00:00
7379,Brito,58.947.210/0001-71,joaquimcardoso@da.com,+55 (071) 5618-0097,"Loteamento de Casa Grande, 80",Monteiro de Almeida,MA,44544015,2023-09-04T00:00:00
7380,Siqueira,84.013.259/0001-67,ana-julianovais@lima.com,+55 (031) 1357-9858,"Residencial de Almeida, 56",Gonçalves das Pedras,PB,75607-031,2024-09-21T00:00:00
7381,Carvalho S.A.,60.732.945/0001-20,nathan51@teixeira.com,+55 (031) 4124 1056,"Via de Novaes, 327",Gonçalves do Oeste,AC,31433731,2023-04-07T00:00:00
7382,Carvalho Marques e Filhos,90.215.864/0001-13,sgoncalves@fonseca.com,(061) 5165 0615,"Esplanada de Fernandes, 60",Mendes de Sousa,RS,47902425,2024-03-10T00:00:00
7383,Almeida S/A,25.431.608/0001-00,hviana@castro.com,81 7324-5150,Condomínio de Aparecida,Aragão das Flores,PE,52945-398,2025-04-26T00:00:00
7384,da Paz Cardoso S/A,58.032.416/0001-71,rbrito@pereira.gov.br,(021) 4772-9324,"Conjunto Pires, 3",da Costa,GO,13290-014,2023-07-05T00:00:00
7385,da Cruz S.A.,20.856.739/0001-07,adias@barros.com.br,0800 116 6520,"Trecho de Abreu, 9",Ferreira,AP,62324-508,2024-12-29T00:00:00
7386,Dias - ME,18.054.723/0001-39,arocha@porto.com.br,+55 61 1605-2567,"Vereda de Moura, 3",Aragão,AM,98122-056,2023-11-19T00:00:00
7387,Fernandes,72.654.309/0001-06,xfarias@lima.com.br,(061) 3800-9664,"Fazenda Helena Novaes, 80",Aparecida Paulista,DF,73099-132,2024-10-06T00:00:00
7388,Cavalcanti,95.478.263/0001-17,livia24@martins.gov.br,31 0026 1473,"Alameda Martins, 75",Pacheco,MT,66047346,2025-09-14T00:00:00
7389,Lopes,68.904.157/0001-85,catarina53@fonseca.com,(081) 8585-5390,"Morro de Cassiano, 3",Peixoto do Galho,PE,83054814,2026-01-10T00:00:00
7390,Campos e Filhos,16.374.582/0001-06,sfernandes@cavalcanti.br,11 1968 7903,"Vale de Siqueira, 72",da Costa de Pereira,RJ,11378180,2026-04-01T00:00:00
7391,Aragão,49.683.127/0001-41,ipereira@nogueira.com.br,0800 509 7532,"Vereda Lopes, 403",Costa,AP,96491-620,2024-05-03T00:00:00
7392,Pinto,26.743.859/0001-84,antonio74@peixoto.br,+55 81 9582-2277,"Condomínio de da Rocha, 229",Gomes,PE,35843-274,2024-01-18T00:00:00
7393,Garcia,49.376.185/0001-22,imoura@santos.com.br,+55 (021) 9223 2199,"Via de Mendes, 15",Teixeira de Mendonça,DF,56336062,2026-05-19T00:00:00
7394,Barros S/A,39.124.706/0001-09,clarice00@mendes.org,+55 61 1870 9456,"Morro de Nogueira, 97",Azevedo do Sul,RN,65247-803,2025-12-23T00:00:00
7395,Pimenta,60.914.853/0001-60,antoniogarcia@cardoso.com,+55 61 2421 7746,"Vereda de Moreira, 67",Gonçalves,SP,80921525,2023-05-19T00:00:00
7396,Lima Lima - EI,74.061.258/0001-34,sousaleo@costa.gov.br,+55 (021) 8655-4774,"Praça Liz Cunha, 52",Cavalcante das Flores,AP,80614107,2023-02-14T00:00:00
7397,Aparecida Caldeira Ltda.,43.681.925/0001-58,ravyda-cunha@vargas.br,+55 (081) 1494 8583,"Conjunto de Ferreira, 1",Campos do Campo,AC,72210-003,2024-11-27T00:00:00
7398,Rocha,31.475.986/0001-80,luisa69@mendonca.gov.br,(084) 3069-7945,"Viela Farias, 76",Siqueira Verde,AM,68587746,2023-05-04T00:00:00
7399,Rezende S/A,70.581.346/0001-06,da-costagabrielly@pacheco.com.br,(071) 6766-1743,"Trecho de Moreira, 621",Fogaça,AC,71418-682,2024-09-15T00:00:00
7400,Campos Cavalcante e Filhos,89.751.340/0001-68,cardosoluan@azevedo.com,(041) 4491-2692,Via Novaes,Sousa,BA,15684-583,2024-01-07T00:00:00
7401,Oliveira,84.720.356/0001-90,arthurteixeira@machado.com.br,(041) 6832-1369,"Rua de Ferreira, 68",Moreira,RN,11036954,2025-03-01T00:00:00
7402,Dias Ramos - ME,36.190.254/0001-67,gabrielacasa-grande@barros.com,31 7622 1451,"Via Pedro Leão, 502",Vasconcelos Verde,MA,29491-363,2024-05-27T00:00:00
7403,Garcia,70.931.465/0001-41,vicentemacedo@montenegro.edu.br,(031) 6009-3304,"Loteamento Gabrielly Fogaça, 17",Santos,PE,45165-355,2023-07-17T00:00:00
7404,Pinto,69.301.427/0001-26,albuquerqueisaac@silva.com.br,0900-006-2726,"Lagoa Mathias da Luz, 97",Costela do Norte,SE,33568-487,2024-11-05T00:00:00
7405,da Costa,13.285.049/0001-80,vda-rocha@castro.com.br,(081) 5574 9732,"Largo Stephany Melo, 3",Caldeira,RJ,91346319,2026-01-06T00:00:00
7406,Nogueira,98.135.476/0001-34,auroramachado@carvalho.com.br,21 4656-9715,"Via Luiz Gustavo Pastor, 3",Martins Grande,RR,07055-077,2023-08-30T00:00:00
7407,da Costa,74.251.039/0001-18,pereirajose-miguel@gomes.br,21 9061-3873,"Vale Pedro Lucas Fernandes, 72",Casa Grande,RN,96891-035,2024-08-06T00:00:00
7408,Cavalcanti,18.973.642/0001-32,pedro-lucas32@da.gov.br,71 8738 9008,"Rodovia Ana Lívia Azevedo, 5",da Costa,AP,05426-664,2025-03-27T00:00:00
7409,Costela S/A,38.096.417/0001-72,correiarhavi@jesus.br,0800 922 0571,Setor de Pereira,Novaes,SE,05153654,2023-05-28T00:00:00
7410,Ramos Campos S.A.,12.345.968/0001-39,da-cunhadavi@viana.net,+55 41 4335-9204,"Feira Gustavo Nogueira, 2",da Conceição de Ribeiro,SC,46042-172,2023-09-18T00:00:00
7411,Ramos,19.523.460/0001-22,cteixeira@dias.com.br,+55 (061) 0174-8764,"Estação Olívia Campos, 17",Martins das Pedras,GO,30736-142,2025-06-22T00:00:00
7412,Costa Vieira e Filhos,95.087.612/0001-70,casa-grandesophie@da.com.br,71 0076 7533,Estrada Sá,Cavalcanti de Minas,SP,00388323,2024-05-14T00:00:00
7413,Araújo,83.705.146/0001-60,erick21@da.edu.br,0900-957-6152,"Pátio de Nascimento, 79",Santos,RR,92648-789,2026-04-27T00:00:00
7414,das Neves,17.940.628/0001-70,vazevedo@barros.gov.br,+55 (084) 5410-8599,"Colônia de Farias, 32",Silveira,AP,83720897,2024-10-23T00:00:00
7415,Almeida Pacheco e Filhos,07.265.813/0001-52,theodoro97@guerra.br,+55 51 0709 0821,"Quadra de Lopes, 80",Dias de Gonçalves,AC,13742269,2025-08-22T00:00:00
7416,Gomes Ltda.,62.985.701/0001-84,vieiradavi-luiz@da.br,+55 (071) 8609-5547,"Colônia da Cruz, 76",Lima das Pedras,SP,07290041,2025-06-24T00:00:00
7417,Viana Souza S/A,90.521.867/0001-85,luan77@rios.net,(051) 2890-9976,"Rua Gael Rocha, 511",Barbosa de Barbosa,BA,78988952,2024-10-22T00:00:00
7418,Silveira Viana Ltda.,82.635.417/0001-95,abreumarina@sousa.net,(084) 9312 9369,"Campo de Azevedo, 86",Vasconcelos,CE,67828-698,2024-01-29T00:00:00
7419,Marques - EI,61.482.370/0001-05,julia62@andrade.br,(081) 0019-0290,"Conjunto Siqueira, 87",da Paz Verde,PE,25320360,2024-11-12T00:00:00
7420,Guerra,79.538.102/0001-15,cecilia35@leao.org,+55 (031) 9101 0439,"Aeroporto de Correia, 80",Jesus,PR,62255-093,2026-04-27T00:00:00
7421,Nascimento,65.470.129/0001-09,jda-mata@cardoso.gov.br,0800 891 3384,"Vale Nogueira, 9",Castro,PR,73926-199,2025-12-12T00:00:00
7422,Gonçalves,70.612.859/0001-37,agathafarias@rezende.com,+55 71 1855 2629,"Pátio de Martins, 22",Rezende,RO,22482250,2024-03-12T00:00:00
7423,Siqueira S/A,95.068.217/0001-40,noahcavalcanti@lima.com,61 5735-3644,"Favela Pastor, 735",Cavalcante de Barros,DF,02803517,2025-06-28T00:00:00
7424,Correia Costela e Filhos,54.138.720/0001-47,luanaalbuquerque@teixeira.gov.br,+55 71 3368 1965,"Campo Nunes, 2",Cirino,SE,51753553,2026-01-05T00:00:00
7425,Lopes,23.458.796/0001-26,joao50@lopes.edu.br,+55 (021) 0586-7757,"Conjunto de Carvalho, 54",Ferreira,PR,51272716,2025-05-14T00:00:00
7426,Garcia,43.290.678/0001-69,maria-fernanda80@macedo.br,(071) 4543-1201,"Rodovia João Pedro da Cruz, 43",Marques,ES,87566-443,2025-05-10T00:00:00
7427,Farias,31.245.708/0001-36,ucavalcante@peixoto.com.br,(051) 8776 1686,"Parque de Nascimento, 8",Caldeira do Oeste,AL,67855-364,2023-04-29T00:00:00
7428,Caldeira Alves e Filhos,16.527.940/0001-73,moraesjoana@da.com.br,+55 (084) 5134-5119,"Quadra de Brito, 9",da Rocha,CE,90340589,2024-12-30T00:00:00
7429,da Mota,29.548.630/0001-87,kbarros@nunes.br,84 1020 7653,Avenida Correia,Freitas de Goiás,AL,07319-309,2024-06-01T00:00:00
7430,Câmara Ramos S/A,40.389.672/0001-55,moraesvitoria@moreira.com,+55 61 2496-9486,Campo Viana,Cirino,RN,96775-538,2025-03-07T00:00:00
7431,Garcia,04.186.952/0001-00,xaraujo@gomes.com,(061) 2518 8240,"Vila de Macedo, 14",Garcia,MS,98978791,2024-04-13T00:00:00
7432,Lopes Caldeira - ME,06.392.847/0001-45,pintolarissa@cavalcante.com,(041) 9871 6554,"Viela Maria Isis Camargo, 9",Dias,RS,66742263,2026-04-07T00:00:00
7433,Nascimento,41.839.520/0001-70,silvaravy@da.net,+55 (071) 5420-0854,"Vereda Macedo, 715",Teixeira,RR,00797-750,2025-01-29T00:00:00
7434,Vargas,53.014.672/0001-12,mouramaria@gomes.com.br,71 7182-7956,"Passarela Monteiro, 71",Pastor de Souza,BA,28003-717,2024-12-23T00:00:00
7435,Porto - EI,68.349.257/0001-97,emanuel01@nunes.br,+55 (081) 5780-1029,Lagoa de da Cruz,Carvalho,MG,89410-257,2024-10-17T00:00:00
7436,Sampaio,60.847.521/0001-00,levipimenta@da.gov.br,+55 (021) 5224 7341,"Lagoa de da Luz, 244",Viana,SC,07496-070,2023-11-13T00:00:00
7437,Rezende Pacheco e Filhos,91.082.356/0001-77,britoeduardo@da.org,+55 (081) 8019 8477,"Trevo Manuela Freitas, 94",Abreu,SE,42688333,2025-08-12T00:00:00
7438,Sá - EI,18.564.037/0001-08,ravimachado@melo.com.br,0900 521 0854,"Residencial Moreira, 3",Pacheco,RR,30939362,2024-09-09T00:00:00
7439,Cassiano,62.870.491/0001-89,kevin19@jesus.com.br,+55 51 6594 6942,Praia de Machado,Peixoto,AM,58813829,2025-05-05T00:00:00
7440,da Costa,78.320.615/0001-92,mayada-rocha@ribeiro.br,+55 (021) 4222 5182,"Vereda Cardoso, 93",Macedo Verde,MA,28970429,2026-03-13T00:00:00
7441,Novais Albuquerque - ME,23.580.419/0001-65,vasconcelosstella@cirino.com.br,+55 (031) 4964 4660,"Viaduto da Mota, 12",Azevedo,AC,89055321,2025-01-25T00:00:00
7442,Vargas Correia Ltda.,78.392.146/0001-17,nleao@martins.com.br,+55 84 7768-3017,"Praia de Novaes, 4",da Mata,RS,33917106,2025-06-12T00:00:00
7443,Peixoto Ltda.,52.361.084/0001-92,isadoramelo@lima.org,+55 71 8516 9154,"Residencial Borges, 82",Nascimento de Aragão,AP,17785-908,2025-03-01T00:00:00
7444,Cirino,14.793.685/0001-85,moraesclara@teixeira.gov.br,+55 (011) 3095 2426,"Pátio Leão, 124",Sousa das Pedras,PB,96408-508,2024-12-20T00:00:00
7445,da Rosa Nogueira S/A,60.538.941/0001-05,castrodiego@vieira.edu.br,71 7837 9692,"Estrada Castro, 456",Aparecida,DF,19546684,2024-04-25T00:00:00
7446,da Mata,18.073.456/0001-47,brayanda-paz@goncalves.br,(084) 1622-8599,"Lago Leandro Borges, 14",Andrade do Amparo,BA,12505-515,2026-01-08T00:00:00
7447,Câmara,96.830.421/0001-19,kfonseca@machado.org,(051) 9550 1185,"Praia de Aragão, 76",Andrade Paulista,SE,36254-347,2023-10-07T00:00:00
7448,Pires,05.241.837/0001-46,maite26@moura.br,+55 41 1545 6688,"Quadra Maria Sophia da Cruz, 83",Ribeiro das Pedras,PI,34803411,2025-09-06T00:00:00
7449,Carvalho,34.197.602/0001-00,bcasa-grande@moraes.com,51 8672 4719,Vila Maria Fernanda Carvalho,Farias,DF,48674-264,2023-12-22T00:00:00
7450,Melo,02.961.378/0001-87,kamillyaparecida@melo.br,(081) 9709-3727,Feira Mendes,Pereira do Oeste,RN,84136-682,2025-12-30T00:00:00
7451,Guerra,65.240.879/0001-94,qfonseca@sousa.com.br,(071) 3192-7377,"Pátio de Costa, 64",Mendes,AL,54534823,2024-08-14T00:00:00
7452,Lopes,89.014.237/0001-35,wleao@macedo.com,+55 31 4614 2863,Chácara Aragão,Andrade,AC,76720052,2026-06-11T00:00:00
7453,Cardoso,36.502.891/0001-21,novaeslarissa@fogaca.com.br,(021) 7971-1119,"Pátio Sara Sales, 69",Moreira,BA,54531209,2024-04-24T00:00:00
7454,Pinto Cavalcante - ME,90.258.647/0001-00,asafe02@moura.com,+55 61 6707 3212,"Lago Casa Grande, 22",Albuquerque,AC,96297562,2023-08-15T00:00:00
7455,Castro Costa S/A,67.498.250/0001-74,da-luzana-liz@pires.br,+55 (081) 9045 0202,"Feira Davi Lucas Machado, 77",Alves do Oeste,GO,87784-733,2024-01-28T00:00:00
7456,Oliveira,73.124.596/0001-05,carlos-eduardo13@lopes.br,+55 (031) 1175-4779,"Via Pedro Miguel Nunes, 15",Brito,DF,22764443,2024-03-13T00:00:00
7457,da Rocha e Filhos,92.435.716/0001-30,murilolopes@sampaio.br,+55 81 3556-5248,"Largo de da Rosa, 26",Macedo,RR,91066-860,2026-03-04T00:00:00
7458,Gonçalves,58.364.920/0001-79,isabela08@barros.net,(071) 7537-3722,"Campo Santos, 8",Rezende da Prata,PI,28806-807,2026-02-18T00:00:00
7459,Casa Grande,94.057.831/0001-43,jalbuquerque@guerra.com.br,+55 (041) 7470 5144,"Vereda Maria Alice Oliveira, 89",da Cruz,PR,16254567,2024-06-04T00:00:00
7460,Sales Cirino S/A,26.305.197/0001-60,heloisa66@araujo.com,84 7954-8792,Passarela de Garcia,Brito,AL,73474602,2025-09-23T00:00:00
7461,Aragão Brito S/A,81.034.265/0001-02,novaismurilo@pimenta.com.br,31 7057-9659,"Passarela João Vitor Pires, 272",Andrade do Norte,PA,08178065,2023-12-08T00:00:00
7462,Moraes,43.251.086/0001-38,juanvasconcelos@da.com,+55 (071) 5516-8266,"Praça de Melo, 398",Pastor,RJ,82579-142,2025-09-30T00:00:00
7463,Mendes,65.179.384/0001-05,augustofonseca@das.com,+55 81 2657 0565,"Trevo de Oliveira, 59",Melo do Sul,AL,56979-531,2025-06-28T00:00:00
7464,da Mota,20.936.157/0001-30,valentinacardoso@vieira.net,21 6147-0279,"Distrito de Casa Grande, 32",da Cruz,PE,98309320,2023-12-30T00:00:00
7465,Montenegro S.A.,69.157.248/0001-67,mpastor@cirino.com.br,+55 21 7898-7869,"Recanto de Novais, 2",Farias,PR,73462486,2026-01-26T00:00:00
7466,Costa e Filhos,91.260.547/0001-81,wsantos@santos.com,(041) 8876 2509,"Fazenda João Gabriel Moura, 804",Albuquerque Alegre,AP,09106-624,2023-04-25T00:00:00
7467,Correia,83.970.651/0001-31,thiago43@viana.com.br,(011) 7798 9394,"Setor de Brito, 742",Porto,RJ,98975-455,2023-05-27T00:00:00
7468,Nascimento,63.947.081/0001-51,nunessabrina@moraes.com,+55 31 1498 8498,"Morro Maitê Cavalcante, 24",Moura da Praia,TO,33059787,2026-06-08T00:00:00
7469,Araújo,62.548.073/0001-70,albuquerquejoana@almeida.com,+55 (071) 4293-5628,Aeroporto da Cunha,da Paz,RR,50610150,2024-01-16T00:00:00
7470,Oliveira Brito - ME,04.237.695/0001-80,arthur-miguel06@moura.gov.br,+55 84 2266 1375,"Residencial Camargo, 57",Almeida Grande,PB,03263-569,2024-02-18T00:00:00
7471,da Luz Cirino - EI,45.693.012/0001-87,luizada-paz@alves.br,0300 416 9067,"Viaduto Renan Santos, 48",Farias do Galho,DF,95029635,2025-12-03T00:00:00
7472,Almeida,43.278.150/0001-74,dcirino@machado.edu.br,(081) 0444-9106,"Campo Câmara, 42",Sales,DF,16787831,2024-04-07T00:00:00
